,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,0,3,3,3,3,3,3,3,3,2,0
1,0,0,0,5,5,5,5,6,6,3,1
2,2,3,4,4,4,4,4,4,4,1,2
3,2,2,4,4,4,6,6,6,4,1,3
4,0,3,3,3,3,3,3,3,3,2,0
5,2,3,3,3,2,6,6,6,9,2,4
6,2,3,3,3,2,6,6,6,6,2,4
7,2,3,3,3,2,6,6,6,6,2,4
8,0,0,4,5,5,7,7,7,7,3,5
9,0,0,4,4,4,7,7,7,10,1,1
10,2,3,3,3,2,6,6,6,9,2,4
11,2,3,3,3,2,6,6,6,9,2,4
12,2,3,3,3,2,6,6,6,6,2,4
13,2,2,3,3,2,7,7,7,7,1,1
14,1,1,1,1,1,1,1,1,1,0,6
15,1,1,1,1,1,1,1,1,1,0,6
16,1,1,1,1,1,1,1,1,1,0,6
17,1,1,1,1,1,1,1,1,1,0,6
18,1,1,1,1,1,1,1,1,1,0,6
19,1,1,1,1,1,1,1,1,1,0,6
20,1,1,1,1,1,1,1,1,1,0,6
21,1,1,1,1,1,1,1,1,1,0,6
22,1,1,1,1,1,1,1,1,1,0,6
23,2,2,2,2,2,7,2,2,2,1,3
24,2,0,3,3,2,6,6,6,9,2,1
25,1,1,1,1,1,1,1,1,1,0,6
26,0,0,2,5,6,5,8,8,8,3,1
27,2,2,2,2,2,6,6,6,2,1,3
28,2,2,4,4,6,4,4,2,2,1,3
29,1,2,2,2,6,2,2,2,2,3,3
30,2,2,4,4,4,4,4,4,4,1,2
31,2,2,4,4,4,4,4,4,4,1,2
32,2,2,4,4,4,4,4,4,4,1,2
33,2,2,4,4,4,4,4,4,4,1,2
34,1,2,2,2,6,2,2,2,2,3,3
35,0,3,2,2,3,3,3,3,3,2,0
36,0,0,0,5,5,7,7,7,7,3,5
37,2,0,3,5,0,7,8,8,10,3,5
38,1,3,2,2,6,2,2,2,2,3,5
39,0,0,0,5,0,7,7,7,7,3,5
40,2,3,3,3,5,5,5,5,5,3,7
41,2,0,0,5,5,5,5,5,5,3,7
42,2,0,3,5,5,5,5,5,5,3,7
43,2,3,0,5,5,5,5,8,5,3,7
44,1,3,2,2,6,2,2,2,2,3,5
45,2,1,0,5,0,7,7,7,7,3,5
46,1,3,2,2,6,2,2,2,10,3,5
47,2,3,3,5,5,7,7,7,7,3,5
48,0,1,1,0,6,3,3,3,10,3,1
49,1,3,2,2,6,2,2,2,2,3,5
50,1,3,2,2,6,2,2,2,2,3,3
51,1,1,2,2,6,2,8,8,8,3,1
52,0,0,3,3,3,3,8,9,9,2,1
53,2,3,4,5,6,7,7,7,10,3,5
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.07154656203651383,0.10871040469931853,0.14093368294137568,0.17477742452055336,0.18719147032546102,0.18660391080507943,0.17890105736492937,0.17664804535670053,0.1715605556750156,0.2365179670557765,0.18282396824444835
NMI,0.34554472526501362,0.47780869415886018,0.54607294017585972,0.70446794050793382,0.73185377387170369,0.67683360382276592,0.61944676311189895,0.58549310082849715,0.6323763825696096,1.0,0.66509900288509982
