,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,0,3,4,2,4,4,4,1,0
1,0,0,0,5,6,5,5,0,1
2,0,2,4,2,4,4,4,1,0
3,2,2,4,4,6,6,6,1,2
4,0,0,4,4,4,4,4,1,0
5,2,2,2,2,2,2,2,1,3
6,1,0,0,5,5,5,5,0,1
7,1,1,0,5,5,5,5,0,1
8,1,1,1,1,1,1,8,2,4
9,2,3,4,4,6,6,6,1,2
10,2,3,4,4,6,6,6,1,2
11,2,3,4,4,6,6,6,1,2
12,2,2,2,2,2,2,2,1,3
13,2,2,4,4,6,6,6,1,2
14,2,2,2,2,2,6,6,1,2
15,2,2,2,2,2,2,2,1,3
16,2,2,2,2,2,2,2,1,3
17,2,2,2,2,2,2,2,1,3
18,2,2,2,2,2,2,2,1,3
19,2,2,2,2,2,2,2,1,3
20,2,2,2,2,2,2,2,1,2
21,2,2,2,2,2,2,2,1,3
22,2,2,2,2,2,2,2,1,3
23,1,3,3,3,3,3,3,3,5
24,0,3,3,3,3,3,3,3,5
25,0,0,3,3,3,3,3,3,2
26,0,3,3,3,3,3,3,3,5
27,1,1,2,2,1,1,2,2,6
28,1,1,1,1,1,1,1,2,6
29,1,1,1,1,1,1,1,2,7
30,2,1,1,1,1,7,7,2,7
31,0,0,0,0,0,7,7,3,0
32,0,0,0,0,0,7,7,3,0
33,2,2,2,2,2,2,2,1,6
34,1,1,1,1,1,1,1,2,7
35,1,1,4,4,4,4,4,2,7
36,1,1,1,1,1,1,8,2,4
37,1,1,1,1,1,1,1,2,7
38,1,3,3,3,3,3,1,2,0
39,1,1,1,1,1,1,1,2,7
40,2,2,2,5,5,7,7,3,8
41,2,2,2,5,5,7,7,3,8
42,2,2,2,5,5,7,7,3,8
43,1,3,3,3,3,3,3,3,5
44,1,1,1,1,1,1,1,2,7
45,1,1,1,1,1,1,1,2,7
46,1,1,1,1,1,1,1,2,7
47,1,1,1,1,1,1,8,2,4
48,1,1,1,1,1,1,1,2,6
49,1,1,1,1,1,1,1,2,7
50,2,3,3,3,3,3,3,3,5
51,1,1,1,1,1,1,1,2,7
52,1,1,2,2,1,1,1,1,6
53,1,1,1,1,1,1,1,2,6
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.08713404897896157,0.09889667919859096,0.11817276124360242,0.1257269017509915,0.12519301184077242,0.12829175575096222,0.11891902507619802,0.138814677058932,0.08979108759220099
NMI,0.42690044675158517,0.50710926223907971,0.61385631437278287,0.68860143768884585,0.64498655265731331,0.67882896637200418,0.64998808004728958,1.0,0.61333992575204654
