,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,2,3,3,3,3,3,3,3,3,3,3,1,
1,1,1,4,4,6,6,6,6,10,10,10,3,
2,2,3,3,3,3,3,3,3,3,3,3,1,
3,2,3,3,3,3,3,3,3,3,11,11,1,
4,2,3,3,3,3,7,3,3,3,3,3,1,
5,0,0,0,0,0,0,0,0,9,9,12,3,
6,0,0,0,5,5,5,5,5,5,5,12,3,
7,0,1,4,1,1,1,1,1,1,1,9,2,
8,1,1,4,1,1,1,1,1,1,1,9,2,
9,99,99,99,99,99,99,99,99,99,99,99,99,
10,1,1,1,1,3,3,3,3,3,3,1,2,
11,1,1,4,1,1,1,1,1,1,1,1,2,
12,1,1,1,1,3,3,3,3,3,3,1,1,
13,0,2,2,4,2,2,2,6,9,9,9,3,
14,2,2,2,2,2,2,2,2,2,2,2,3,
15,2,2,2,2,2,2,2,2,2,2,2,3,
16,2,2,2,2,2,2,2,2,9,9,2,3,
17,2,2,2,2,2,2,2,2,2,2,2,3,
18,2,2,2,2,2,2,2,2,2,2,2,3,
19,2,2,2,2,2,2,2,2,2,2,2,3,
20,0,2,4,4,6,7,7,7,7,7,7,3,
21,2,2,2,2,2,2,2,2,2,2,2,3,
22,2,2,2,2,2,2,2,2,2,2,2,3,
23,2,2,2,2,4,4,8,8,8,8,8,3,
24,2,3,3,3,3,3,3,3,3,11,11,1,
25,1,1,4,1,1,1,1,1,1,1,9,2,
26,2,2,2,2,6,6,6,6,10,10,10,3,
27,1,1,1,1,1,1,1,1,1,6,6,2,
28,1,3,1,5,5,5,5,5,5,5,5,1,
29,1,1,1,5,5,5,5,5,5,5,5,2,
30,0,0,0,5,5,5,5,5,5,5,5,3,
31,0,0,4,4,6,7,7,7,7,7,7,1,
32,0,0,0,0,6,6,0,9,6,6,6,3,
33,2,3,4,3,6,7,7,7,7,7,7,1,
34,1,1,1,1,1,1,1,1,1,1,9,2,
35,2,3,3,3,3,3,3,3,3,3,3,1,
36,1,1,4,1,1,1,1,1,1,1,9,2,
37,2,3,3,3,3,3,3,3,3,3,1,1,
38,0,3,0,5,5,5,5,5,5,5,5,1,
39,0,0,4,4,6,7,7,7,7,7,7,1,
40,0,0,3,4,4,4,4,4,4,4,4,2,
41,1,1,1,1,4,1,1,1,1,4,1,2,
42,0,0,3,4,4,4,4,4,4,4,4,2,
43,1,1,1,5,5,6,6,6,10,10,10,3,
44,1,1,1,1,4,4,4,4,4,4,1,2,
45,1,1,1,1,4,4,4,4,4,4,1,2,
46,2,3,3,3,3,3,3,3,3,11,11,1,
47,0,0,0,0,0,0,8,8,8,8,8,2,
48,1,1,1,1,1,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,1,1,1,1,1,2,
50,1,3,3,5,5,5,5,5,5,5,5,1,
51,1,1,1,1,1,1,1,1,1,1,1,2,
52,2,3,3,3,3,7,7,7,7,7,7,1,
53,1,1,1,1,3,1,3,3,3,1,1,2,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.07272936073935235,0.13491327878251846,0.09564031707258852,0.12714200110429505,0.12365703766909412,0.12157695687729604,0.12392815306672343,0.12175467498783367,0.11567617616871496,0.10152298035027339,0.09128299950063483,0.15043217984172452,
NMI,0.2751048704690201,0.59484691607232465,0.40201931912878941,0.52513708360086031,0.48648798336977628,0.5426169129282219,0.54316356495581786,0.53750149206782261,0.53274750741549615,0.52411855705632504,0.47517360906941164,1.0,
Silhoutte,0.09794469,0.16080474,0.1314453,0.15951119,0.13487244,0.15250733,0.14771347,0.15179954,0.15479511,0.13386303,0.18882614,0.1144767,
