,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,2,2,2,5,5,5,0,0
1,1,3,4,3,3,3,0,1
2,2,2,4,4,5,5,0,2
3,1,1,1,1,1,1,0,3
4,2,2,2,5,5,5,0,0
5,0,3,3,5,3,3,0,4
6,1,3,4,3,3,3,0,1
7,0,0,0,0,0,7,0,4
8,1,1,1,1,1,7,0,4
9,1,1,4,4,4,4,0,0
10,0,3,3,3,4,4,0,0
11,1,3,3,3,3,3,0,5
12,0,3,3,3,3,3,0,5
13,1,1,4,4,4,4,0,5
14,2,2,2,2,2,2,1,6
15,2,2,2,2,2,2,1,6
16,0,0,0,0,6,6,1,4
17,2,2,2,2,2,2,1,6
18,2,2,2,2,2,2,1,6
19,2,2,2,2,2,2,1,6
20,2,2,2,2,2,2,1,6
21,2,2,2,2,2,2,1,6
22,1,1,1,1,1,1,1,3
23,0,3,3,4,4,4,0,0
24,0,3,3,3,6,6,0,5
25,1,1,1,1,1,1,2,3
26,2,2,2,2,2,2,1,6
27,1,1,1,1,1,1,2,3
28,1,1,1,1,1,1,2,3
29,1,1,1,1,1,1,2,3
30,0,0,4,4,4,4,0,2
31,1,1,1,1,1,1,2,3
32,1,1,4,4,4,4,0,2
33,1,1,1,1,1,1,2,3
34,1,1,1,1,1,1,2,3
35,1,1,1,1,1,1,2,3
36,1,1,1,1,1,1,2,3
37,1,1,1,1,1,1,2,3
38,1,1,1,1,1,1,2,3
39,1,1,1,1,1,1,2,3
40,1,1,1,1,1,1,2,3
41,1,3,3,5,5,5,2,4
42,1,1,1,1,1,1,2,3
43,99,99,99,99,99,99,99,99
44,1,1,1,1,1,1,2,3
45,1,1,1,1,1,1,2,3
46,1,1,1,1,1,1,2,3
47,99,99,99,99,99,99,99,99
48,1,1,1,1,1,1,2,3
49,1,1,1,1,1,1,2,3
50,1,1,1,1,1,1,2,4
51,1,1,1,1,1,1,2,3
52,1,1,1,1,1,1,2,5
53,1,1,1,1,1,1,2,3
54,99,99,99,99,99,99,99,99
55,1,1,1,1,1,1,2,4
Modularity,0.07927402999006607,0.09274943471547298,0.09937255019443483,0.10741276938189387,0.10577353007286895,0.1083144627475789,0.12879584113501386,0.09226628814744925
NMI,0.44350993014371604,0.45162741399359385,0.55434433772426084,0.61677775755050979,0.60614281126032155,0.63845164662222598,1.0,0.53723596110929916
