,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,2,4,3,3,3,3,3,0,0
1,1,1,1,1,1,7,7,7,1,0
2,0,3,3,3,3,3,3,3,0,1
3,2,2,2,2,6,2,2,2,1,2
4,0,3,3,3,3,3,3,3,0,0
5,2,3,3,3,3,3,3,6,1,1
6,0,0,0,0,6,7,7,7,1,0
7,1,3,3,5,5,5,5,5,3,3
8,1,3,3,5,5,5,5,5,3,3
9,2,3,4,4,4,4,4,4,2,4
10,2,3,3,3,3,3,3,6,1,1
11,2,2,2,2,2,2,2,6,1,5
12,2,3,3,2,2,2,2,6,1,1
13,2,3,4,2,6,6,6,9,1,1
14,2,2,2,2,6,6,6,2,1,1
15,2,2,2,2,2,2,2,2,1,1
16,2,2,2,2,2,2,2,6,1,5
17,2,2,2,2,2,2,2,2,1,1
18,2,2,2,2,2,2,2,2,1,1
19,2,2,2,2,2,2,2,2,1,5
20,2,2,2,2,2,2,2,2,1,5
21,2,2,2,2,2,2,2,6,1,1
22,2,2,2,2,2,2,2,2,1,5
23,0,3,3,5,6,5,6,9,3,0
24,1,1,1,1,1,1,1,1,4,2
25,1,1,1,1,1,6,1,1,4,2
26,2,2,4,2,6,6,6,2,1,1
27,1,1,1,1,1,1,1,1,4,2
28,1,1,1,1,1,1,1,1,4,2
29,1,1,1,1,1,1,1,1,4,2
30,1,1,4,4,4,4,4,4,2,4
31,1,1,4,4,4,4,4,4,2,4
32,1,1,4,4,4,4,4,4,2,4
33,1,1,4,4,4,4,4,4,2,4
34,1,1,1,1,1,1,1,1,4,6
35,0,3,3,3,3,3,3,3,0,0
36,1,1,1,5,5,5,5,5,3,3
37,1,1,1,5,5,5,5,5,3,3
38,2,1,1,1,1,1,1,1,4,6
39,1,1,1,1,1,1,1,1,4,2
40,2,1,1,1,1,1,8,8,4,6
41,2,3,3,1,1,1,8,8,4,6
42,1,1,1,1,1,1,1,1,4,2
43,1,1,1,1,1,1,1,1,4,2
44,1,1,1,1,1,1,1,1,4,2
45,1,1,1,1,1,1,1,1,4,6
46,1,1,1,1,1,1,1,1,4,2
47,1,1,1,1,1,1,1,1,4,2
48,1,1,1,1,1,1,1,1,4,2
49,1,1,1,1,1,1,1,1,4,2
50,1,1,1,1,1,1,1,1,4,2
51,1,1,1,1,1,1,1,1,4,2
52,1,1,1,1,1,1,1,1,4,2
53,1,1,1,1,1,1,1,1,4,2
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.07676756878765596,0.09235532136928089,0.09248615643289651,0.10835148137643628,0.10264276589023345,0.10620629601865371,0.09753087803573181,0.08830109490271261,0.11674645609272546,0.0710232216366644
NMI,0.43091750365555304,0.45648098629643635,0.57813895239708324,0.85947543417042216,0.79624788905379706,0.82464126460436271,0.80238518498116529,0.83561007253533071,1.0,0.71644105089215793
