,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,2,2,2,2,2,2,2,2,2,2,1,
1,2,2,4,4,5,7,7,7,7,5,1,
2,2,2,2,2,2,2,2,2,2,2,1,
3,2,3,3,5,6,6,6,6,6,6,0,
4,2,2,2,2,2,2,2,2,2,2,1,
5,2,2,4,4,0,0,0,0,0,0,1,
6,1,1,4,4,5,7,7,7,7,5,1,
7,0,0,4,4,5,7,7,9,9,9,1,
8,0,0,4,4,0,4,4,9,9,9,1,
9,2,3,3,5,6,6,6,6,6,6,0,
10,0,3,3,5,5,7,7,7,7,5,1,
11,2,2,2,2,2,2,8,8,8,8,1,
12,0,1,4,5,5,7,7,7,7,5,1,
13,2,2,3,5,6,6,6,6,6,6,0,
14,2,2,4,4,6,4,4,4,4,4,0,
15,2,2,4,4,6,4,4,4,4,4,0,
16,0,3,4,3,4,5,5,5,5,7,6,
17,2,2,4,4,4,4,4,4,4,4,0,
18,2,2,4,4,4,4,4,4,4,4,0,
19,0,0,0,0,0,0,0,0,10,10,6,
20,0,2,4,5,5,4,8,8,8,11,0,
21,1,1,2,3,2,7,7,7,7,8,1,
22,99,99,99,99,99,99,99,99,99,99,99,
23,2,3,3,5,6,6,6,6,6,6,0,
24,0,3,3,5,6,6,6,6,10,10,0,
25,1,3,3,5,1,6,6,6,10,10,6,
26,2,2,4,4,4,4,4,4,4,4,0,
27,99,99,99,99,99,99,99,99,99,99,99,
28,1,1,1,1,1,1,1,1,1,1,6,
29,1,1,1,1,1,1,1,1,1,1,6,
30,1,3,3,3,3,3,3,3,3,3,7,
31,0,3,3,3,3,3,3,3,3,3,7,
32,0,3,3,3,3,3,3,3,3,3,7,
33,1,3,3,3,3,3,3,3,3,3,7,
34,1,1,1,1,6,7,8,8,8,11,6,
35,2,2,2,2,2,2,2,2,2,2,1,
36,99,99,99,99,99,99,99,99,99,99,99,
37,99,99,99,99,99,99,99,99,99,99,99,
38,1,1,1,1,1,5,5,5,5,7,6,
39,1,1,1,1,1,5,5,5,5,7,6,
40,1,1,1,1,1,1,1,1,1,1,6,
41,1,1,1,1,1,1,1,1,1,1,6,
42,99,99,99,99,99,99,99,99,99,99,99,
43,1,1,1,1,1,1,1,1,1,1,6,
44,1,1,1,1,1,5,5,1,1,1,6,
45,99,99,99,99,99,99,99,99,99,99,99,
46,0,0,2,2,4,5,5,5,5,7,6,
47,99,99,99,99,99,99,99,99,99,99,99,
48,0,1,4,3,4,5,5,5,5,7,6,
49,1,3,3,1,1,1,3,3,10,11,6,
50,1,1,1,1,1,1,1,1,1,10,6,
51,1,1,1,1,1,1,1,1,1,1,6,
52,0,0,0,0,0,0,8,8,8,8,1,
53,1,1,1,1,1,1,1,1,1,1,6,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.13222052354750424,0.1437736534547238,0.1881906186846103,0.16810033509824726,0.16515643266553265,0.17753266798015446,0.1733210055811802,0.17557335506265753,0.1680844989737899,0.15076602794003324,0.23090803533856427,
NMI,0.35714238950169114,0.39133213220436247,0.41683196211648138,0.50376034980854834,0.6607270411931605,0.65615084123001088,0.59901505000201771,0.62278316017736146,0.66639294830347973,0.68000597519191219,1.0,
Silhoutte,0.15260834,0.16181183,0.22038332,0.22954526,0.25747227,0.29968223,0.30878643,0.35650533,0.35543637,0.34526068,0.22957916,
