,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,1,1,1,6,6,6,6,1,0
1,1,1,1,1,1,6,8,8,0,1
2,2,2,2,2,2,2,2,2,0,2
3,2,1,4,4,4,4,4,4,1,3
4,0,1,1,5,6,6,6,6,1,0
5,2,2,2,2,2,2,2,2,0,2
6,1,0,1,1,1,1,8,8,0,1
7,2,3,3,3,3,5,3,3,2,2
8,2,2,2,5,5,5,2,2,0,2
9,2,1,4,4,4,4,4,4,1,3
10,0,1,1,1,6,6,6,6,1,0
11,2,2,2,2,2,2,2,2,0,2
12,1,3,3,3,3,3,3,3,2,4
13,2,3,3,3,3,3,3,3,2,4
14,2,2,2,2,2,2,2,2,0,2
15,2,3,3,3,3,3,3,9,1,4
16,2,2,2,2,2,2,2,2,0,2
17,2,2,2,2,2,2,2,2,0,2
18,2,2,2,2,2,2,2,2,0,2
19,2,1,4,4,4,4,4,4,1,3
20,2,3,3,3,3,3,3,3,1,2
21,2,2,2,2,6,6,8,8,0,2
22,2,3,4,4,4,3,3,3,1,2
23,1,3,3,3,3,3,3,3,2,4
24,1,3,3,3,3,3,3,3,2,4
25,2,3,3,2,3,3,3,2,0,2
26,0,3,3,5,5,5,3,9,3,5
27,1,1,1,1,1,1,1,1,3,6
28,2,2,4,4,4,4,4,4,1,2
29,1,1,1,1,1,1,1,1,3,6
30,2,2,4,4,4,4,4,4,1,3
31,2,2,4,4,4,4,4,4,1,3
32,2,2,4,4,4,4,4,4,1,3
33,1,2,4,4,4,4,4,4,1,3
34,1,1,1,5,5,5,5,5,3,7
35,1,1,1,1,1,1,1,1,3,6
36,0,0,0,5,5,5,5,5,3,7
37,1,1,1,1,1,1,1,1,3,7
38,1,1,1,1,1,1,1,0,3,7
39,2,1,1,1,1,1,1,1,3,7
40,2,1,3,3,3,7,7,7,3,7
41,1,1,1,1,1,7,7,7,3,7
42,2,1,1,1,1,7,7,7,3,7
43,1,3,1,1,1,3,3,9,3,6
44,1,1,1,1,1,1,1,1,3,6
45,1,3,2,5,5,5,6,9,3,5
46,1,3,3,3,3,3,3,3,2,4
47,2,2,2,2,2,2,2,2,0,2
48,1,1,1,1,1,1,1,1,3,6
49,1,1,1,1,1,1,1,1,3,6
50,1,3,1,1,1,1,1,1,3,6
51,1,3,3,3,3,3,3,3,2,4
52,1,3,3,3,3,3,3,3,2,4
53,1,1,1,1,1,1,1,1,3,6
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.07689531546565714,0.10496338956689444,0.10860459724256327,0.11051210367217551,0.11513967263957246,0.10918036703039505,0.12255028466212392,0.12212744238777454,0.15155941955037164,0.11552622945351232
NMI,0.22391963253166489,0.38531131427926474,0.54731852829209771,0.59981828207239352,0.61415640861344434,0.55801422193234107,0.63496433940796371,0.7214709198372683,1.0,0.68079248909132273
