,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,1,1,1,1,1,1,1,1,1,1,0,
1,0,0,0,0,0,0,3,6,10,11,2,
2,2,2,2,5,5,5,5,5,5,5,1,
3,2,2,2,2,2,2,2,2,2,2,1,
4,0,0,0,0,0,0,0,9,9,10,1,
5,2,2,2,2,1,2,2,2,2,1,1,
6,0,0,0,0,0,7,7,7,10,11,2,
7,0,3,4,4,4,4,4,4,4,4,3,
8,2,2,2,2,2,2,7,7,7,7,1,
9,1,1,1,1,1,1,1,1,1,1,0,
10,2,2,2,2,2,2,2,2,2,2,1,
11,1,1,1,1,1,1,1,1,1,1,0,
12,2,2,2,2,2,2,2,2,2,2,1,
13,1,1,1,1,1,1,1,1,1,1,0,
14,2,2,2,2,2,2,2,9,9,9,1,
15,0,0,3,4,6,6,6,6,6,6,3,
16,0,0,4,4,4,4,8,4,4,4,3,
17,0,0,3,3,6,3,8,9,9,9,1,
18,1,1,1,1,1,1,1,1,1,1,0,
19,0,0,0,2,2,7,7,7,7,7,2,
20,2,2,2,5,5,5,5,5,5,5,1,
21,1,1,1,1,1,1,1,1,1,1,0,
22,2,2,2,5,5,5,5,5,5,5,1,
23,0,0,4,4,4,4,4,4,4,4,3,
24,0,0,4,4,4,4,8,4,4,4,3,
25,2,2,2,2,2,2,2,2,2,2,1,
26,0,0,2,3,6,6,6,6,6,6,3,
27,0,3,3,2,2,7,7,7,7,7,2,
28,2,2,2,5,5,5,2,2,2,2,1,
29,0,3,3,3,3,7,7,7,7,7,2,
30,2,2,2,2,2,2,2,2,2,2,1,
31,2,2,2,5,5,5,5,5,5,5,1,
32,2,2,2,5,5,5,5,5,5,5,1,
33,2,2,4,2,2,2,2,2,2,2,1,
34,2,3,3,3,3,3,3,3,3,3,2,
35,1,1,1,1,1,1,1,1,1,1,0,
36,1,3,3,3,3,3,3,3,8,8,2,
37,0,0,0,0,0,0,0,0,10,10,2,
38,0,0,0,0,0,0,0,0,10,10,2,
39,2,3,4,4,4,4,8,8,4,4,2,
40,2,3,3,3,3,3,3,3,3,3,2,
41,0,0,3,0,0,3,8,8,8,8,2,
42,2,3,3,3,3,3,3,3,3,3,2,
43,0,3,3,3,3,7,3,3,3,3,2,
44,2,3,3,3,3,3,3,3,3,3,2,
45,0,0,0,0,6,6,6,6,6,6,3,
46,0,0,4,4,4,4,8,4,4,4,3,
47,0,0,3,3,3,0,3,0,0,11,2,
48,0,3,3,3,3,3,4,8,8,8,2,
49,0,3,4,4,4,4,4,4,4,4,3,
50,2,3,3,3,3,3,3,3,4,3,2,
51,0,0,0,0,0,0,0,0,8,9,3,
52,1,1,1,1,1,1,1,1,1,1,0,
53,2,3,4,4,3,3,6,6,6,6,3,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.12180338537581628,0.17256381422121198,0.15953262514421426,0.1514503803390095,0.16661762859443516,0.15548901099738188,0.1506421837557997,0.1488097764290513,0.1525597578370312,0.1562022391756519,0.19416805838374435,
NMI,0.49129222172636877,0.66658046724235864,0.61402900157716367,0.60062121723576523,0.58082406971691403,0.64931022976154873,0.62597353061459238,0.69348057712324707,0.66817176579106552,0.63206609083392828,1.0,
Silhoutte,0.05210937,0.12061908,0.11956455,0.13424076,0.16934161,0.18586598,0.1802933,0.18582319,0.20462165,0.21268483,0.11274469,
