,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10
0,1,3,3,5,3,7,7,5,5
1,0,0,4,5,5,5,7,9,9
2,2,3,3,5,5,5,3,8,8
3,2,3,3,3,3,3,3,3,3
4,0,0,0,5,5,5,7,5,5
5,0,0,0,0,0,0,0,0,0
6,2,2,2,2,2,2,2,2,2
7,2,3,3,3,3,3,3,3,3
8,1,1,1,1,1,1,1,1,1
9,2,3,3,3,3,3,3,3,3
10,2,3,3,3,3,7,3,3,3
11,1,1,1,1,1,7,8,7,1
12,2,3,3,3,3,3,3,3,3
13,0,0,0,0,6,7,6,6,9
14,0,2,2,5,6,6,6,6,6
15,1,1,1,1,6,6,6,6,6
16,2,1,1,1,1,1,1,1,1
17,1,1,1,1,6,6,6,6,6
18,1,1,1,1,6,6,6,6,6
19,1,1,1,1,6,6,6,6,6
20,0,2,4,4,4,4,4,4,4
21,1,1,1,1,6,6,6,6,6
22,1,1,1,1,6,6,6,6,6
23,2,3,3,3,3,7,3,3,3
24,2,3,3,5,3,3,3,3,3
25,1,1,1,4,4,7,8,7,10
26,2,2,2,2,2,2,2,2,2
27,1,1,1,1,1,1,1,1,1
28,2,2,2,2,2,2,2,2,2
29,2,2,2,2,2,2,2,2,2
30,2,2,2,2,2,2,2,2,2
31,0,0,4,4,4,4,4,4,4
32,2,2,1,2,1,1,1,1,1
33,0,0,4,4,4,4,4,4,4
34,0,3,4,3,5,5,5,8,3
35,2,3,4,5,5,5,7,5,5
36,1,1,1,1,1,1,1,1,1
37,1,1,1,1,1,3,3,1,1
38,2,2,2,2,2,2,2,2,2
39,2,2,2,2,2,2,2,2,2
40,1,3,3,5,5,5,5,8,8
41,1,1,1,1,1,1,1,1,1
42,1,3,3,5,5,5,5,8,8
43,2,2,2,2,2,2,2,2,2
44,1,1,1,1,1,1,1,1,1
45,1,1,1,1,1,1,1,1,1
46,2,3,3,3,3,3,3,3,3
47,0,0,0,4,4,4,8,7,10
48,1,1,1,1,1,1,1,1,1
49,1,1,1,1,1,1,1,1,1
50,2,2,2,2,2,2,2,2,2
51,1,1,1,1,1,1,1,1,1
52,1,1,4,4,4,4,4,4,4
53,1,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
