,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,0,3,3,5,5,5,5,5,5,5
1,2,2,2,2,2,2,2,2,2,2
2,2,2,2,5,5,5,5,5,5,5
3,2,2,4,2,2,7,7,7,7,7
4,0,3,3,5,5,5,5,5,5,5
5,2,2,2,5,5,5,5,5,5,5
6,2,2,2,2,2,2,2,2,2,2
7,2,2,2,2,2,2,2,2,2,2
8,0,1,1,2,6,1,1,9,9,9
9,0,0,4,4,4,4,8,8,8,8
10,2,2,2,2,2,7,7,8,8,8
11,2,2,2,2,2,2,2,2,2,2
12,2,2,2,2,2,2,2,2,2,2
13,2,2,2,2,2,7,7,7,7,7
14,1,3,3,3,3,3,3,3,3,1
15,1,3,3,3,3,3,3,3,3,1
16,2,3,3,3,3,3,3,3,3,1
17,1,3,3,3,3,3,3,3,3,1
18,1,3,3,3,3,3,3,3,3,1
19,1,3,3,3,3,3,3,3,3,1
20,1,3,3,3,3,3,3,3,3,1
21,2,2,2,3,3,3,3,3,3,2
22,1,3,3,3,3,3,3,3,3,1
23,2,2,2,2,2,7,7,8,8,7
24,0,0,0,0,0,7,7,8,8,8
25,1,3,3,3,3,3,3,3,3,1
26,0,0,0,0,6,7,8,7,7,7
27,1,1,1,1,1,1,1,1,1,3
28,1,1,1,1,1,4,4,4,4,4
29,1,1,1,1,1,1,1,1,1,3
30,2,2,4,4,4,4,4,4,4,4
31,0,0,4,4,4,4,4,4,4,4
32,0,0,4,4,4,4,4,4,4,4
33,2,2,4,4,4,4,4,4,4,4
34,0,0,0,0,0,0,8,9,10,10
35,1,3,3,5,5,5,5,5,5,5
36,1,1,1,1,6,1,1,9,9,9
37,1,1,1,1,1,1,1,1,1,3
38,1,1,1,1,1,1,8,1,10,10
39,1,1,1,1,6,1,1,9,9,9
40,2,2,2,2,6,6,6,6,6,6
41,2,2,2,2,6,6,6,6,6,6
42,2,2,2,2,6,6,6,6,6,6
43,2,2,2,2,6,6,6,6,6,6
44,1,1,1,1,1,1,1,1,1,3
45,1,1,1,1,1,1,1,9,9,9
46,1,1,1,1,1,1,1,1,1,3
47,1,1,1,1,1,1,1,9,1,9
48,1,1,1,1,1,1,1,1,1,3
49,1,1,1,1,1,1,1,1,10,10
50,1,1,1,1,1,1,1,1,10,10
51,1,1,1,1,1,7,7,7,7,7
52,2,2,2,5,5,5,5,5,10,11
53,1,1,1,1,1,1,1,1,1,3
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
