,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,0,3,4,4,4,4,0,0
1,1,1,1,5,5,6,1,1
2,0,3,4,4,4,4,0,0
3,2,2,2,2,2,2,1,2
4,0,3,4,4,4,4,0,0
5,2,2,2,2,2,2,1,2
6,0,1,1,5,5,6,1,1
7,1,1,1,5,5,6,1,1
8,2,2,2,2,2,1,2,3
9,1,3,4,5,6,7,1,4
10,1,3,4,5,6,7,1,4
11,1,3,4,5,6,7,1,4
12,2,2,2,2,2,2,1,2
13,2,3,4,4,6,7,1,4
14,2,2,2,2,6,7,1,2
15,2,2,2,2,2,2,1,2
16,2,2,2,2,2,2,1,2
17,2,2,2,2,2,2,1,2
18,2,2,2,2,2,2,1,2
19,2,2,2,2,2,2,1,2
20,2,2,2,2,2,2,1,2
21,2,2,2,2,2,2,1,2
22,2,2,2,2,2,2,1,2
23,1,3,3,3,3,3,3,3
24,0,3,3,3,3,3,3,5
25,1,1,1,1,1,3,2,6
26,0,3,3,3,3,3,3,5
27,1,1,1,1,1,1,2,7
28,1,1,1,1,1,1,2,7
29,1,1,1,1,1,1,2,7
30,2,1,1,1,1,1,1,3
31,0,3,3,3,3,5,1,6
32,0,3,3,3,3,5,1,6
33,2,2,2,2,2,2,1,2
34,1,1,1,1,1,1,2,3
35,1,1,4,4,1,1,2,3
36,1,1,1,1,1,1,2,3
37,1,1,1,1,1,1,2,3
38,2,2,2,2,0,0,3,6
39,1,1,1,1,1,1,2,3
40,2,2,3,5,5,5,3,8
41,2,3,3,5,5,5,3,8
42,2,2,2,5,5,5,3,8
43,2,3,3,3,3,3,3,5
44,1,1,1,1,1,1,2,7
45,1,1,1,1,1,1,2,7
46,1,1,1,1,1,1,2,7
47,1,1,1,1,1,1,2,3
48,1,1,1,1,1,1,2,7
49,1,1,1,1,1,1,2,7
50,2,3,3,3,3,3,3,5
51,1,1,1,1,1,1,2,7
52,1,1,1,1,1,1,2,7
53,1,1,1,1,1,1,2,7
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
Modularity,0.06773081695603173,0.09508462823646824,0.10318466029107465,0.12027475836070262,0.12744979705842002,0.1305161077497855,0.14667422719508016,0.10046865223184843
NMI,0.38499974124312669,0.43164268115002585,0.47257139908187301,0.53209811953453534,0.63605055832143076,0.69037346348210626,1.0,0.64355170511922921
