,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,0,0,4,4,6,6,6,6,10,6,2,
1,0,0,0,5,5,5,5,5,5,5,0,
2,1,1,1,1,1,1,7,7,7,7,1,
3,1,1,1,1,1,7,1,1,1,1,1,
4,1,3,4,4,6,6,6,2,10,6,2,
5,1,3,3,3,6,6,2,2,10,11,2,
6,0,0,0,5,5,5,5,5,5,5,0,
7,1,1,1,5,5,7,5,5,5,5,0,
8,2,2,2,2,6,2,2,2,2,11,3,
9,1,1,1,1,1,7,1,1,1,1,1,
10,1,1,1,1,1,7,1,1,1,1,1,
11,2,2,2,2,6,2,2,2,2,11,3,
12,1,3,3,3,6,6,3,8,10,10,2,
13,1,1,1,1,1,7,1,1,1,1,1,
14,1,1,1,1,1,7,1,1,1,1,1,
15,2,3,3,3,3,3,3,3,3,3,2,
16,0,3,3,3,3,3,3,3,10,10,2,
17,1,3,3,3,6,3,3,2,10,10,2,
18,2,3,3,3,3,3,3,3,3,3,2,
19,2,3,3,3,3,3,3,3,3,10,2,
20,1,3,3,3,3,3,3,3,3,3,2,
21,0,0,3,5,5,5,5,5,5,5,0,
22,1,1,4,4,3,3,4,4,4,4,2,
23,1,1,1,1,5,7,1,1,1,1,1,
24,1,1,4,4,4,4,4,4,4,4,4,
25,1,1,1,1,1,1,7,7,7,7,1,
26,0,0,4,4,4,4,4,4,4,4,4,
27,0,2,2,5,5,2,7,7,7,10,3,
28,2,2,2,2,6,2,2,2,2,11,3,
29,2,2,2,2,6,2,2,2,2,11,3,
30,1,1,1,1,1,1,7,7,7,7,1,
31,0,1,1,1,1,1,7,7,7,7,1,
32,1,1,1,1,1,1,7,7,7,7,1,
33,1,1,1,1,1,1,7,7,7,7,1,
34,0,0,0,0,0,0,0,0,6,0,3,
35,2,2,2,2,6,2,2,2,2,11,3,
36,2,2,2,2,2,2,8,8,2,11,3,
37,2,2,2,2,2,6,6,6,6,2,3,
38,2,2,3,3,2,6,6,6,6,2,3,
39,2,2,2,2,2,2,8,8,10,11,3,
40,0,0,0,0,5,7,8,8,8,8,3,
41,1,0,0,0,0,7,8,8,8,8,3,
42,1,1,1,1,1,7,8,8,8,8,3,
43,2,3,4,4,4,4,4,9,9,9,4,
44,2,2,2,2,2,2,6,6,6,2,3,
45,0,0,4,4,4,4,4,4,4,4,4,
46,2,2,4,4,2,7,6,6,6,2,3,
47,2,2,2,2,2,2,6,9,2,11,3,
48,2,2,4,4,4,4,4,4,4,4,4,
49,2,2,2,2,2,2,6,6,6,2,3,
50,2,2,2,2,2,6,6,6,6,2,3,
51,1,1,1,5,5,7,1,1,1,1,4,
52,2,3,3,3,3,5,6,9,9,9,3,
53,2,3,3,3,3,5,3,9,9,9,4,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.08690032617699087,0.12583880986187418,0.12845910270136435,0.12439140275422635,0.12293654326256528,0.11334433677871181,0.12410917628472073,0.11921738546487795,0.12724199249603557,0.12407262247838366,0.17889154061406065,
NMI,0.2704225813283484,0.50859060944989221,0.5580979313802551,0.63589494164563287,0.60486154031742079,0.62186263162220545,0.63950383590000404,0.5940615619330607,0.67990079933587466,0.66464392351621093,1.0,
Silhoutte,0.02521695,0.07395414,0.08924258,0.08542939,0.09046672,0.09599264,0.14784716,0.16501476,0.18022508,0.20746305,0.12376096,
