,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,2,2,4,4,4,4,4,0
1,1,1,1,1,1,1,2,1
2,1,1,1,4,4,4,4,1
3,1,1,1,5,5,1,2,1
4,2,2,4,4,4,4,4,0
5,1,1,1,1,1,1,2,0
6,1,1,1,1,1,1,2,1
7,1,1,1,1,1,1,2,1
8,1,1,1,1,1,2,2,1
9,0,0,4,5,5,7,2,0
10,1,1,1,1,1,1,2,1
11,99,99,99,99,99,99,99,99
12,1,1,1,1,1,1,2,1
13,1,1,1,1,1,1,2,1
14,1,1,1,1,1,1,2,1
15,1,1,1,1,1,1,2,1
16,1,1,1,1,1,1,2,1
17,1,1,1,1,1,1,2,1
18,1,1,1,1,1,1,2,1
19,1,1,1,1,1,1,2,1
20,1,1,1,1,1,1,2,1
21,1,1,1,1,1,1,2,1
22,99,99,99,99,99,99,99,99
23,0,3,4,5,5,7,2,0
24,0,3,4,5,5,7,2,0
25,0,3,4,4,6,6,2,0
26,1,1,1,1,1,1,2,1
27,2,2,2,2,2,2,7,2
28,2,2,2,2,2,2,7,2
29,2,2,2,2,2,2,7,2
30,1,3,3,3,3,3,7,3
31,0,3,3,3,3,3,7,3
32,2,3,3,3,5,5,7,3
33,0,3,3,3,3,3,7,3
34,99,99,99,99,99,99,99,99
35,0,0,4,4,4,4,4,0
36,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99
38,2,2,2,2,2,2,7,2
39,2,2,2,2,2,2,7,2
40,2,2,2,2,2,2,7,4
41,2,2,2,2,5,5,7,4
42,2,2,2,5,5,5,7,4
43,0,3,4,4,6,6,2,0
44,99,99,99,99,99,99,99,99
45,99,99,99,99,99,99,99,99
46,2,2,2,2,2,2,7,1
47,99,99,99,99,99,99,99,99
48,2,2,2,2,2,2,7,2
49,2,2,2,2,2,2,7,0
50,2,2,2,2,2,2,7,2
51,2,2,2,2,2,2,7,2
52,2,2,2,2,2,2,7,2
53,2,2,2,2,2,2,7,0
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
Modularity,0.11912327389608035,0.11920790513700052,0.13441583822656056,0.12188331249916792,0.11433277487416803,0.11685275573704171,0.13902404123574577,0.09569534317589447
NMI,0.47029773599593988,0.53238608214141914,0.67431162191621863,0.67982652583636149,0.68794551414497551,0.69284141021986023,1.0,0.45189896718287581
