,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,2,3,4,5,5,5,5,0,0
1,0,0,0,0,0,0,3,0,1
2,2,3,4,5,5,5,5,0,0
3,0,3,3,3,3,3,3,1,2
4,0,0,4,5,5,5,5,0,0
5,1,1,1,1,1,1,1,0,3
6,1,1,1,1,1,1,1,0,3
7,1,1,1,1,1,1,1,0,3
8,1,1,1,1,1,1,1,0,4
9,0,3,3,3,3,3,3,1,2
10,1,1,1,1,1,1,1,0,3
11,2,2,2,2,2,2,2,2,5
12,1,1,1,1,1,1,1,0,3
13,1,1,1,1,1,1,1,0,3
14,1,1,1,1,1,1,1,0,3
15,1,1,1,1,1,1,1,0,4
16,1,1,1,1,1,1,1,0,3
17,1,1,1,1,1,1,1,0,3
18,1,1,1,1,1,1,1,0,4
19,1,1,1,1,1,1,1,0,3
20,1,1,1,1,1,1,1,0,4
21,1,1,1,1,1,1,1,0,3
22,1,1,1,1,1,1,1,0,3
23,2,3,3,3,3,3,3,1,2
24,2,2,2,2,2,2,2,2,6
25,2,3,3,3,2,7,7,2,6
26,1,1,1,1,1,1,1,0,4
27,1,1,1,1,1,1,1,0,3
28,2,2,2,2,2,2,8,2,6
29,2,2,2,2,2,2,2,2,5
30,0,3,3,3,6,6,8,2,6
31,0,0,0,0,6,6,6,2,1
32,0,0,0,0,6,6,6,2,1
33,2,2,2,2,2,2,2,2,5
34,2,2,2,2,2,2,2,2,7
35,0,3,4,5,5,5,5,2,0
36,2,2,4,4,6,7,7,2,7
37,2,2,4,4,2,2,2,2,7
38,2,2,2,2,2,2,2,2,7
39,2,2,2,2,2,2,2,2,5
40,1,3,4,4,4,4,4,2,8
41,1,3,4,4,4,4,4,2,8
42,1,3,3,4,4,4,4,2,8
43,0,3,4,4,4,4,4,2,8
44,2,2,2,2,2,2,2,2,5
45,2,2,2,2,2,2,2,2,5
46,2,2,2,2,2,2,2,2,5
47,2,2,4,4,6,7,7,2,7
48,2,2,2,2,2,2,2,2,5
49,2,2,2,2,2,2,2,2,5
50,2,2,2,2,2,2,2,2,5
51,2,2,2,2,2,2,2,2,5
52,2,2,2,2,2,2,2,2,6
53,2,2,2,2,2,2,2,2,5
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.18211046330236064,0.22548008000269837,0.21159733472722322,0.2144221663194248,0.22086553288067076,0.2175611423931814,0.2149550272681323,0.2383703911272788,0.1484902091099252
NMI,0.35346585485654269,0.57190010515665768,0.56892576399255101,0.62062036501545825,0.70347592243093338,0.68224296325696954,0.64000877435998604,1.0,0.590557944344687
