,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9
0,0,0,3,3,6,6,6,6
1,1,3,4,4,4,0,6,8
2,0,3,4,4,4,4,4,4
3,1,1,1,1,1,1,1,1
4,1,3,3,3,6,6,6,6
5,1,1,3,3,6,6,6,9
6,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1
8,0,3,4,4,4,7,7,7
9,1,2,4,4,4,4,4,4
10,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1
14,1,3,3,3,3,3,3,3
15,1,3,3,3,3,3,3,3
16,1,3,3,3,3,3,3,3
17,1,3,3,3,3,3,3,3
18,1,3,3,3,3,3,3,3
19,1,3,3,3,3,3,3,3
20,1,3,3,3,3,3,3,3
21,1,3,3,3,3,6,6,9
22,1,3,3,3,3,3,3,3
23,1,1,1,1,1,1,1,1
24,1,1,1,1,1,1,1,1
25,2,3,3,3,3,3,3,3
26,2,3,3,3,3,3,3,3
27,1,1,1,1,1,1,1,1
28,1,1,1,1,1,1,1,1
29,2,2,2,2,2,2,2,2
30,0,3,4,4,4,4,4,4
31,0,0,4,4,4,4,4,4
32,0,0,4,5,5,5,5,9
33,2,2,2,2,2,2,2,2
34,1,1,4,4,4,4,4,4
35,1,3,3,3,6,6,8,8
36,0,3,4,4,4,7,7,7
37,2,2,2,2,2,7,2,2
38,2,2,2,2,2,2,2,2
39,2,2,2,2,2,2,2,2
40,2,2,2,5,5,5,5,5
41,2,2,2,5,5,5,5,5
42,2,2,2,5,5,5,5,5
43,2,2,2,5,5,5,5,5
44,2,2,2,2,2,2,2,2
45,2,2,2,2,2,2,2,2
46,1,1,1,1,1,1,1,1
47,1,0,0,1,1,1,1,1
48,2,2,2,2,2,2,2,2
49,2,2,2,2,2,2,2,2
50,1,1,1,1,1,1,1,1
51,2,2,4,5,5,7,7,7
52,1,1,1,1,1,1,1,1
53,0,2,0,0,6,0,8,8
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
