,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,1,1,1,1,1,1,1,1,1,0,
1,0,0,2,2,0,7,8,8,8,0,
2,1,1,1,1,1,1,1,1,1,0,
3,1,1,1,5,5,5,5,5,5,0,
4,0,0,1,1,1,1,1,1,1,0,
5,1,1,1,1,1,1,1,1,1,0,
6,0,0,2,2,1,7,8,8,8,0,
7,0,0,0,5,5,0,7,9,9,0,
8,0,0,0,0,6,6,7,9,9,2,
9,0,3,3,5,5,5,5,5,5,0,
10,1,1,1,5,5,5,5,5,5,0,
11,1,1,1,1,1,1,1,1,1,0,
12,1,1,1,5,5,5,5,5,5,0,
13,1,1,1,5,5,5,5,5,5,0,
14,2,2,4,4,4,4,4,4,4,0,
15,1,1,4,4,4,4,4,4,4,0,
16,1,1,1,4,4,4,4,4,4,0,
17,1,1,4,4,4,4,4,4,4,0,
18,1,1,4,4,4,4,4,4,4,0,
19,0,0,4,4,4,4,7,7,7,0,
20,1,1,4,4,4,4,4,4,4,0,
21,1,1,4,4,4,4,8,4,4,0,
22,1,1,4,4,4,4,4,4,4,0,
23,1,1,1,5,5,5,5,5,5,0,
24,1,1,1,5,5,5,5,5,5,0,
25,1,1,1,5,5,5,5,5,5,0,
26,1,1,1,1,1,1,8,8,8,0,
27,2,2,2,2,2,2,2,7,7,2,
28,0,3,3,3,3,3,3,3,3,1,
29,2,2,2,2,2,2,2,7,7,2,
30,2,3,3,3,3,3,3,3,3,1,
31,2,3,3,3,3,3,3,3,3,1,
32,2,3,3,3,3,3,3,3,3,1,
33,2,3,3,3,3,3,3,3,3,1,
34,2,3,3,3,3,3,3,3,3,1,
35,2,2,1,1,1,1,1,1,1,0,
36,2,2,2,2,6,6,7,2,10,2,
37,1,1,0,0,0,7,6,9,6,2,
38,2,2,2,2,6,6,2,2,10,2,
39,2,2,2,2,6,6,7,2,10,2,
40,2,2,2,2,2,2,6,6,2,2,
41,0,1,1,1,2,2,6,6,2,2,
42,2,2,2,2,2,2,6,6,2,2,
43,2,2,2,2,2,2,2,6,2,2,
44,2,2,2,2,2,2,2,6,2,2,
45,2,2,2,2,2,2,2,6,2,2,
46,2,2,2,2,6,6,2,2,10,2,
47,1,1,1,5,5,7,0,9,6,2,
48,2,2,2,2,2,2,2,2,2,2,
49,2,2,2,2,6,6,7,2,2,2,
50,2,2,2,2,6,6,2,2,10,2,
51,0,0,0,0,6,6,0,2,10,2,
52,1,1,1,1,1,1,1,1,1,0,
53,2,2,2,2,6,6,2,2,10,2,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.10137406944545277,0.1415088228321712,0.14668398942469552,0.14709871411212366,0.1516215731266342,0.15710249215799685,0.13426366786776694,0.1462593443772754,0.14981722081601906,0.19324724403181642,
NMI,0.33070178105395737,0.49612035423820044,0.53012382831741223,0.56962721171122377,0.64885324741090011,0.65747232538969047,0.62042837869253076,0.61445662878600904,0.61756729112169662,1.0,
Silhoutte,0.06218413,0.14647101,0.13937076,0.14179214,0.15304677,0.18130877,0.18105543,0.20208729,0.24059043,0.16312714,
