,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,0,4,4,4,4,4,4,4,4,4,2,0
1,0,0,4,4,4,4,8,8,8,8,8,1,1
2,0,3,4,4,4,4,4,4,4,4,4,2,0
3,0,3,3,3,3,3,3,3,3,5,3,0,2
4,2,0,4,4,4,4,4,4,4,4,4,2,0
5,2,2,2,3,6,6,6,6,6,11,11,0,2
6,1,1,4,4,4,4,8,8,8,8,8,1,1
7,1,3,4,4,4,4,8,8,8,8,8,1,1
8,0,0,0,0,6,6,6,6,6,6,6,3,3
9,0,3,3,3,3,3,3,3,3,3,3,0,2
10,0,3,3,3,3,3,3,3,3,11,3,0,2
11,0,1,3,3,6,7,7,7,7,7,7,0,2
12,0,3,3,3,6,6,6,6,6,11,11,0,2
13,2,3,3,3,3,3,3,3,3,3,3,0,2
14,2,2,2,2,2,2,2,2,2,2,2,0,2
15,2,2,2,2,2,2,2,2,2,2,2,0,4
16,1,1,1,1,1,7,7,7,10,7,12,3,5
17,2,2,2,2,2,2,2,2,2,2,2,0,4
18,2,2,2,2,2,2,2,2,2,2,2,0,4
19,2,2,2,2,2,2,2,2,2,2,2,0,4
20,2,2,2,2,2,2,2,2,2,2,2,0,4
21,2,2,2,2,2,2,2,2,2,2,2,0,2
22,2,2,2,2,2,2,2,2,2,2,2,0,4
23,0,3,3,3,3,3,3,3,3,3,3,0,2
24,2,3,3,3,3,3,3,3,3,3,3,0,2
25,0,3,3,5,5,5,5,5,5,5,5,0,2
26,2,2,2,3,3,3,3,3,3,3,12,0,2
27,1,1,1,5,5,5,5,9,9,9,9,3,6
28,1,1,1,1,1,1,1,1,1,1,1,3,5
29,1,1,1,1,1,1,1,1,1,1,1,3,5
30,0,0,0,5,5,5,5,9,9,9,9,3,6
31,1,1,1,5,1,1,1,1,1,1,1,3,5
32,0,3,3,5,5,5,5,5,5,5,5,1,6
33,0,3,4,5,5,5,5,5,5,5,5,1,6
34,1,1,1,5,5,5,5,1,1,1,1,3,6
35,1,3,4,4,4,4,4,4,4,4,4,2,0
36,1,1,1,1,6,6,6,6,6,6,6,3,3
37,1,1,1,1,1,1,1,6,10,10,10,3,3
38,1,3,3,1,1,1,1,1,1,6,6,3,3
39,1,1,1,1,1,7,7,7,1,1,1,3,5
40,1,0,0,0,1,1,0,9,9,9,9,3,3
41,1,1,1,1,1,1,1,1,1,1,1,3,5
42,1,1,1,1,1,1,1,1,1,1,1,3,5
43,0,3,3,3,3,3,3,3,3,3,12,0,2
44,1,1,1,1,1,1,1,1,1,1,1,3,5
45,2,0,0,0,0,7,7,7,7,7,7,0,2
46,1,1,1,1,1,1,1,1,1,1,1,3,5
47,1,1,1,1,6,6,6,6,10,10,10,3,3
48,1,1,1,1,1,1,1,1,1,1,1,3,5
49,1,1,1,1,1,1,1,1,1,1,1,3,5
50,1,1,1,1,1,1,1,1,1,1,1,3,5
51,1,1,1,1,1,1,1,1,1,1,1,3,5
52,1,1,1,1,1,1,1,1,1,1,1,3,3
53,1,1,1,1,1,1,1,1,1,1,1,3,5
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.1656504740171956,0.16229512665478613,0.17830374744167363,0.1870761738275234,0.182330627138427,0.17295778142295948,0.17053726775655353,0.17212800829423383,0.17423245931296474,0.1648555642161529,0.16229335717790874,0.2179198422661669,0.1708940146679901
NMI,0.48787027735159094,0.43226654835754125,0.66779730403479809,0.64827421705844113,0.60914820123142555,0.56901165432454115,0.60469143113883839,0.64571949077064295,0.68493515396745575,0.66638170588623202,0.66870377718813812,1.0,0.75504554168101135
