,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,0,0,4,4,4,4,4,4,4,4,4,2,
1,0,0,4,4,4,4,8,8,8,8,8,1,
2,0,3,4,4,4,4,4,4,4,4,4,2,
3,0,3,3,3,3,3,3,3,3,5,3,0,
4,2,0,4,4,4,4,4,4,4,4,4,2,
5,2,2,2,3,6,6,6,6,6,11,11,0,
6,1,1,4,4,4,4,8,8,8,8,8,1,
7,1,3,4,4,4,4,8,8,8,8,8,1,
8,0,0,0,0,6,6,6,6,6,6,6,3,
9,0,3,3,3,3,3,3,3,3,3,3,0,
10,0,3,3,3,3,3,3,3,3,11,3,0,
11,0,1,3,3,6,7,7,7,7,7,7,0,
12,0,3,3,3,6,6,6,6,6,11,11,0,
13,2,3,3,3,3,3,3,3,3,3,3,0,
14,2,2,2,2,2,2,2,2,2,2,2,0,
15,2,2,2,2,2,2,2,2,2,2,2,0,
16,1,1,1,1,1,7,7,7,10,7,12,3,
17,2,2,2,2,2,2,2,2,2,2,2,0,
18,2,2,2,2,2,2,2,2,2,2,2,0,
19,2,2,2,2,2,2,2,2,2,2,2,0,
20,2,2,2,2,2,2,2,2,2,2,2,0,
21,2,2,2,2,2,2,2,2,2,2,2,0,
22,2,2,2,2,2,2,2,2,2,2,2,0,
23,0,3,3,3,3,3,3,3,3,3,3,0,
24,2,3,3,3,3,3,3,3,3,3,3,0,
25,0,3,3,5,5,5,5,5,5,5,5,0,
26,2,2,2,3,3,3,3,3,3,3,12,0,
27,1,1,1,5,5,5,5,9,9,9,9,3,
28,1,1,1,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,1,1,1,3,
30,0,0,0,5,5,5,5,9,9,9,9,3,
31,1,1,1,5,1,1,1,1,1,1,1,3,
32,0,3,3,5,5,5,5,5,5,5,5,1,
33,0,3,4,5,5,5,5,5,5,5,5,1,
34,1,1,1,5,5,5,5,1,1,1,1,3,
35,1,3,4,4,4,4,4,4,4,4,4,2,
36,1,1,1,1,6,6,6,6,6,6,6,3,
37,1,1,1,1,1,1,1,6,10,10,10,3,
38,1,3,3,1,1,1,1,1,1,6,6,3,
39,1,1,1,1,1,7,7,7,1,1,1,3,
40,1,0,0,0,1,1,0,9,9,9,9,3,
41,1,1,1,1,1,1,1,1,1,1,1,3,
42,1,1,1,1,1,1,1,1,1,1,1,3,
43,0,3,3,3,3,3,3,3,3,3,12,0,
44,1,1,1,1,1,1,1,1,1,1,1,3,
45,2,0,0,0,0,7,7,7,7,7,7,0,
46,1,1,1,1,1,1,1,1,1,1,1,3,
47,1,1,1,1,6,6,6,6,10,10,10,3,
48,1,1,1,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,1,1,1,1,1,3,
53,1,1,1,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.1656504740171956,0.16229512665478613,0.17830374744167363,0.1870761738275234,0.182330627138427,0.17295778142295948,0.17053726775655353,0.17212800829423383,0.17423245931296474,0.1648555642161529,0.16229335717790874,0.2179198422661669,
NMI,0.48787027735159094,0.43226654835754125,0.66779730403479809,0.64827421705844113,0.60914820123142555,0.56901165432454115,0.60469143113883839,0.64571949077064295,0.68493515396745575,0.66638170588623202,0.66870377718813812,1.0,
Silhoutte,0.09647165,0.12667261,0.13447375,0.16234393,0.15758316,0.15899239,0.21145282,0.2241314,0.22217069,0.23314332,0.22591739,0.14703821,
