,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,0,2,4,4,5,4,6,6,7,2,0
1,1,3,4,4,3,3,8,8,8,1,1
2,0,0,0,5,5,4,6,6,7,2,0
3,1,1,3,3,3,3,3,1,1,0,2
4,1,1,4,4,2,4,6,6,7,2,0
5,1,1,1,2,2,2,1,1,1,0,2
6,1,1,3,4,6,6,8,8,8,0,1
7,1,1,1,1,2,2,1,1,1,0,2
8,0,0,0,5,5,5,5,5,5,3,3
9,1,1,4,4,3,3,3,3,3,1,4
10,1,1,1,1,2,2,1,1,1,0,2
11,0,0,4,5,4,7,7,7,10,1,3
12,1,1,1,1,1,1,2,2,2,0,5
13,1,3,3,3,3,3,3,3,3,1,2
14,1,1,1,1,1,1,2,2,2,0,5
15,1,1,1,1,1,1,2,2,2,0,5
16,1,1,1,1,2,2,2,1,1,0,2
17,1,1,1,1,1,1,2,2,2,0,5
18,1,1,1,1,1,1,2,2,2,0,5
19,1,1,1,1,1,1,2,2,2,0,5
20,1,1,1,1,1,1,2,2,2,0,5
21,1,1,1,1,2,2,8,8,8,0,1
22,0,1,1,1,1,1,2,2,2,0,5
23,2,0,2,2,6,6,3,9,9,3,6
24,2,3,3,3,3,3,3,3,3,1,7
25,1,1,3,3,3,3,3,1,3,1,2
26,2,3,3,3,3,3,3,3,3,1,7
27,2,2,2,2,6,6,1,1,6,3,6
28,2,2,2,2,2,3,1,1,3,3,6
29,2,2,2,2,6,6,1,1,6,3,6
30,1,1,4,4,3,3,3,1,9,1,4
31,0,0,0,0,0,7,7,7,9,1,3
32,1,1,4,4,4,7,7,7,9,1,2
33,1,2,4,4,2,2,1,1,9,1,2
34,2,2,2,2,2,6,1,1,9,3,6
35,2,2,2,2,6,4,6,6,7,2,6
36,2,2,2,2,2,2,1,1,5,3,6
37,1,1,1,5,5,5,5,5,5,3,3
38,1,1,0,5,5,5,5,5,9,3,3
39,2,2,2,4,6,6,4,9,6,3,3
40,2,3,4,4,4,6,4,4,4,3,8
41,0,1,4,4,4,4,4,4,4,3,8
42,2,1,4,4,4,6,4,4,4,3,8
43,2,3,3,3,3,3,3,3,3,1,7
44,2,2,2,2,6,6,6,9,6,3,6
45,2,3,3,3,3,3,3,3,3,1,7
46,2,2,2,2,6,6,8,9,6,3,6
47,1,1,0,5,5,5,5,5,5,3,3
48,1,2,2,5,5,5,5,7,10,3,3
49,2,2,2,2,6,6,7,9,6,3,6
50,2,3,3,3,3,3,3,3,3,1,7
51,2,2,2,2,6,6,6,9,6,3,6
52,0,0,4,5,4,7,7,7,10,1,3
53,2,2,2,2,6,6,1,9,6,3,6
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.08052258708146207,0.06619820432764505,0.09401829340019,0.09599128202000458,0.09255315761475322,0.10042344813761572,0.09444968368239141,0.1019832135271286,0.09286230580048802,0.13961460277679147,0.09525387638247987
NMI,0.23968840844140848,0.35315030060077118,0.53306790870160736,0.46867534791231663,0.47041607708552824,0.60590913297189952,0.49437245706674865,0.57269125548279987,0.62812602768663017,1.0,0.59151396612500473
