,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,2,3,3,3,3,3,3,3,3,3,0,
1,1,1,1,1,5,5,5,5,5,5,1,
2,1,3,3,3,3,3,3,3,3,3,0,
3,0,0,4,5,5,5,5,5,5,5,1,
4,2,3,3,3,3,3,3,3,3,3,0,
5,1,3,3,3,1,1,1,1,1,1,0,
6,1,1,1,1,1,1,1,1,1,1,1,
7,0,3,3,3,3,7,7,7,7,7,0,
8,0,0,0,0,0,7,7,7,7,7,0,
9,2,3,4,4,4,4,4,4,4,4,2,
10,1,1,4,3,3,1,1,5,5,5,0,
11,1,3,3,3,3,3,3,3,3,3,0,
12,1,1,3,3,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,1,1,1,1,1,
14,1,1,1,5,5,5,5,5,5,5,1,
15,1,1,1,1,1,1,1,1,1,1,1,
16,1,1,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,1,1,1,
19,0,1,0,1,1,7,8,8,8,8,2,
20,1,1,1,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,1,1,1,
23,0,1,4,5,5,5,5,5,5,5,1,
24,2,2,2,5,5,5,5,2,2,2,3,
25,1,3,3,3,3,3,3,3,3,3,0,
26,0,1,1,1,5,5,1,9,9,11,1,
27,0,0,0,5,0,7,8,8,8,8,2,
28,1,2,2,2,2,2,2,1,1,1,3,
29,2,2,2,2,2,2,2,2,10,10,3,
30,0,0,4,4,4,4,4,4,4,4,2,
31,0,0,4,4,4,4,4,4,4,4,2,
32,2,2,4,4,4,4,4,4,4,4,2,
33,0,0,4,4,4,4,4,4,4,4,2,
34,2,2,0,0,0,0,0,0,10,10,3,
35,1,3,3,3,3,3,3,3,3,3,0,
36,2,2,4,2,2,7,7,7,7,7,3,
37,1,1,1,0,1,6,8,9,9,9,3,
38,2,2,2,2,2,2,2,6,2,2,3,
39,2,2,2,2,2,2,2,2,2,2,3,
40,2,2,2,2,6,6,6,6,6,6,3,
41,2,0,0,1,6,6,6,6,6,6,3,
42,2,2,2,2,6,6,6,6,6,6,3,
43,2,2,2,5,6,6,6,6,6,6,3,
44,2,2,2,2,2,2,2,2,2,2,3,
45,2,3,3,5,5,5,7,2,2,2,1,
46,2,2,2,2,2,2,2,2,2,2,3,
47,0,1,0,5,2,2,8,9,9,9,3,
48,2,2,2,2,2,2,2,2,2,2,3,
49,2,2,2,2,2,2,2,2,2,2,3,
50,2,2,2,2,2,2,2,2,2,2,3,
51,2,2,2,2,2,2,2,2,2,2,3,
52,2,3,3,3,3,3,3,3,3,3,0,
53,2,2,3,3,2,2,2,9,9,9,3,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.07884111041337077,0.09894571219375611,0.09975400577150817,0.10631354134992414,0.11209375170200177,0.11323206933479053,0.11207033918937788,0.11153442926308343,0.11164496829348029,0.112178072297878,0.1407091526277692,
NMI,0.30815145038132469,0.48022387891099194,0.50635838640968622,0.57330264929602881,0.61037502259383247,0.63955944686493882,0.60457482017833619,0.56333046516066199,0.56060739910729362,0.57971734196347602,1.0,
Silhoutte,0.09713593,0.09182524,0.12052305,0.1339002,0.15900861,0.19500297,0.21825287,0.24664324,0.23791812,0.23001226,0.14529097,
