,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,1,1,1,5,5,5,0,0
1,0,3,3,3,6,6,1,1
2,1,1,4,5,5,5,0,0
3,2,2,2,2,2,2,1,2
4,1,1,4,5,5,5,0,0
5,2,2,4,5,5,4,0,3
6,2,3,3,3,6,6,1,1
7,2,2,2,2,2,2,1,2
8,1,1,1,1,1,1,2,4
9,1,1,1,5,6,6,1,0
10,2,2,2,2,2,2,1,2
11,1,1,1,1,1,1,2,4
12,2,2,2,2,2,2,1,2
13,2,2,2,2,2,2,1,2
14,2,2,2,2,2,2,1,5
15,2,2,2,2,2,2,1,5
16,2,2,2,2,2,2,1,2
17,2,2,2,2,2,2,1,2
18,2,2,2,2,2,2,1,5
19,2,2,2,2,2,2,1,5
20,2,2,2,2,2,2,1,2
21,2,2,2,2,6,6,1,1
22,2,2,2,2,2,2,1,2
23,2,2,2,2,2,2,1,5
24,2,2,2,2,2,2,1,2
25,1,1,1,1,1,1,2,4
26,2,2,2,2,2,2,1,3
27,1,1,1,1,1,1,2,4
28,1,3,3,1,3,3,2,6
29,1,3,3,3,3,3,2,6
30,0,3,3,3,3,3,2,3
31,1,3,3,4,4,7,2,6
32,1,1,1,1,1,1,2,6
33,1,1,1,1,1,1,2,4
34,1,1,1,1,1,1,2,4
35,2,2,4,4,4,4,0,3
36,1,1,1,1,1,1,2,7
37,1,1,1,1,1,1,2,7
38,1,1,1,1,1,1,2,4
39,1,1,1,1,1,1,2,4
40,1,1,1,4,4,7,2,6
41,1,1,1,4,4,7,2,6
42,1,1,1,4,4,7,2,6
43,1,1,1,1,1,1,2,7
44,1,1,1,1,1,1,2,4
45,1,1,1,1,1,1,2,4
46,1,1,1,1,1,1,2,4
47,1,1,1,1,1,1,2,4
48,1,1,1,1,1,1,2,4
49,1,1,1,1,1,1,2,4
50,1,3,3,3,3,3,2,3
51,1,3,3,3,3,3,2,3
52,1,3,3,3,3,4,0,3
53,1,1,1,1,1,1,2,7
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
Modularity,0.0765424244193037,0.0699399251247888,0.07163261291147241,0.07444533427421765,0.07568002426042598,0.07569627101130019,0.092886456267884,0.04760289983281319
NMI,0.57657138057616986,0.45122381329783734,0.61142175165853596,0.62903181959837362,0.69832730438849033,0.7586590715351208,1.0,0.57160484271796708
