,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,3,3,3,3,3,3,3,1,0
1,1,1,0,0,6,6,8,8,1,1
2,2,3,3,3,3,3,3,3,1,2
3,2,2,2,2,2,2,2,2,1,2
4,0,3,3,3,3,3,3,3,1,0
5,2,2,2,2,2,2,2,2,1,2
6,2,2,2,2,2,2,8,8,1,1
7,2,3,4,5,5,5,5,5,0,3
8,2,3,4,5,5,5,5,5,0,3
9,2,2,4,4,4,4,4,4,1,2
10,2,3,4,5,5,5,5,6,1,2
11,2,2,2,2,2,2,2,2,1,2
12,2,3,2,2,2,2,5,2,1,2
13,2,2,2,2,2,2,2,2,1,2
14,2,2,2,2,2,2,2,2,1,2
15,2,2,2,2,2,2,2,2,1,4
16,2,2,2,2,2,2,2,2,1,2
17,2,2,2,2,2,2,2,2,1,2
18,2,2,2,2,2,2,2,2,1,2
19,2,2,2,2,2,2,2,2,1,4
20,2,2,2,2,2,2,2,2,1,1
21,2,2,2,2,2,2,2,2,1,2
22,2,2,2,2,2,2,2,2,1,4
23,0,0,4,5,6,5,6,6,1,1
24,1,1,1,1,1,1,1,1,2,5
25,1,1,1,0,6,6,6,9,2,1
26,2,2,2,2,2,2,2,2,1,1
27,1,1,1,1,1,1,1,1,2,5
28,1,1,1,1,1,1,1,1,2,5
29,1,1,1,1,1,1,1,1,2,5
30,1,1,4,4,4,4,4,4,2,6
31,1,1,4,4,4,4,4,4,2,6
32,0,3,4,4,4,4,4,4,2,6
33,1,1,4,4,4,4,4,4,2,6
34,1,1,1,1,1,1,1,1,2,7
35,0,3,3,3,3,3,3,3,1,0
36,1,1,1,5,5,1,5,5,0,3
37,1,1,1,5,5,5,5,5,0,3
38,1,1,1,1,1,1,1,9,2,7
39,1,1,1,1,1,1,1,1,2,7
40,2,3,4,1,1,7,7,7,2,7
41,2,3,4,5,5,7,7,7,2,7
42,1,1,1,1,1,1,1,1,2,7
43,1,1,1,1,1,7,7,7,2,7
44,1,1,1,1,1,1,1,1,2,3
45,1,1,1,1,1,1,1,1,2,1
46,1,1,1,1,1,1,1,1,2,5
47,1,1,1,1,1,1,1,1,2,5
48,1,1,1,1,1,1,1,1,2,5
49,1,1,1,1,1,1,1,1,2,5
50,1,1,1,1,1,1,1,1,2,5
51,1,1,1,1,1,1,1,1,2,5
52,1,1,1,1,1,1,1,1,2,5
53,1,1,1,1,1,1,1,1,2,5
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.09677036303071385,0.10586298192739721,0.11136530440843527,0.1131993121049369,0.11069199673956234,0.10654358455860345,0.10101552962864098,0.09728881309479444,0.13010204980303838,0.07108283497369955
NMI,0.39185358892148292,0.49367114264806045,0.52970178061341366,0.60300877513480666,0.61457536061497908,0.57240070877271698,0.60094927334183978,0.66323540949458093,1.0,0.58940048851107463
