,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,1,3,3,5,3,7,7,5,5,0,0
1,0,0,4,5,5,5,7,9,9,2,0
2,2,3,3,5,5,5,3,8,8,0,1
3,2,3,3,3,3,3,3,3,3,0,1
4,0,0,0,5,5,5,7,5,5,0,0
5,0,0,0,0,0,0,0,0,0,2,0
6,2,2,2,2,2,2,2,2,2,1,2
7,2,3,3,3,3,3,3,3,3,2,3
8,1,1,1,1,1,1,1,1,1,2,3
9,2,3,3,3,3,3,3,3,3,0,1
10,2,3,3,3,3,7,3,3,3,0,1
11,1,1,1,1,1,7,8,7,1,2,3
12,2,3,3,3,3,3,3,3,3,0,1
13,0,0,0,0,6,7,6,6,9,0,0
14,0,2,2,5,6,6,6,6,6,2,3
15,1,1,1,1,6,6,6,6,6,2,3
16,2,1,1,1,1,1,1,1,1,1,3
17,1,1,1,1,6,6,6,6,6,2,3
18,1,1,1,1,6,6,6,6,6,2,3
19,1,1,1,1,6,6,6,6,6,2,3
20,0,2,4,4,4,4,4,4,4,0,0
21,1,1,1,1,6,6,6,6,6,2,3
22,1,1,1,1,6,6,6,6,6,2,3
23,2,3,3,3,3,7,3,3,3,0,1
24,2,3,3,5,3,3,3,3,3,0,1
25,1,1,1,4,4,7,8,7,10,2,3
26,2,2,2,2,2,2,2,2,2,1,2
27,1,1,1,1,1,1,1,1,1,2,3
28,2,2,2,2,2,2,2,2,2,1,2
29,2,2,2,2,2,2,2,2,2,1,2
30,2,2,2,2,2,2,2,2,2,1,2
31,0,0,4,4,4,4,4,4,4,0,0
32,2,2,1,2,1,1,1,1,1,1,3
33,0,0,4,4,4,4,4,4,4,0,0
34,0,3,4,3,5,5,5,8,3,2,1
35,2,3,4,5,5,5,7,5,5,0,0
36,1,1,1,1,1,1,1,1,1,2,3
37,1,1,1,1,1,3,3,1,1,0,3
38,2,2,2,2,2,2,2,2,2,1,2
39,2,2,2,2,2,2,2,2,2,1,2
40,1,3,3,5,5,5,5,8,8,2,3
41,1,1,1,1,1,1,1,1,1,2,3
42,1,3,3,5,5,5,5,8,8,2,3
43,2,2,2,2,2,2,2,2,2,1,2
44,1,1,1,1,1,1,1,1,1,2,3
45,1,1,1,1,1,1,1,1,1,2,3
46,2,3,3,3,3,3,3,3,3,0,1
47,0,0,0,4,4,4,8,7,10,2,0
48,1,1,1,1,1,1,1,1,1,2,3
49,1,1,1,1,1,1,1,1,1,2,3
50,2,2,2,2,2,2,2,2,2,1,2
51,1,1,1,1,1,1,1,1,1,2,3
52,1,1,4,4,4,4,4,4,4,0,0
53,1,1,1,1,1,1,1,1,1,2,3
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.04352874657635267,0.09810435109420451,0.09492218486582187,0.10372560245682552,0.10270342714831027,0.09696655578351608,0.10820223274971683,0.09769253895176595,0.10134511667562633,0.13708813994713004,0.11841187308171802
NMI,0.40064903049202338,0.40649825878358775,0.42923711223395722,0.46243979381194444,0.43450698171719365,0.47631784565503893,0.541134229652939,0.49253179655195289,0.49418848456329939,1.0,0.57005865772468634
