,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,2,2,4,5,5,5,5,5,5,3,
1,2,2,0,5,5,7,7,7,7,1,
2,1,3,1,5,5,5,5,5,5,3,
3,1,3,3,3,3,3,3,3,3,3,
4,0,0,0,5,5,5,5,5,5,3,
5,1,1,1,1,1,1,1,1,1,1,
6,2,2,4,5,5,7,7,7,7,1,
7,0,0,0,0,6,6,6,6,6,0,
8,0,1,1,1,6,6,6,6,6,0,
9,1,3,3,3,3,3,3,3,3,3,
10,2,0,4,5,5,5,5,5,5,3,
11,1,1,1,1,1,1,1,1,1,1,
12,1,1,1,1,1,1,1,1,1,1,
13,1,3,2,2,2,2,2,2,2,2,
14,1,1,1,1,1,1,1,1,1,1,
15,1,3,3,3,3,3,3,3,3,3,
16,1,1,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,1,1,
19,1,3,3,3,3,3,3,3,3,3,
20,1,1,1,1,1,1,1,1,10,1,
21,1,0,4,5,5,7,7,7,7,1,
22,1,3,3,3,3,3,3,3,10,3,
23,2,2,2,2,2,2,2,2,2,2,
24,2,2,2,2,2,2,2,2,2,2,
25,1,1,1,1,1,1,1,1,1,1,
26,0,2,2,2,2,2,2,9,9,2,
27,2,2,4,4,4,4,4,8,8,4,
28,1,3,3,3,3,3,3,3,3,3,
29,2,2,4,4,4,4,4,8,8,4,
30,1,3,3,3,3,3,3,3,3,3,
31,1,3,3,3,3,3,3,3,3,3,
32,1,3,3,3,3,3,3,3,3,3,
33,1,3,3,3,3,3,3,3,3,3,
34,0,3,3,3,6,6,6,6,6,0,
35,2,0,0,5,5,5,5,8,8,4,
36,0,0,0,0,6,6,6,6,6,0,
37,0,3,4,4,4,4,8,9,10,4,
38,2,3,4,4,4,4,4,4,4,4,
39,2,3,4,4,4,4,4,4,4,4,
40,0,3,4,4,4,4,4,4,4,4,
41,2,1,4,4,4,4,4,4,4,4,
42,2,3,4,4,4,4,4,4,4,4,
43,2,2,2,2,2,2,2,9,9,2,
44,2,2,4,4,4,4,4,8,8,4,
45,0,2,2,2,6,6,6,9,9,2,
46,2,2,2,2,2,2,2,2,2,2,
47,1,1,1,1,1,1,1,1,1,1,
48,2,2,4,4,4,7,8,8,8,4,
49,2,2,4,4,4,4,4,8,8,4,
50,2,2,2,2,2,2,2,8,8,2,
51,2,2,2,2,2,2,2,2,2,2,
52,2,2,2,2,2,2,2,2,8,2,
53,2,2,4,4,4,4,4,8,8,4,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.1052798836612549,0.10123946462372327,0.1253805206406212,0.14454415030759307,0.1396112229861905,0.13636310926651962,0.1345896772363352,0.12692417470810705,0.12072410586660222,0.1495349352024915,
NMI,0.3994552345533412,0.40018566555168317,0.65428409822694211,0.78618803825680073,0.81968053401623486,0.82618432683274723,0.83353724228270987,0.80028389972877334,0.75509039190552996,1.0,
Silhoutte,0.08641302,0.07876926,0.12203042,0.15608253,0.1651273,0.1908479,0.20507217,0.23961417,0.24130006,0.12077919,
