,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,1,1,1,5,5,5,5,5,5,1,0
1,0,0,2,4,6,6,6,9,9,0,1
2,1,1,1,5,5,5,5,5,5,1,2
3,1,1,4,4,4,4,1,1,1,3,3
4,0,0,4,5,5,5,5,5,5,1,0
5,1,1,1,1,1,1,1,1,1,3,4
6,1,1,1,1,6,6,6,9,9,0,1
7,1,1,1,1,6,6,6,6,6,0,1
8,0,2,1,1,6,6,6,6,6,0,1
9,1,1,1,1,1,1,1,1,1,3,3
10,1,1,1,1,1,1,1,1,1,3,4
11,2,2,2,2,2,2,2,2,2,2,5
12,1,1,1,1,1,1,1,1,1,3,4
13,1,1,1,1,1,1,1,1,1,3,3
14,1,1,1,1,1,1,1,1,1,3,3
15,1,1,1,1,1,1,1,1,1,3,3
16,1,1,1,1,1,1,1,1,1,3,4
17,1,1,1,1,1,1,1,1,1,3,4
18,1,1,1,1,1,1,1,1,1,3,4
19,1,1,1,1,1,1,1,1,1,3,4
20,1,1,1,1,1,1,1,1,1,3,4
21,1,1,1,1,1,1,1,1,1,3,4
22,1,1,1,1,1,1,1,1,1,3,4
23,2,2,4,4,4,4,8,8,8,3,3
24,2,2,4,4,4,4,4,4,4,3,6
25,1,1,4,4,4,4,4,4,4,3,3
26,2,2,4,4,4,4,8,8,8,3,6
27,2,2,2,2,2,2,2,2,2,2,5
28,2,3,3,3,3,3,3,3,3,1,2
29,2,3,3,3,3,3,3,3,3,1,2
30,1,3,3,3,3,3,3,3,3,1,2
31,0,3,3,3,3,3,3,3,3,1,7
32,0,3,3,3,3,3,3,3,3,1,7
33,0,3,3,3,3,3,3,3,3,1,7
34,0,3,3,3,3,3,3,3,3,1,7
35,1,1,1,5,5,5,5,5,5,1,0
36,2,2,2,2,6,6,6,6,6,0,1
37,1,0,0,0,0,2,2,2,0,2,8
38,2,2,2,2,2,7,2,2,10,2,5
39,2,2,2,2,2,7,2,2,10,2,5
40,2,2,2,2,2,7,7,7,7,2,8
41,2,2,2,2,2,7,7,7,7,2,8
42,2,2,2,2,2,7,7,7,7,2,8
43,2,2,4,4,4,4,4,4,4,3,6
44,2,2,2,2,2,2,2,2,10,2,5
45,2,2,4,4,4,4,8,8,8,3,6
46,1,1,1,1,1,1,1,1,10,3,5
47,2,2,2,2,2,2,2,2,2,2,8
48,2,2,2,2,2,2,2,2,2,2,5
49,2,3,3,3,3,3,3,3,3,1,5
50,1,1,4,4,4,4,8,8,8,3,3
51,0,0,2,4,4,4,4,4,4,3,5
52,1,1,0,5,5,2,4,4,4,2,5
53,1,1,2,2,2,7,7,7,10,2,5
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.06669382308032981,0.08610049154185301,0.11274187666021057,0.12163981608626522,0.12179864926658443,0.1160790534070802,0.1120693683350666,0.11039018605595051,0.10269207474049623,0.1228307182144539,0.07824807225180894
NMI,0.2052280566284394,0.36679495362854253,0.53852084900948394,0.66285063544444078,0.81056543929113867,0.82246219752745298,0.77449792302701237,0.76238267109294178,0.70446203998676382,1.0,0.67889749282350675
