,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,1,2,5,5,5,5,5,2,0
1,0,2,0,5,4,5,8,8,2,0
2,1,1,2,5,5,5,5,5,2,0
3,2,3,3,3,3,3,3,3,1,1
4,1,1,1,1,1,1,1,1,0,2
5,1,1,1,1,1,1,1,1,0,3
6,1,1,1,1,1,1,1,1,0,4
7,1,1,1,1,1,1,1,1,0,4
8,1,1,1,1,1,1,1,1,0,4
9,2,3,3,3,3,3,3,3,1,1
10,1,1,1,1,1,1,1,1,0,3
11,1,1,1,1,1,1,1,1,0,4
12,1,1,1,1,1,1,1,1,0,3
13,1,1,1,1,1,1,1,1,0,3
14,1,1,1,1,1,1,1,1,0,3
15,1,1,1,1,1,1,1,1,0,3
16,1,1,1,1,1,1,1,1,0,3
17,1,1,1,1,1,1,1,1,0,3
18,1,1,1,1,1,1,1,1,0,3
19,1,1,1,1,1,1,1,1,0,4
20,1,1,1,1,1,1,1,1,0,3
21,1,1,1,1,1,1,1,1,0,3
22,1,1,1,1,1,1,1,1,0,3
23,2,3,3,3,3,3,3,3,1,1
24,1,1,1,1,1,1,1,1,0,4
25,1,2,4,3,6,6,6,6,2,2
26,0,0,0,0,0,0,8,8,0,0
27,1,1,1,1,1,1,1,1,0,4
28,1,1,1,1,1,1,1,1,0,4
29,2,3,4,4,5,5,5,5,2,5
30,0,3,3,3,3,3,3,6,1,2
31,2,3,3,3,3,3,3,3,1,1
32,1,3,3,3,3,3,3,3,1,2
33,2,2,4,2,6,6,6,6,2,2
34,2,2,4,4,4,4,4,4,2,2
35,2,2,4,4,6,6,6,6,2,0
36,1,1,1,1,1,1,1,1,0,4
37,0,0,0,0,0,0,0,0,2,0
38,2,2,2,2,2,2,2,2,2,6
39,2,2,2,2,2,2,2,2,2,6
40,2,2,2,2,2,2,2,2,2,6
41,2,2,2,2,2,2,2,2,2,6
42,2,2,2,2,2,2,2,2,2,6
43,2,3,4,4,4,4,4,4,2,5
44,2,2,4,4,6,6,6,6,2,2
45,2,2,2,5,4,7,7,7,2,0
46,2,2,4,4,4,4,4,9,2,5
47,0,0,2,5,5,7,7,7,2,0
48,2,2,4,4,4,4,4,4,2,5
49,2,2,4,4,6,6,6,6,2,2
50,1,1,1,1,1,1,1,1,2,4
51,2,3,4,4,4,4,4,9,2,5
52,0,0,4,5,5,5,5,5,2,0
53,1,1,1,1,1,1,1,1,2,4
54,0,0,0,0,0,5,5,5,2,0
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.11129527799370002,0.11403693202621559,0.13369939512739162,0.12897839914775308,0.12032346843571165,0.12202833649261162,0.12016868869720158,0.11586566174283731,0.16064028948594972,0.07763942939838872
NMI,0.37582977667612227,0.56092443584171525,0.67962262048268129,0.61091129997525584,0.63051912640689622,0.62659765939406165,0.61793198769074431,0.57076390403485788,1.0,0.5039658505579877
