,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,3,3,3,3,7,7,7,7,7,7,0,0
1,2,2,4,4,4,4,4,4,4,4,4,3,1
2,2,2,2,2,2,2,2,2,2,2,2,2,1
3,2,2,2,2,2,2,2,2,2,2,2,2,1
4,0,3,3,3,3,7,7,7,7,7,7,0,0
5,2,2,2,5,0,5,8,9,9,9,12,2,2
6,0,3,3,5,5,5,8,9,9,9,12,1,2
7,0,0,4,5,5,5,5,5,5,5,5,4,3
8,0,0,4,5,5,5,5,5,5,5,5,4,3
9,2,2,2,2,2,2,2,2,2,2,2,2,1
10,2,2,2,2,2,2,2,2,2,2,2,2,1
11,0,0,0,0,5,5,8,8,8,8,8,4,2
12,0,0,0,5,5,5,8,9,9,9,12,1,2
13,2,2,2,2,2,2,2,2,2,2,2,2,2
14,1,3,3,3,3,3,3,3,3,3,3,1,4
15,1,3,3,3,3,3,3,3,3,3,3,1,4
16,0,0,0,5,6,6,6,6,6,6,6,3,5
17,2,3,3,3,3,3,3,3,3,3,3,1,4
18,1,3,3,3,3,3,3,3,3,3,3,1,4
19,0,0,0,0,5,7,7,7,10,10,10,1,2
20,1,3,3,3,3,3,3,3,3,3,3,1,4
21,1,3,3,3,3,3,3,3,3,3,3,1,4
22,1,3,3,3,3,3,3,3,3,3,3,1,4
23,2,2,2,2,2,2,2,2,2,2,2,2,1
24,0,0,0,0,0,0,0,0,0,0,0,0,2
25,0,3,3,3,6,6,3,6,6,6,6,1,4
26,1,3,3,3,3,3,3,3,3,3,3,1,2
27,0,0,0,0,0,7,7,7,10,10,10,1,2
28,1,1,4,4,4,4,1,4,4,1,1,4,6
29,1,1,1,1,1,1,1,1,1,1,1,4,6
30,2,2,2,2,2,2,2,2,2,2,2,2,1
31,2,2,2,2,2,2,2,2,2,11,11,2,2
32,2,2,2,2,2,2,2,2,2,2,2,2,1
33,2,2,2,2,2,2,2,2,2,2,2,2,1
34,1,1,4,4,4,4,2,2,2,2,2,2,2
35,0,3,3,3,3,7,7,7,7,7,7,0,0
36,1,3,1,1,5,5,5,5,5,5,5,4,3
37,0,0,1,1,1,1,1,8,10,1,9,4,3
38,1,1,1,1,1,1,1,1,1,1,1,4,5
39,1,1,1,5,6,6,6,6,6,6,6,4,5
40,1,1,4,4,4,4,4,4,4,4,4,3,5
41,0,1,4,4,4,4,4,4,4,4,4,3,5
42,1,1,4,4,4,4,4,4,4,4,4,3,5
43,1,1,4,4,4,4,4,4,4,4,4,3,5
44,1,1,1,1,1,1,1,1,1,1,1,4,6
45,1,1,4,5,6,6,6,6,6,6,6,3,5
46,1,3,1,1,1,1,1,1,1,1,9,4,3
47,1,1,1,1,1,1,1,1,1,1,1,4,6
48,1,1,1,1,1,1,1,1,1,1,1,4,6
49,1,1,1,1,1,1,1,1,1,1,1,4,6
50,1,1,4,4,4,4,4,4,4,4,4,3,5
51,1,1,1,1,6,6,6,6,6,6,1,4,5
52,0,0,0,0,0,0,8,8,8,8,8,4,2
53,1,1,1,1,1,1,1,1,1,1,1,4,6
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.15153787888738934,0.21669063104898165,0.22531150433654348,0.21792743827526506,0.20878050724903907,0.2211273493328988,0.22702535698989237,0.2143363901112606,0.21501653614862368,0.21851971229668085,0.20668774327406242,0.25229637506426406,0.20075719713737483
NMI,0.35946770216070434,0.50779407501851981,0.67345867064330678,0.60608361394570665,0.5893640466456892,0.62981724407194661,0.7407933809006485,0.70208882365860303,0.70684639251908732,0.74972351402028548,0.7475784789446881,1.0,0.63503511482729869
