,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9
0,2,3,3,5,6,5,5,5
1,99,99,99,99,99,99,99,99
2,1,1,0,5,6,5,5,5
3,1,1,1,1,1,1,1,1
4,1,1,4,5,6,5,5,5
5,2,2,4,4,4,4,4,4
6,2,2,2,2,2,2,2,2
7,2,3,3,3,3,7,7,7
8,2,2,2,2,2,7,7,7
9,2,3,3,3,3,3,3,3
10,2,2,2,2,2,7,7,9
11,0,0,4,4,0,0,5,5
12,2,3,3,3,3,3,3,3
13,2,2,2,5,5,6,6,6
14,0,0,4,4,4,4,4,4
15,2,2,2,2,2,2,2,2
16,2,2,2,2,2,2,2,2
17,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2
19,2,2,2,2,2,2,2,2
20,2,3,3,3,3,3,3,3
21,2,2,2,2,2,2,2,2
22,2,3,3,3,3,3,3,3
23,0,0,4,4,4,4,4,4
24,1,1,1,1,1,1,1,1
25,1,1,1,1,1,1,1,1
26,0,2,2,5,5,6,6,6
27,1,3,1,1,1,1,3,1
28,2,3,3,3,3,3,3,3
29,1,3,4,4,4,4,3,3
30,2,3,3,3,3,3,3,3
31,2,3,3,3,3,3,3,3
32,2,3,3,3,3,3,3,3
33,2,3,3,3,3,3,3,3
34,2,3,3,3,3,3,3,3
35,0,0,4,5,6,5,5,5
36,1,1,1,1,1,1,1,1
37,1,1,1,1,1,1,1,1
38,1,1,1,1,1,1,1,1
39,1,1,1,1,1,1,1,8
40,1,1,1,1,1,1,1,1
41,1,1,1,1,1,1,1,1
42,99,99,99,99,99,99,99,99
43,0,0,0,0,6,7,8,9
44,1,1,1,1,1,1,1,1
45,1,1,2,5,5,6,6,6
46,1,1,4,1,1,1,1,1
47,1,1,1,1,1,1,1,1
48,1,1,1,1,1,1,1,1
49,1,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1
51,1,1,1,1,5,6,6,6
52,1,1,1,1,6,7,8,9
53,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
