,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,3,3,5,5,5,5,5,5,5,0,0
1,0,0,0,5,5,7,7,7,7,7,2,1
2,0,3,0,5,5,5,5,5,5,5,0,0
3,0,3,3,3,3,3,3,3,3,3,2,1
4,0,3,3,5,5,5,5,5,5,5,0,0
5,0,0,4,4,4,4,4,4,4,4,1,1
6,1,1,1,5,5,7,7,7,7,7,2,1
7,0,0,4,5,5,7,7,7,7,7,2,1
8,0,0,4,5,5,5,8,8,8,8,2,0
9,1,3,4,4,6,6,6,6,6,6,1,1
10,1,3,4,4,4,4,4,4,4,4,1,1
11,0,0,4,4,4,4,4,4,4,11,1,0
12,1,1,4,4,4,4,4,4,4,4,1,1
13,1,3,4,4,3,6,6,6,3,3,1,1
14,2,2,2,2,2,2,2,2,2,2,1,2
15,2,2,2,2,2,2,2,2,2,2,1,2
16,1,1,1,1,1,1,1,1,1,1,3,0
17,2,2,2,2,2,2,2,2,2,2,1,2
18,2,2,2,2,2,2,2,2,2,2,1,2
19,2,2,2,2,2,2,2,2,2,2,1,2
20,2,2,2,2,2,2,2,2,2,2,1,2
21,2,2,2,2,2,2,2,2,2,2,1,2
22,2,2,2,2,2,2,2,2,2,2,1,2
23,1,3,4,4,6,6,6,6,6,6,1,1
24,0,3,4,4,6,6,6,6,6,6,1,1
25,2,2,4,4,4,4,2,2,2,4,1,1
26,2,2,2,2,2,2,2,9,9,9,1,1
27,2,1,3,3,3,3,3,3,10,10,2,3
28,1,1,3,3,3,3,3,3,3,3,2,3
29,1,1,1,1,1,1,1,1,1,1,3,4
30,2,3,3,3,3,3,3,3,10,10,2,3
31,1,1,1,1,1,1,1,1,1,1,3,3
32,2,3,3,3,3,3,3,3,3,3,2,3
33,2,3,3,3,3,3,3,3,3,3,2,3
34,2,3,3,3,3,3,3,3,3,3,2,3
35,1,3,3,5,5,5,5,5,5,5,0,0
36,1,0,0,5,5,5,8,8,8,8,3,0
37,1,1,1,1,1,1,8,8,8,8,3,0
38,1,1,1,1,1,1,1,1,1,1,3,4
39,1,1,1,1,1,1,1,1,1,1,3,4
40,1,1,1,1,1,1,1,1,1,1,3,4
41,1,1,1,1,1,1,1,1,1,1,3,4
42,1,1,1,1,1,1,1,1,1,1,3,4
43,0,0,0,0,6,6,6,6,6,6,1,1
44,1,1,1,1,1,1,1,1,1,1,3,4
45,1,1,1,1,1,1,1,9,9,9,1,0
46,1,1,1,1,1,1,1,1,1,1,3,4
47,1,1,1,1,1,1,1,1,1,1,3,0
48,1,1,1,1,1,1,1,1,1,1,3,4
49,1,1,1,1,1,1,1,1,1,1,3,4
50,1,1,1,1,1,1,1,1,1,1,3,4
51,1,1,1,1,1,1,1,1,1,1,3,4
52,1,1,1,1,4,1,1,1,1,11,3,0
53,1,1,1,1,1,1,1,1,1,1,3,4
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.1109506665408812,0.16700028712227377,0.17768503828795634,0.1980666199329886,0.1962206749719061,0.195495981841056,0.19629155482378186,0.18948005412214353,0.18500829602169105,0.17789066976634063,0.22101536402208374,0.1870430652723996
NMI,0.34180114233770592,0.43523568438120841,0.58003187087527697,0.71934949454043284,0.62957582580847393,0.72635742007882809,0.74841340775595999,0.77351815280531733,0.72822155378895437,0.69497445144617465,1.0,0.54774772163028351
