,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,1,1,4,5,6,7,6,6,6,7,7,2,
1,0,3,3,3,6,6,4,4,10,10,12,2,
2,0,0,0,5,6,6,6,6,6,6,6,2,
3,0,0,4,4,4,4,8,7,7,11,11,3,
4,1,0,0,5,6,6,6,6,6,6,6,2,
5,0,0,0,0,0,0,0,0,0,0,0,1,
6,2,2,2,2,2,2,2,2,2,2,2,0,
7,2,3,3,3,3,3,3,3,3,3,3,2,
8,2,3,3,3,3,3,3,3,3,3,3,2,
9,2,2,2,5,5,7,7,9,9,7,10,2,
10,2,2,1,1,1,7,6,6,6,7,7,2,
11,2,3,3,3,3,3,3,3,3,3,3,2,
12,2,2,3,3,3,7,3,3,3,7,7,2,
13,0,0,1,1,1,1,1,1,1,1,6,1,
14,1,1,1,5,5,5,5,5,5,5,5,3,
15,1,1,1,1,1,1,1,1,1,1,1,1,
16,1,1,1,1,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,1,1,1,1,
19,1,1,1,1,1,1,1,1,1,1,1,1,
20,0,0,0,0,0,0,8,8,8,8,8,3,
21,1,1,1,1,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,1,1,1,1,
23,2,2,0,0,5,7,7,7,7,7,11,2,
24,0,0,0,0,0,0,7,9,10,10,10,2,
25,0,3,3,3,3,3,3,3,3,3,3,2,
26,2,2,2,2,2,2,2,2,2,2,12,0,
27,1,1,4,1,3,3,3,3,3,3,1,2,
28,2,2,2,2,2,2,2,2,2,2,2,0,
29,2,2,2,2,2,2,2,2,2,2,2,0,
30,2,2,2,2,2,2,2,2,2,2,2,0,
31,0,1,3,4,4,4,8,8,8,8,8,3,
32,1,1,4,4,4,4,8,8,4,4,1,1,
33,0,3,3,3,4,4,8,8,8,8,8,3,
34,0,3,4,4,3,3,3,3,3,11,11,2,
35,0,0,0,5,6,6,6,6,6,6,6,2,
36,0,3,3,3,3,3,3,3,3,3,3,2,
37,0,3,0,0,0,0,7,9,9,9,10,2,
38,2,2,2,2,2,2,2,2,2,2,2,0,
39,2,2,2,2,2,2,2,2,2,2,2,0,
40,1,1,4,5,5,5,5,5,5,5,5,3,
41,1,3,4,4,5,5,4,4,10,5,4,3,
42,1,1,4,5,5,5,5,5,5,5,5,3,
43,2,2,2,2,2,2,2,2,2,2,2,0,
44,1,1,4,5,5,5,5,5,5,5,5,3,
45,1,1,4,4,5,5,4,5,5,5,5,3,
46,0,0,0,4,4,4,8,7,7,11,11,3,
47,0,0,0,0,0,0,0,9,9,9,9,0,
48,1,1,4,4,4,4,4,4,4,4,4,3,
49,1,1,4,4,4,4,4,4,4,4,4,3,
50,2,2,2,2,2,2,2,2,2,2,2,0,
51,1,3,4,4,3,3,4,4,10,3,12,2,
52,0,0,3,4,4,4,8,4,4,4,4,3,
53,1,3,4,4,4,4,4,4,4,4,4,3,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.08883178945032053,0.11699121325027426,0.1200710608026688,0.13898295955985557,0.15616432188531232,0.15645282345093112,0.15565788770067232,0.15208896652767792,0.1475991143201634,0.14189604536070793,0.131679932574402,0.1738670540078891,
NMI,0.31223462050935713,0.36483572305554235,0.4354450753323601,0.50912055446373261,0.63746637767082914,0.70331164258473722,0.70452221235311019,0.67033453826921818,0.67928640462825818,0.6998811393297053,0.64330927964619333,1.0,
Silhoutte,0.0480498,0.0682491,0.10239354,0.1251917,0.16178267,0.17862463,0.20838063,0.2090435,0.20553184,0.1994406,0.20858362,0.10016,
