,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,0,3,3,3,3,7,7,7,7,7,7,0,
1,2,2,4,4,4,4,4,4,4,4,4,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,
3,2,2,2,2,2,2,2,2,2,2,2,2,
4,0,3,3,3,3,7,7,7,7,7,7,0,
5,2,2,2,5,0,5,8,9,9,9,12,2,
6,0,3,3,5,5,5,8,9,9,9,12,1,
7,0,0,4,5,5,5,5,5,5,5,5,4,
8,0,0,4,5,5,5,5,5,5,5,5,4,
9,2,2,2,2,2,2,2,2,2,2,2,2,
10,2,2,2,2,2,2,2,2,2,2,2,2,
11,0,0,0,0,5,5,8,8,8,8,8,4,
12,0,0,0,5,5,5,8,9,9,9,12,1,
13,2,2,2,2,2,2,2,2,2,2,2,2,
14,1,3,3,3,3,3,3,3,3,3,3,1,
15,1,3,3,3,3,3,3,3,3,3,3,1,
16,0,0,0,5,6,6,6,6,6,6,6,3,
17,2,3,3,3,3,3,3,3,3,3,3,1,
18,1,3,3,3,3,3,3,3,3,3,3,1,
19,0,0,0,0,5,7,7,7,10,10,10,1,
20,1,3,3,3,3,3,3,3,3,3,3,1,
21,1,3,3,3,3,3,3,3,3,3,3,1,
22,1,3,3,3,3,3,3,3,3,3,3,1,
23,2,2,2,2,2,2,2,2,2,2,2,2,
24,0,0,0,0,0,0,0,0,0,0,0,0,
25,0,3,3,3,6,6,3,6,6,6,6,1,
26,1,3,3,3,3,3,3,3,3,3,3,1,
27,0,0,0,0,0,7,7,7,10,10,10,1,
28,1,1,4,4,4,4,1,4,4,1,1,4,
29,1,1,1,1,1,1,1,1,1,1,1,4,
30,2,2,2,2,2,2,2,2,2,2,2,2,
31,2,2,2,2,2,2,2,2,2,11,11,2,
32,2,2,2,2,2,2,2,2,2,2,2,2,
33,2,2,2,2,2,2,2,2,2,2,2,2,
34,1,1,4,4,4,4,2,2,2,2,2,2,
35,0,3,3,3,3,7,7,7,7,7,7,0,
36,1,3,1,1,5,5,5,5,5,5,5,4,
37,0,0,1,1,1,1,1,8,10,1,9,4,
38,1,1,1,1,1,1,1,1,1,1,1,4,
39,1,1,1,5,6,6,6,6,6,6,6,4,
40,1,1,4,4,4,4,4,4,4,4,4,3,
41,0,1,4,4,4,4,4,4,4,4,4,3,
42,1,1,4,4,4,4,4,4,4,4,4,3,
43,1,1,4,4,4,4,4,4,4,4,4,3,
44,1,1,1,1,1,1,1,1,1,1,1,4,
45,1,1,4,5,6,6,6,6,6,6,6,3,
46,1,3,1,1,1,1,1,1,1,1,9,4,
47,1,1,1,1,1,1,1,1,1,1,1,4,
48,1,1,1,1,1,1,1,1,1,1,1,4,
49,1,1,1,1,1,1,1,1,1,1,1,4,
50,1,1,4,4,4,4,4,4,4,4,4,3,
51,1,1,1,1,6,6,6,6,6,6,1,4,
52,0,0,0,0,0,0,8,8,8,8,8,4,
53,1,1,1,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.15153787888738934,0.21669063104898165,0.22531150433654348,0.21792743827526506,0.20878050724903907,0.2211273493328988,0.22702535698989237,0.2143363901112606,0.21501653614862368,0.21851971229668085,0.20668774327406242,0.25229637506426406,
NMI,0.35946770216070434,0.50779407501851981,0.67345867064330678,0.60608361394570665,0.5893640466456892,0.62981724407194661,0.7407933809006485,0.70208882365860303,0.70684639251908732,0.74972351402028548,0.7475784789446881,1.0,
Silhoutte,0.03924293,0.10682384,0.11542782,0.13758162,0.13678128,0.18482207,0.22180256,0.2158174,0.26172167,0.28513258,0.31247777,0.14668659,
