,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,1,4,4,4,4,4,4,3,0
1,0,0,0,0,6,6,6,6,1,1
2,0,0,4,4,4,4,4,4,3,0
3,0,3,3,3,3,3,3,3,0,2
4,0,0,4,4,4,4,4,4,3,0
5,2,2,2,2,2,2,2,2,1,3
6,0,0,0,0,6,6,6,6,1,1
7,0,0,0,5,5,5,5,5,3,4
8,0,0,0,5,5,5,5,5,3,4
9,0,3,3,3,3,3,3,3,0,2
10,0,3,3,3,3,3,3,3,0,2
11,0,0,4,4,6,7,7,7,3,1
12,2,2,2,2,2,2,2,2,1,3
13,2,3,3,3,3,3,6,9,1,3
14,2,2,2,2,2,2,2,2,1,5
15,2,2,2,2,2,2,2,2,1,5
16,2,2,2,2,2,2,2,2,1,5
17,2,2,2,2,2,2,2,2,1,5
18,2,2,2,2,2,2,2,2,1,5
19,2,2,2,2,2,2,2,2,1,5
20,2,2,2,2,2,2,2,2,1,5
21,2,2,2,2,2,2,2,2,1,3
22,2,2,2,2,2,2,2,2,1,5
23,1,1,1,1,1,1,1,1,0,6
24,1,1,1,1,1,1,1,1,2,6
25,1,1,1,1,1,1,1,1,2,6
26,2,2,2,2,2,2,2,9,1,3
27,1,1,1,1,1,1,1,1,2,7
28,1,1,1,1,1,1,1,1,2,6
29,1,1,1,1,1,1,1,1,2,6
30,1,3,3,3,3,3,3,3,0,2
31,1,3,3,3,3,3,3,3,0,2
32,0,3,3,3,3,3,3,3,0,2
33,1,1,1,1,1,1,1,1,2,6
34,1,1,1,1,1,1,1,1,2,7
35,0,0,4,4,4,4,4,4,3,0
36,0,0,0,5,5,5,5,5,3,4
37,1,1,1,1,1,1,1,1,2,7
38,1,1,1,1,1,1,1,1,2,7
39,1,1,1,1,1,1,1,1,2,7
40,1,1,1,1,6,1,8,8,2,8
41,0,3,4,5,6,6,8,8,2,8
42,2,3,4,5,6,6,8,8,2,8
43,1,1,1,1,1,1,1,1,2,7
44,1,1,1,1,1,1,1,1,2,7
45,1,1,1,1,1,1,1,1,2,3
46,1,1,1,1,1,1,1,1,2,6
47,1,1,1,1,1,1,1,1,2,7
48,1,1,1,1,1,1,1,1,2,6
49,1,1,1,1,1,1,1,1,2,7
50,1,1,1,1,1,1,1,1,2,7
51,1,1,1,1,1,1,1,1,2,7
52,0,0,4,4,0,7,7,7,3,1
53,1,1,1,1,1,1,1,1,2,7
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.15915718024187087,0.17584512990905635,0.1908507988777055,0.19164432864664932,0.18574218801551035,0.19039250146355557,0.18750672673570104,0.18387864839047122,0.20147256953002307,0.13663348480152104
NMI,0.56115704152308177,0.69244287910175895,0.73500935887653374,0.77405602978485777,0.71945465126753194,0.76202731119199618,0.80827433859488407,0.7917612866393714,1.0,0.68659550274641301
