,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,1,3,3,3,3,3,3,3,3,0,
1,1,3,3,3,6,7,7,7,7,0,
2,1,3,3,3,3,3,3,3,3,0,
3,2,2,2,2,5,5,5,5,5,1,
4,2,3,3,3,3,3,3,3,3,0,
5,0,3,3,3,3,3,3,3,3,0,
6,1,1,1,5,6,7,7,7,7,1,
7,0,2,4,4,6,6,6,6,6,0,
8,0,0,4,4,6,6,6,6,6,0,
9,2,2,0,2,5,5,5,5,5,1,
10,2,2,2,2,5,5,5,5,5,1,
11,0,3,3,3,3,3,3,9,9,0,
12,2,2,2,5,6,7,7,7,7,1,
13,2,2,2,2,5,5,5,5,5,1,
14,2,2,2,5,5,5,2,2,2,1,
15,2,3,3,5,2,2,2,2,2,1,
16,2,2,2,5,2,2,2,2,2,1,
17,2,3,3,5,2,2,2,2,2,1,
18,2,3,3,5,2,2,2,2,2,1,
19,0,3,0,5,2,2,8,8,8,1,
20,0,3,4,4,4,4,4,4,4,1,
21,2,2,2,5,6,7,7,7,7,1,
22,1,3,3,1,1,2,2,2,2,3,
23,2,2,2,2,5,5,5,5,5,1,
24,2,2,2,2,5,5,5,5,5,1,
25,2,2,2,2,5,5,8,8,8,1,
26,2,2,2,5,2,2,2,2,2,1,
27,1,1,1,1,1,1,8,8,8,3,
28,1,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,1,3,
30,1,1,4,4,4,4,4,4,4,1,
31,0,0,4,4,4,4,4,4,4,1,
32,0,0,4,4,4,4,4,4,4,1,
33,1,1,1,1,1,1,1,1,1,0,
34,1,1,1,1,1,1,1,1,1,3,
35,0,3,3,3,3,3,3,3,3,0,
36,1,1,1,1,1,1,1,1,1,3,
37,1,1,1,5,6,7,7,7,10,3,
38,1,1,1,1,1,1,1,1,1,3,
39,1,1,1,1,1,1,1,1,1,3,
40,1,1,1,1,1,1,1,1,1,3,
41,1,1,1,1,1,1,1,1,1,3,
42,1,1,1,1,1,1,1,1,1,3,
43,1,1,1,1,1,1,1,1,1,3,
44,1,1,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,1,1,3,
46,0,2,2,5,6,4,4,6,10,3,
47,99,99,99,99,99,99,99,99,99,99,
48,1,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,1,1,3,
52,0,0,0,0,0,0,0,9,9,0,
53,1,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,99,
55,1,1,1,1,1,1,1,1,1,3,
Modularity,0.09143646577698827,0.10329041185747004,0.10410936396870833,0.12992903559509325,0.12806477799608545,0.124424101208952,0.12157061153529597,0.12082489702735624,0.1251944161864728,0.15362353538464607,
NMI,0.44603169870131709,0.39800922637722064,0.45760700539087557,0.6344207089671734,0.61565676182568796,0.57776924802096319,0.53502318080756128,0.53779294831862878,0.58629559572008194,1.0,
Silhoutte,0.13265896,0.1322857,0.15397396,0.20376138,0.22932353,0.23515687,0.2331017,0.25150148,0.29600912,0.18423007,
