,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,3,3,5,5,5,5,5,5,5,5,1,0
1,0,0,0,1,6,7,8,8,8,8,8,0,1
2,0,3,3,5,5,5,5,5,5,5,5,1,0
3,2,2,2,2,3,3,2,1,1,1,1,0,2
4,0,3,3,5,5,5,5,5,5,5,5,1,0
5,0,0,0,0,0,0,2,2,2,11,11,0,3
6,0,0,1,1,6,7,8,8,8,8,8,0,1
7,2,2,2,2,2,7,2,2,2,2,2,0,3
8,0,0,0,0,6,6,6,6,10,10,7,2,3
9,1,1,1,2,1,1,1,1,1,1,9,2,4
10,2,2,2,2,3,3,2,2,2,2,2,0,2
11,0,0,0,5,6,2,7,7,7,7,10,4,3
12,2,2,4,4,4,4,4,2,4,4,4,0,3
13,2,2,3,3,3,3,2,2,2,2,2,0,2
14,2,2,4,4,4,4,4,4,4,4,4,0,5
15,2,2,4,4,4,4,4,4,4,4,4,0,5
16,0,0,4,4,4,4,4,9,4,11,11,0,3
17,2,2,4,4,4,4,4,4,4,4,4,0,5
18,2,2,4,4,4,4,4,4,4,4,4,0,5
19,2,2,4,4,4,4,4,4,4,4,4,0,5
20,1,0,4,4,4,4,4,4,4,4,4,0,5
21,0,0,2,1,6,7,8,8,8,8,8,0,1
22,1,2,4,4,4,4,4,4,4,4,4,0,5
23,2,2,3,3,3,3,2,2,2,2,2,0,2
24,2,3,3,3,3,3,3,3,3,3,3,3,6
25,2,2,2,2,1,1,1,1,1,1,1,0,2
26,2,3,3,3,3,3,3,3,3,3,3,3,6
27,1,1,1,1,1,1,1,1,1,1,1,2,4
28,1,1,1,1,1,1,1,1,1,1,1,2,4
29,1,1,1,1,1,1,1,9,9,9,9,2,4
30,1,1,2,2,1,1,1,1,1,1,1,4,2
31,0,0,0,0,0,7,7,7,7,7,10,4,3
32,1,1,2,2,1,1,1,1,1,1,1,4,2
33,1,1,2,2,1,1,1,1,1,1,1,4,2
34,1,1,1,1,1,1,1,1,1,1,1,2,4
35,1,1,1,5,5,5,5,5,5,5,5,1,0
36,1,1,1,1,6,6,1,6,10,10,7,2,4
37,2,2,2,5,6,6,6,6,10,10,12,2,3
38,2,2,2,0,0,6,6,0,0,0,12,2,3
39,2,2,1,1,2,2,7,9,9,9,9,2,3
40,1,3,1,1,2,2,7,7,6,6,6,2,7
41,0,3,0,2,2,2,7,7,6,6,6,2,7
42,0,3,0,0,2,2,7,7,6,6,6,2,7
43,1,3,3,3,3,3,3,3,3,3,3,3,6
44,1,1,1,1,2,1,1,9,9,9,9,2,4
45,1,3,3,3,3,3,3,3,3,3,3,3,6
46,1,3,1,1,6,7,6,9,9,9,9,2,4
47,2,2,2,5,6,6,6,6,10,10,12,2,3
48,2,2,2,5,6,6,6,6,10,10,12,2,3
49,1,1,1,1,1,1,1,9,9,9,9,2,4
50,1,3,3,3,3,3,3,3,3,3,3,3,6
51,1,1,1,1,5,7,5,9,9,9,9,2,4
52,0,0,0,5,5,7,7,7,7,7,10,4,3
53,1,1,1,1,1,1,1,9,9,9,9,2,4
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.10827541076616287,0.12276316100270544,0.11996886201155028,0.13712005222275814,0.15134132951776927,0.15129250982051387,0.1622332218312802,0.1537171887331565,0.15881423723117702,0.15490855326281616,0.15022050454247143,0.18388739201873308,0.15007280123868838
NMI,0.20130311681768293,0.43060259138256779,0.44940122378522829,0.47226103171187855,0.4503580007601593,0.54354344289794321,0.64033341411348055,0.61837158030085759,0.68360060354156116,0.67204299023320113,0.67784832046962917,1.0,0.63124274579766104
