,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12
0,0,1,4,4,4,4,4,4,4,4,4
1,0,0,4,4,4,2,8,9,10,10,10
2,1,1,4,4,4,4,4,4,4,4,4
3,1,1,1,1,6,6,6,6,6,6,6
4,0,0,4,4,4,4,4,4,4,4,4
5,1,1,4,4,4,4,7,7,7,7,7
6,2,0,4,4,4,4,8,9,10,10,10
7,0,0,0,0,2,2,8,9,8,8,8
8,0,0,0,0,0,0,5,5,8,8,8
9,2,3,4,4,4,3,7,7,7,7,3
10,1,1,4,4,5,7,7,7,7,7,7
11,1,1,4,5,5,7,7,7,7,7,7
12,1,1,4,4,4,7,7,7,7,7,7
13,1,1,4,4,6,6,6,6,6,6,6
14,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1
16,1,1,4,4,4,4,7,7,7,1,1
17,1,1,1,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1,1,1,1
19,0,3,1,1,1,1,1,1,1,1,11
20,1,1,1,1,1,1,1,1,1,1,1
21,1,1,4,4,4,4,1,1,10,10,10
22,1,3,1,1,1,1,1,1,1,1,1
23,0,1,0,0,6,6,6,6,6,6,6
24,2,2,2,2,6,6,6,6,6,6,6
25,2,2,2,2,6,6,6,6,6,6,6
26,1,1,4,4,4,6,6,6,10,6,6
27,2,2,2,2,2,2,2,2,2,11,11
28,0,3,3,3,3,3,3,3,3,3,3
29,2,2,2,2,2,2,2,2,2,11,12
30,0,3,3,3,3,3,3,3,3,3,3
31,2,3,3,3,3,3,3,3,3,3,3
32,0,3,3,3,3,3,3,3,3,3,3
33,2,3,3,3,3,3,3,3,3,3,3
34,1,3,3,3,3,3,3,3,3,3,12
35,0,0,4,4,4,4,4,4,4,4,4
36,2,2,2,2,2,2,2,2,8,8,8
37,0,1,1,1,6,7,7,9,5,5,5
38,2,2,2,0,6,2,2,2,2,11,12
39,2,2,2,2,5,2,8,8,9,9,9
40,2,2,2,5,5,5,5,5,5,5,5
41,0,1,4,5,5,5,5,5,5,5,5
42,2,1,0,5,5,5,5,5,5,5,5
43,2,2,2,2,2,2,2,2,2,2,2
44,2,2,2,2,2,2,2,2,2,2,2
45,2,2,2,2,2,2,2,2,2,2,2
46,2,2,2,5,5,7,8,8,9,9,9
47,0,0,0,0,6,7,7,9,5,5,5
48,2,2,2,2,2,2,2,2,2,2,2
49,2,2,2,2,2,2,2,2,6,6,2
50,2,2,2,2,5,2,8,8,9,9,9
51,0,0,0,5,5,7,8,8,9,9,9
52,2,2,4,4,4,4,4,4,4,4,4
53,2,2,2,2,2,2,2,2,2,2,2
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
