,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,1,1,1,3,6,6,6,6,10,10,10,5,0
1,2,3,3,3,6,6,6,6,6,6,6,5,0
2,2,3,3,5,5,5,5,5,5,5,5,4,1
3,2,2,3,5,5,5,5,5,6,6,6,4,2
4,0,3,3,3,6,6,6,6,10,10,10,5,0
5,2,0,4,4,4,4,4,4,4,4,4,0,3
6,0,1,1,3,6,6,6,6,6,6,6,5,0
7,0,0,4,4,4,7,7,7,7,7,7,0,4
8,0,0,4,4,4,7,7,7,7,7,7,0,4
9,2,2,2,5,5,6,4,9,9,9,9,4,2
10,2,2,4,4,4,4,4,4,4,4,4,4,3
11,0,1,4,4,4,4,4,4,4,4,4,0,3
12,2,1,4,4,4,4,4,4,4,4,4,0,3
13,2,2,2,5,5,4,4,4,4,9,9,4,2
14,1,3,3,3,3,3,3,3,3,3,3,1,5
15,1,3,3,3,3,3,3,3,3,3,3,1,5
16,0,0,0,0,0,0,8,8,8,8,8,1,6
17,1,3,3,3,3,3,3,3,3,3,3,1,5
18,1,3,3,3,3,3,3,3,3,3,3,1,5
19,0,0,0,0,0,0,0,0,0,11,11,1,6
20,1,3,3,3,3,3,3,3,3,3,3,1,5
21,1,1,4,4,4,4,4,4,4,4,4,1,3
22,99,99,99,99,99,99,99,99,99,99,99,99,99
23,2,2,2,5,6,7,7,9,9,9,9,4,2
24,2,2,2,5,6,6,6,9,9,9,9,4,2
25,2,2,2,5,5,1,1,9,6,6,6,4,2
26,1,3,3,3,3,3,3,3,3,3,3,1,5
27,1,1,1,1,1,1,1,1,1,1,1,3,7
28,1,1,1,1,1,1,1,1,1,1,1,3,7
29,1,1,1,1,1,1,1,1,1,1,1,3,7
30,2,2,2,5,5,5,5,5,5,5,5,4,1
31,2,2,2,5,5,5,5,5,5,5,5,4,1
32,2,3,2,5,5,5,5,5,5,5,5,4,1
33,1,1,1,1,1,1,1,1,1,1,1,3,7
34,1,1,1,1,1,1,1,1,1,1,1,3,7
35,0,3,1,3,6,6,6,6,10,10,10,5,0
36,2,2,2,2,5,7,7,7,7,7,7,0,4
37,2,2,2,2,2,2,2,2,2,2,2,6,8
38,1,1,1,1,1,1,1,1,1,1,1,3,7
39,2,2,2,2,2,2,2,2,2,2,2,6,8
40,1,1,1,1,1,1,1,1,1,1,1,3,6
41,0,0,0,0,0,0,0,0,0,0,0,3,6
42,0,0,0,0,0,0,0,0,0,0,0,3,6
43,0,1,1,1,6,6,6,5,5,10,10,3,6
44,2,2,2,2,2,2,2,2,2,2,2,6,8
45,2,2,2,2,2,2,2,2,2,2,2,6,8
46,1,1,1,1,1,1,8,8,8,8,8,0,7
47,2,2,2,2,2,2,2,2,2,2,2,6,8
48,1,1,1,1,1,1,1,1,1,1,1,3,7
49,1,1,1,1,1,1,1,1,1,1,1,3,7
50,0,0,0,0,0,0,0,8,4,11,11,3,5
51,1,1,1,1,1,1,1,1,1,1,1,3,7
52,0,0,0,0,0,0,0,0,0,11,12,0,6
53,1,1,1,1,1,1,1,1,1,1,1,3,7
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.10790363127688368,0.11778088843393349,0.15156392677155678,0.23036727553525116,0.2107872789256456,0.2086030617837036,0.21357578037438923,0.21438658404662964,0.20398389820419915,0.20855200591220768,0.20878291847279673,0.25551982209652624,0.2205910507728806
NMI,0.43299010656965026,0.49698801384698732,0.5367478982545032,0.71370603407667987,0.68338546368952713,0.6336273437239418,0.66024337217278273,0.72108137550383611,0.67785888557272034,0.71539185913977188,0.72774790808324752,1.0,0.72252100889526949
