,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,1,1,1,6,6,6,6,0,0
1,1,1,1,1,1,1,1,1,0,1
2,1,1,1,1,1,1,1,1,0,1
3,1,1,1,1,1,1,1,1,1,2
4,1,1,1,1,6,6,6,6,0,0
5,1,1,1,1,1,1,1,1,0,3
6,1,1,1,1,1,1,1,1,0,1
7,1,1,1,1,1,1,1,1,0,1
8,1,1,1,2,2,7,8,8,2,0
9,1,1,1,1,1,1,1,1,0,3
10,1,1,1,1,1,1,1,1,0,3
11,1,1,1,1,1,2,2,2,0,0
12,1,1,1,1,1,1,1,1,0,3
13,1,1,1,1,1,1,1,1,0,1
14,1,1,1,1,1,1,1,1,0,1
15,1,1,1,1,1,1,1,1,0,1
16,1,1,1,1,1,1,1,1,0,3
17,1,1,1,1,1,1,1,1,0,3
18,1,1,1,1,1,1,1,1,0,3
19,1,1,1,1,1,1,1,1,0,3
20,1,1,1,1,1,1,1,1,0,3
21,1,1,1,1,1,1,1,1,0,3
22,1,1,1,1,1,1,1,1,0,3
23,2,2,2,4,4,4,4,4,2,4
24,0,0,4,4,4,4,4,9,2,5
25,1,1,1,1,1,1,1,9,0,1
26,0,0,4,4,4,4,4,4,2,5
27,2,3,3,3,3,3,3,3,1,2
28,2,3,3,3,3,3,3,3,1,2
29,2,2,2,2,2,2,2,2,2,4
30,1,3,3,3,3,3,3,3,1,6
31,0,3,3,3,3,3,3,3,1,6
32,0,3,3,3,3,3,3,3,1,6
33,0,3,3,3,3,3,3,3,1,6
34,2,3,3,3,3,3,3,3,2,7
35,1,1,1,5,6,6,6,6,0,0
36,2,2,2,2,2,7,8,8,2,0
37,0,0,0,0,4,7,7,7,2,5
38,2,2,2,2,2,2,2,2,2,7
39,2,2,2,2,2,2,2,2,2,7
40,1,2,2,5,5,5,5,5,2,8
41,1,1,1,5,5,5,5,5,2,8
42,1,1,1,5,5,5,5,5,2,8
43,0,0,4,4,4,4,4,4,2,5
44,2,2,2,2,2,2,2,2,2,7
45,2,2,2,2,2,2,2,2,2,7
46,2,2,2,2,2,2,2,2,2,4
47,2,2,2,2,2,7,7,7,2,7
48,2,2,2,2,2,2,2,2,2,4
49,2,2,2,2,2,2,2,2,2,7
50,2,2,2,2,2,2,2,2,2,4
51,2,2,2,2,2,2,2,2,2,7
52,1,1,1,0,6,0,6,2,0,0
53,2,2,2,2,2,2,2,2,2,4
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.12891774204389436,0.14157470498966737,0.14160978224931361,0.14955322066650992,0.1471658529486327,0.1405280090099462,0.14003797748999094,0.138278993408432,0.17767440794769074,0.07343615985298477
NMI,0.45016445027306595,0.63780977901932778,0.62660123754341168,0.65347555784447209,0.69431847254794354,0.60733475358271327,0.60565796374472669,0.54671595913689508,1.0,0.63151965317046888
