,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,1,1,1,1,1,1,1,0,0
1,1,3,3,4,6,6,6,2,1
2,1,1,1,1,1,1,1,0,0
3,1,1,4,4,4,4,4,1,0
4,1,1,1,1,1,1,1,0,0
5,1,1,1,1,1,1,1,0,2
6,1,1,1,1,1,1,1,0,2
7,1,1,1,1,1,1,1,0,2
8,0,0,3,5,5,5,5,2,1
9,1,1,1,1,1,1,1,0,0
10,1,1,1,1,1,1,1,0,2
11,1,1,1,1,1,1,1,0,2
12,1,1,1,1,1,1,1,0,2
13,1,1,1,1,1,1,1,0,0
14,1,1,1,1,1,1,1,0,2
15,1,1,1,1,1,1,1,0,0
16,1,1,1,1,1,1,1,0,0
17,1,1,1,1,1,1,1,0,2
18,1,1,1,1,1,1,1,0,2
19,1,1,1,1,1,1,1,0,2
20,1,1,1,1,1,1,1,0,2
21,1,1,1,1,1,1,1,0,2
22,1,1,1,1,1,1,1,0,2
23,0,0,4,4,4,4,4,1,1
24,2,2,2,2,2,3,3,2,1
25,2,3,3,3,3,3,3,2,3
26,0,3,3,3,3,3,3,2,4
27,2,2,2,2,2,2,2,2,3
28,2,2,2,2,2,2,2,2,3
29,2,2,2,2,2,2,2,2,5
30,2,2,2,2,2,6,2,2,3
31,2,2,2,2,6,6,8,2,1
32,1,1,1,5,6,6,8,2,1
33,2,2,2,2,2,2,2,2,3
34,2,2,2,2,2,2,2,2,1
35,1,1,4,4,4,4,1,2,0
36,0,0,0,5,5,5,5,2,1
37,2,2,2,2,2,2,2,2,1
38,2,2,2,2,2,2,2,2,5
39,2,2,2,2,2,2,2,2,5
40,1,1,1,2,5,7,7,2,6
41,1,1,1,1,5,7,7,2,6
42,2,2,2,2,2,2,2,2,5
43,1,3,3,3,3,3,3,2,4
44,2,2,2,2,2,2,2,2,5
45,0,3,3,3,3,3,3,2,4
46,0,0,0,0,6,6,6,0,1
47,2,2,2,5,2,2,2,2,1
48,2,2,2,2,2,2,2,2,3
49,2,2,2,2,2,2,2,2,3
50,2,3,3,3,3,3,3,2,4
51,2,3,3,3,5,5,5,2,1
52,2,1,1,1,1,1,1,2,3
53,2,2,2,2,2,2,2,2,5
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.0923243140601297,0.10168503898318637,0.10126133927778291,0.10268013720310683,0.10824997793214947,0.10554971571688135,0.10765755644755358,0.1265657114253005,0.052015130360921605
NMI,0.42313247959151162,0.43216221117299997,0.53552211017572315,0.58777071910291923,0.59206553273003226,0.56886746223277262,0.57625491481867319,1.0,0.46888738713615391
