,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,0,3,3,3,3,3,3,3,0,0
1,0,3,3,3,3,3,3,3,0,0
2,0,3,3,3,3,3,3,3,0,0
3,2,2,2,5,5,5,5,5,2,1
4,0,3,3,3,3,3,3,3,0,0
5,1,1,1,5,5,5,5,5,2,1
6,0,3,3,3,3,3,8,8,0,2
7,1,3,3,5,5,5,5,5,2,1
8,0,0,2,2,6,6,6,6,5,3
9,1,1,1,5,5,5,5,5,2,1
10,1,1,1,5,5,5,5,5,2,1
11,0,0,0,0,0,0,0,9,5,2
12,1,1,1,1,1,1,1,1,2,1
13,1,1,1,5,5,5,5,5,2,4
14,1,1,1,5,5,5,5,5,2,4
15,1,1,1,1,1,1,1,1,1,4
16,2,2,2,1,1,7,7,7,1,2
17,1,1,1,1,1,1,1,1,1,4
18,1,1,1,1,1,1,1,1,1,4
19,1,1,1,1,1,1,1,1,1,4
20,1,1,1,1,1,1,1,1,1,4
21,1,1,1,1,1,1,1,1,1,4
22,1,1,1,1,1,1,1,1,1,4
23,2,2,2,5,5,5,5,5,2,5
24,2,2,2,5,5,5,5,5,5,5
25,99,99,99,99,99,99,99,99,99,99
26,1,1,1,1,1,1,8,8,1,4
27,1,1,1,1,1,1,1,1,1,4
28,2,2,2,4,1,5,5,5,2,1
29,2,2,2,2,2,2,2,2,5,6
30,2,2,4,4,4,4,4,4,5,7
31,2,2,4,4,4,4,4,4,5,7
32,2,2,4,4,4,4,4,4,5,7
33,2,2,4,4,4,4,4,4,5,7
34,0,0,0,2,2,2,2,2,5,2
35,1,3,3,3,3,3,3,3,0,1
36,0,0,2,2,6,6,6,6,5,3
37,99,99,99,99,99,99,99,99,99,99
38,0,0,0,0,0,7,7,7,1,2
39,1,0,0,0,5,0,0,8,5,2
40,2,2,2,2,2,2,2,2,5,5
41,1,3,3,2,2,2,2,2,5,5
42,99,99,99,99,99,99,99,99,99,99
43,2,2,2,2,2,2,2,2,5,5
44,2,2,2,2,2,2,2,2,5,5
45,99,99,99,99,99,99,99,99,99,99
46,2,2,2,2,6,6,6,6,5,6
47,99,99,99,99,99,99,99,99,99,99
48,1,3,4,2,6,6,6,6,5,3
49,2,2,2,2,2,2,2,2,5,5
50,2,2,2,2,2,2,2,2,5,6
51,2,2,2,5,5,5,5,5,5,5
52,1,2,2,5,5,5,5,5,2,1
53,2,2,2,2,2,2,2,2,5,6
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.10702892651491427,0.12662590192349138,0.12334882721700437,0.1540681120341741,0.1394048348526648,0.13711820544347111,0.13116475924591922,0.13103947404902125,0.16560906614987445,0.10700377763699306
NMI,0.31145769243468313,0.46301501331921435,0.47860549518554296,0.69598545261364975,0.6661465859240091,0.71010177064369295,0.67717096664521292,0.65467238605314582,1.0,0.58426939391343968
