,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,0,3,3,5,5,5,5,5,5,5,5,1,
1,0,0,0,1,6,7,8,8,8,8,8,0,
2,0,3,3,5,5,5,5,5,5,5,5,1,
3,2,2,2,2,3,3,2,1,1,1,1,0,
4,0,3,3,5,5,5,5,5,5,5,5,1,
5,0,0,0,0,0,0,2,2,2,11,11,0,
6,0,0,1,1,6,7,8,8,8,8,8,0,
7,2,2,2,2,2,7,2,2,2,2,2,0,
8,0,0,0,0,6,6,6,6,10,10,7,2,
9,1,1,1,2,1,1,1,1,1,1,9,2,
10,2,2,2,2,3,3,2,2,2,2,2,0,
11,0,0,0,5,6,2,7,7,7,7,10,4,
12,2,2,4,4,4,4,4,2,4,4,4,0,
13,2,2,3,3,3,3,2,2,2,2,2,0,
14,2,2,4,4,4,4,4,4,4,4,4,0,
15,2,2,4,4,4,4,4,4,4,4,4,0,
16,0,0,4,4,4,4,4,9,4,11,11,0,
17,2,2,4,4,4,4,4,4,4,4,4,0,
18,2,2,4,4,4,4,4,4,4,4,4,0,
19,2,2,4,4,4,4,4,4,4,4,4,0,
20,1,0,4,4,4,4,4,4,4,4,4,0,
21,0,0,2,1,6,7,8,8,8,8,8,0,
22,1,2,4,4,4,4,4,4,4,4,4,0,
23,2,2,3,3,3,3,2,2,2,2,2,0,
24,2,3,3,3,3,3,3,3,3,3,3,3,
25,2,2,2,2,1,1,1,1,1,1,1,0,
26,2,3,3,3,3,3,3,3,3,3,3,3,
27,1,1,1,1,1,1,1,1,1,1,1,2,
28,1,1,1,1,1,1,1,1,1,1,1,2,
29,1,1,1,1,1,1,1,9,9,9,9,2,
30,1,1,2,2,1,1,1,1,1,1,1,4,
31,0,0,0,0,0,7,7,7,7,7,10,4,
32,1,1,2,2,1,1,1,1,1,1,1,4,
33,1,1,2,2,1,1,1,1,1,1,1,4,
34,1,1,1,1,1,1,1,1,1,1,1,2,
35,1,1,1,5,5,5,5,5,5,5,5,1,
36,1,1,1,1,6,6,1,6,10,10,7,2,
37,2,2,2,5,6,6,6,6,10,10,12,2,
38,2,2,2,0,0,6,6,0,0,0,12,2,
39,2,2,1,1,2,2,7,9,9,9,9,2,
40,1,3,1,1,2,2,7,7,6,6,6,2,
41,0,3,0,2,2,2,7,7,6,6,6,2,
42,0,3,0,0,2,2,7,7,6,6,6,2,
43,1,3,3,3,3,3,3,3,3,3,3,3,
44,1,1,1,1,2,1,1,9,9,9,9,2,
45,1,3,3,3,3,3,3,3,3,3,3,3,
46,1,3,1,1,6,7,6,9,9,9,9,2,
47,2,2,2,5,6,6,6,6,10,10,12,2,
48,2,2,2,5,6,6,6,6,10,10,12,2,
49,1,1,1,1,1,1,1,9,9,9,9,2,
50,1,3,3,3,3,3,3,3,3,3,3,3,
51,1,1,1,1,5,7,5,9,9,9,9,2,
52,0,0,0,5,5,7,7,7,7,7,10,4,
53,1,1,1,1,1,1,1,9,9,9,9,2,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.10827541076616287,0.12276316100270544,0.11996886201155028,0.13712005222275814,0.15134132951776927,0.15129250982051387,0.1622332218312802,0.1537171887331565,0.15881423723117702,0.15490855326281616,0.15022050454247143,0.18388739201873308,
NMI,0.20130311681768293,0.43060259138256779,0.44940122378522829,0.47226103171187855,0.4503580007601593,0.54354344289794321,0.64033341411348055,0.61837158030085759,0.68360060354156116,0.67204299023320113,0.67784832046962917,1.0,
Silhoutte,0.02046076,0.0268531,0.05343143,0.06320707,0.09526925,0.11891734,0.15913221,0.17136324,0.21008473,0.21235169,0.21277791,0.07470558,
