,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,1,1,4,5,6,7,6,6,6,7,7,2,0
1,0,3,3,3,6,6,4,4,10,10,12,2,1
2,0,0,0,5,6,6,6,6,6,6,6,2,0
3,0,0,4,4,4,4,8,7,7,11,11,3,2
4,1,0,0,5,6,6,6,6,6,6,6,2,0
5,0,0,0,0,0,0,0,0,0,0,0,1,2
6,2,2,2,2,2,2,2,2,2,2,2,0,3
7,2,3,3,3,3,3,3,3,3,3,3,2,4
8,2,3,3,3,3,3,3,3,3,3,3,2,4
9,2,2,2,5,5,7,7,9,9,7,10,2,2
10,2,2,1,1,1,7,6,6,6,7,7,2,4
11,2,3,3,3,3,3,3,3,3,3,3,2,4
12,2,2,3,3,3,7,3,3,3,7,7,2,4
13,0,0,1,1,1,1,1,1,1,1,6,1,1
14,1,1,1,5,5,5,5,5,5,5,5,3,5
15,1,1,1,1,1,1,1,1,1,1,1,1,6
16,1,1,1,1,1,1,1,1,1,1,1,1,6
17,1,1,1,1,1,1,1,1,1,1,1,1,6
18,1,1,1,1,1,1,1,1,1,1,1,1,6
19,1,1,1,1,1,1,1,1,1,1,1,1,6
20,0,0,0,0,0,0,8,8,8,8,8,3,7
21,1,1,1,1,1,1,1,1,1,1,1,1,6
22,1,1,1,1,1,1,1,1,1,1,1,1,6
23,2,2,0,0,5,7,7,7,7,7,11,2,2
24,0,0,0,0,0,0,7,9,10,10,10,2,2
25,0,3,3,3,3,3,3,3,3,3,3,2,4
26,2,2,2,2,2,2,2,2,2,2,12,0,1
27,1,1,4,1,3,3,3,3,3,3,1,2,8
28,2,2,2,2,2,2,2,2,2,2,2,0,3
29,2,2,2,2,2,2,2,2,2,2,2,0,3
30,2,2,2,2,2,2,2,2,2,2,2,0,3
31,0,1,3,4,4,4,8,8,8,8,8,3,7
32,1,1,4,4,4,4,8,8,4,4,1,1,7
33,0,3,3,3,4,4,8,8,8,8,8,3,7
34,0,3,4,4,3,3,3,3,3,11,11,2,8
35,0,0,0,5,6,6,6,6,6,6,6,2,0
36,0,3,3,3,3,3,3,3,3,3,3,2,4
37,0,3,0,0,0,0,7,9,9,9,10,2,2
38,2,2,2,2,2,2,2,2,2,2,2,0,3
39,2,2,2,2,2,2,2,2,2,2,2,0,3
40,1,1,4,5,5,5,5,5,5,5,5,3,5
41,1,3,4,4,5,5,4,4,10,5,4,3,8
42,1,1,4,5,5,5,5,5,5,5,5,3,5
43,2,2,2,2,2,2,2,2,2,2,2,0,3
44,1,1,4,5,5,5,5,5,5,5,5,3,8
45,1,1,4,4,5,5,4,5,5,5,5,3,8
46,0,0,0,4,4,4,8,7,7,11,11,3,2
47,0,0,0,0,0,0,0,9,9,9,9,0,2
48,1,1,4,4,4,4,4,4,4,4,4,3,8
49,1,1,4,4,4,4,4,4,4,4,4,3,8
50,2,2,2,2,2,2,2,2,2,2,2,0,3
51,1,3,4,4,3,3,4,4,10,3,12,2,8
52,0,0,3,4,4,4,8,4,4,4,4,3,7
53,1,3,4,4,4,4,4,4,4,4,4,3,8
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.08883178945032053,0.11699121325027426,0.1200710608026688,0.13898295955985557,0.15616432188531232,0.15645282345093112,0.15565788770067232,0.15208896652767792,0.1475991143201634,0.14189604536070793,0.131679932574402,0.1738670540078891,0.13691990064517665
NMI,0.31223462050935713,0.36483572305554235,0.4354450753323601,0.50912055446373261,0.63746637767082914,0.70331164258473722,0.70452221235311019,0.67033453826921818,0.67928640462825818,0.6998811393297053,0.64330927964619333,1.0,0.56369284151783949
