,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,1,3,3,3,3,3,3,3,3,0,0
1,1,3,3,3,6,7,7,7,7,0,1
2,1,3,3,3,3,3,3,3,3,0,0
3,2,2,2,2,5,5,5,5,5,1,2
4,2,3,3,3,3,3,3,3,3,0,0
5,0,3,3,3,3,3,3,3,3,0,0
6,1,1,1,5,6,7,7,7,7,1,1
7,0,2,4,4,6,6,6,6,6,0,1
8,0,0,4,4,6,6,6,6,6,0,1
9,2,2,0,2,5,5,5,5,5,1,3
10,2,2,2,2,5,5,5,5,5,1,1
11,0,3,3,3,3,3,3,9,9,0,1
12,2,2,2,5,6,7,7,7,7,1,1
13,2,2,2,2,5,5,5,5,5,1,2
14,2,2,2,5,5,5,2,2,2,1,4
15,2,3,3,5,2,2,2,2,2,1,4
16,2,2,2,5,2,2,2,2,2,1,4
17,2,3,3,5,2,2,2,2,2,1,4
18,2,3,3,5,2,2,2,2,2,1,4
19,0,3,0,5,2,2,8,8,8,1,3
20,0,3,4,4,4,4,4,4,4,1,3
21,2,2,2,5,6,7,7,7,7,1,4
22,1,3,3,1,1,2,2,2,2,3,5
23,2,2,2,2,5,5,5,5,5,1,2
24,2,2,2,2,5,5,5,5,5,1,2
25,2,2,2,2,5,5,8,8,8,1,3
26,2,2,2,5,2,2,2,2,2,1,4
27,1,1,1,1,1,1,8,8,8,3,5
28,1,1,1,1,1,1,1,1,1,3,5
29,1,1,1,1,1,1,1,1,1,3,5
30,1,1,4,4,4,4,4,4,4,1,3
31,0,0,4,4,4,4,4,4,4,1,3
32,0,0,4,4,4,4,4,4,4,1,3
33,1,1,1,1,1,1,1,1,1,0,5
34,1,1,1,1,1,1,1,1,1,3,5
35,0,3,3,3,3,3,3,3,3,0,0
36,1,1,1,1,1,1,1,1,1,3,6
37,1,1,1,5,6,7,7,7,10,3,7
38,1,1,1,1,1,1,1,1,1,3,5
39,1,1,1,1,1,1,1,1,1,3,5
40,1,1,1,1,1,1,1,1,1,3,6
41,1,1,1,1,1,1,1,1,1,3,6
42,1,1,1,1,1,1,1,1,1,3,6
43,1,1,1,1,1,1,1,1,1,3,6
44,1,1,1,1,1,1,1,1,1,3,5
45,1,1,1,1,1,1,1,1,1,3,6
46,0,2,2,5,6,4,4,6,10,3,7
47,99,99,99,99,99,99,99,99,99,99,99
48,1,1,1,1,1,1,1,1,1,3,5
49,1,1,1,1,1,1,1,1,1,3,5
50,1,1,1,1,1,1,1,1,1,3,6
51,1,1,1,1,1,1,1,1,1,3,5
52,0,0,0,0,0,0,0,9,9,0,1
53,1,1,1,1,1,1,1,1,1,3,5
54,99,99,99,99,99,99,99,99,99,99,99
55,1,1,1,1,1,1,1,1,1,3,5
Modularity,0.09143646577698827,0.10329041185747004,0.10410936396870833,0.12992903559509325,0.12806477799608545,0.124424101208952,0.12157061153529597,0.12082489702735624,0.1251944161864728,0.15362353538464607,0.08827465827292783
NMI,0.44603169870131709,0.39800922637722064,0.45760700539087557,0.6344207089671734,0.61565676182568796,0.57776924802096319,0.53502318080756128,0.53779294831862878,0.58629559572008194,1.0,0.61960120141986053
