,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,0,0,0,6,6,6,6,6,6,6,0,0
1,2,3,3,3,3,7,7,7,7,7,7,0,1
2,2,3,3,3,3,3,3,3,3,3,3,0,2
3,2,2,2,2,2,3,8,8,2,2,9,0,1
4,0,0,0,0,6,6,6,6,6,6,6,0,0
5,2,2,2,2,2,2,7,9,9,11,2,0,3
6,0,0,1,0,0,7,7,7,7,7,7,0,1
7,2,2,4,4,4,7,7,7,7,7,7,0,1
8,2,2,2,2,2,2,7,1,1,11,11,0,3
9,0,2,1,1,1,1,8,8,2,2,9,0,1
10,2,3,3,3,3,3,3,8,3,3,3,0,1
11,1,1,1,1,1,1,1,1,10,10,1,1,4
12,2,2,2,2,2,2,7,9,9,9,2,0,1
13,2,2,2,2,2,2,8,8,2,2,9,0,1
14,0,0,0,0,0,0,0,9,9,9,4,0,5
15,2,2,2,2,2,2,7,2,9,4,2,0,3
16,0,0,4,2,4,2,2,2,4,4,4,0,5
17,0,0,4,2,2,2,2,2,4,4,4,0,5
18,2,2,2,2,2,2,7,2,9,4,2,0,3
19,2,3,2,2,2,2,2,2,4,4,4,0,5
20,2,3,3,3,3,3,3,3,3,3,3,0,2
21,2,2,2,2,2,2,7,7,7,7,7,0,1
22,2,3,3,3,3,3,3,3,3,3,3,0,2
23,0,2,4,4,4,4,8,8,2,2,9,0,1
24,1,3,4,4,4,4,4,4,8,8,8,1,6
25,2,2,2,2,2,7,7,9,9,9,2,0,5
26,0,2,2,2,6,6,8,8,10,10,10,0,5
27,1,1,1,1,1,1,2,2,4,4,1,1,6
28,2,3,3,3,3,3,3,3,3,3,3,0,3
29,1,1,1,1,1,1,4,4,8,8,8,1,6
30,2,3,3,3,3,3,3,3,3,3,3,0,2
31,2,3,3,3,3,3,3,3,3,3,3,0,2
32,2,3,3,3,3,3,3,3,3,3,3,0,2
33,2,3,3,3,3,3,3,3,3,3,3,0,2
34,1,1,4,4,4,4,4,4,8,11,11,1,6
35,1,1,1,4,6,6,6,6,6,6,6,1,0
36,1,1,1,1,1,1,1,1,1,11,11,1,4
37,0,2,0,0,1,1,1,1,1,1,12,1,4
38,2,2,1,1,1,1,1,1,1,1,12,1,4
39,1,1,1,1,1,1,1,1,1,1,12,1,4
40,2,2,2,5,5,5,5,5,5,5,5,1,7
41,2,2,2,5,5,5,5,5,5,5,5,1,7
42,2,2,2,5,5,5,5,5,5,5,5,1,7
43,1,1,4,5,5,5,4,4,8,8,8,1,6
44,1,1,1,1,1,1,1,1,1,8,12,1,6
45,0,0,0,0,0,0,0,9,10,10,10,1,5
46,1,1,1,4,4,4,4,4,8,8,8,1,6
47,1,1,1,1,1,1,1,1,1,11,11,1,4
48,1,1,1,1,1,1,1,1,1,11,11,1,6
49,1,1,1,1,1,1,4,4,8,8,8,1,6
50,1,1,4,4,4,4,4,4,8,8,8,1,6
51,1,1,4,4,4,4,4,4,8,8,8,1,6
52,1,2,4,4,4,4,4,4,8,8,8,1,6
53,1,1,4,4,4,4,4,4,8,8,8,1,6
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.1523523523147971,0.13967074121246423,0.13162883406503867,0.15584527772442874,0.14628631900382302,0.14958119873370743,0.16618382666416162,0.15987361421932933,0.15815634923682725,0.14019475443975485,0.13488366739284977,0.21197133985114147,0.15298775845809376
NMI,0.45615120644818763,0.36722749020540862,0.24183925149294003,0.42353650239849783,0.38635256481756247,0.43293831279910666,0.49085980956779929,0.41224177008446827,0.42216799319612958,0.39522039050290614,0.45382023880292482,1.0,0.51436593746450832
