,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,2,3,3,5,6,5,5,5,2,0
1,99,99,99,99,99,99,99,99,99,99
2,1,1,0,5,6,5,5,5,2,0
3,1,1,1,1,1,1,1,1,4,1
4,1,1,4,5,6,5,5,5,2,0
5,2,2,4,4,4,4,4,4,2,2
6,2,2,2,2,2,2,2,2,1,3
7,2,3,3,3,3,7,7,7,1,3
8,2,2,2,2,2,7,7,7,1,3
9,2,3,3,3,3,3,3,3,1,2
10,2,2,2,2,2,7,7,9,1,2
11,0,0,4,4,0,0,5,5,1,2
12,2,3,3,3,3,3,3,3,1,4
13,2,2,2,5,5,6,6,6,4,5
14,0,0,4,4,4,4,4,4,2,2
15,2,2,2,2,2,2,2,2,1,3
16,2,2,2,2,2,2,2,2,1,4
17,2,2,2,2,2,2,2,2,1,4
18,2,2,2,2,2,2,2,2,1,4
19,2,2,2,2,2,2,2,2,1,4
20,2,3,3,3,3,3,3,3,1,4
21,2,2,2,2,2,2,2,2,1,4
22,2,3,3,3,3,3,3,3,1,4
23,0,0,4,4,4,4,4,4,2,2
24,1,1,1,1,1,1,1,1,4,1
25,1,1,1,1,1,1,1,1,4,1
26,0,2,2,5,5,6,6,6,4,5
27,1,3,1,1,1,1,3,1,4,6
28,2,3,3,3,3,3,3,3,1,4
29,1,3,4,4,4,4,3,3,4,6
30,2,3,3,3,3,3,3,3,1,7
31,2,3,3,3,3,3,3,3,1,7
32,2,3,3,3,3,3,3,3,1,7
33,2,3,3,3,3,3,3,3,1,7
34,2,3,3,3,3,3,3,3,1,1
35,0,0,4,5,6,5,5,5,2,0
36,1,1,1,1,1,1,1,1,4,1
37,1,1,1,1,1,1,1,1,4,1
38,1,1,1,1,1,1,1,1,4,1
39,1,1,1,1,1,1,1,8,4,1
40,1,1,1,1,1,1,1,1,4,1
41,1,1,1,1,1,1,1,1,4,1
42,99,99,99,99,99,99,99,99,99,99
43,0,0,0,0,6,7,8,9,2,2
44,1,1,1,1,1,1,1,1,4,1
45,1,1,2,5,5,6,6,6,4,6
46,1,1,4,1,1,1,1,1,1,1
47,1,1,1,1,1,1,1,1,4,1
48,1,1,1,1,1,1,1,1,4,1
49,1,1,1,1,1,1,1,1,4,1
50,1,1,1,1,1,1,1,1,4,6
51,1,1,1,1,5,6,6,6,4,6
52,1,1,1,1,6,7,8,9,4,2
53,1,1,1,1,1,1,1,1,4,1
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.12230571454366862,0.1181677363320121,0.11740377277175829,0.13537210456793658,0.13387102041761084,0.12754710597845195,0.12927255095269627,0.12151112007810018,0.14474146392152873,0.10344345447125274
NMI,0.50324391365239385,0.36988220592280385,0.56001563382409814,0.59935643396901506,0.64159498874840859,0.59015885673557322,0.55845680554472288,0.55073198487701125,1.0,0.54033880557466696
