,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,2,2,2,2,2,2,2,2,0,0
1,2,2,2,2,2,2,2,2,0,0
2,2,2,2,2,2,2,2,2,0,0
3,2,3,3,3,3,3,3,3,1,1
4,2,2,2,2,2,2,2,2,0,0
5,1,0,4,4,4,4,4,4,0,2
6,2,2,3,3,6,2,2,2,0,0
7,1,3,4,4,4,2,2,9,0,2
8,0,3,4,4,4,4,4,9,0,2
9,0,3,3,3,3,3,3,3,1,1
10,0,3,4,4,4,4,4,4,0,3
11,0,3,4,4,4,4,4,4,0,3
12,1,3,4,4,4,4,4,4,0,3
13,2,2,3,3,3,3,3,9,0,2
14,2,2,2,2,2,7,7,7,0,4
15,2,2,2,2,2,7,7,7,0,4
16,2,2,2,2,2,7,7,7,0,2
17,2,2,2,2,2,7,7,7,0,4
18,2,2,2,2,2,7,7,7,0,4
19,2,2,2,2,2,7,7,7,0,4
20,2,2,2,2,2,7,7,7,0,2
21,2,2,2,2,2,7,7,7,0,4
22,1,1,1,1,1,1,1,1,2,5
23,1,3,3,3,3,3,3,3,1,1
24,1,3,3,3,3,3,3,3,1,1
25,1,1,1,5,5,5,8,8,2,6
26,2,2,2,2,2,7,7,7,0,2
27,1,1,1,1,1,1,1,1,2,5
28,1,1,1,5,5,1,5,5,2,7
29,1,1,1,1,1,1,1,1,2,7
30,1,1,1,5,5,5,5,5,2,8
31,1,1,1,5,5,5,5,5,2,8
32,1,1,1,5,5,5,5,5,2,8
33,1,1,1,5,5,5,5,5,2,8
34,1,1,1,5,5,5,5,5,2,8
35,2,2,2,2,2,2,2,2,0,0
36,1,1,1,1,1,1,1,1,2,5
37,1,1,1,1,6,6,6,6,2,6
38,1,1,1,1,6,6,6,6,2,6
39,1,1,1,1,1,1,1,1,2,7
40,1,1,4,1,1,1,1,1,2,5
41,1,0,4,4,1,6,8,8,2,6
42,1,1,1,1,1,1,1,1,2,5
43,1,1,1,1,1,1,1,1,2,5
44,1,1,1,1,1,1,1,1,2,7
45,1,1,1,1,1,1,1,1,2,7
46,1,1,1,1,1,1,1,1,2,7
47,1,1,1,1,1,1,1,1,2,7
48,1,1,1,1,1,1,1,1,2,7
49,1,1,1,1,1,1,1,1,2,7
50,1,1,1,1,1,1,1,1,2,5
51,1,1,1,1,1,1,1,1,2,5
52,1,1,1,1,1,1,1,1,2,7
53,1,1,1,1,1,1,1,1,2,5
54,1,1,1,1,1,1,1,1,2,5
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.133582408228342,0.17377767602832053,0.15839968827649129,0.16171941317988237,0.15945469610989083,0.17168586441577385,0.17206597297859486,0.16494361897806264,0.2007905097815022,0.12338040822493912
NMI,0.53325713528220953,0.75638144546150721,0.71165404331548077,0.67123811068881123,0.68137909452939371,0.67617027949421393,0.66102503662357603,0.68123406771746509,1.0,0.64906031949235732
