,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,2,3,4,4,4,4,0,0
1,0,3,4,4,6,6,0,1
2,2,3,4,4,4,4,0,0
3,1,1,1,1,1,1,1,2
4,2,0,4,4,4,4,0,0
5,1,2,4,4,4,4,0,3
6,1,1,1,1,6,6,1,1
7,1,1,1,1,1,1,1,2
8,2,2,2,2,2,2,2,3
9,2,2,3,4,4,7,1,4
10,1,1,1,1,1,1,1,2
11,2,2,2,1,2,2,2,3
12,1,1,1,1,1,1,1,2
13,1,1,1,1,1,1,1,2
14,1,1,1,1,1,1,1,4
15,1,1,1,1,1,1,1,2
16,1,1,1,1,1,1,1,2
17,1,1,1,1,1,1,1,2
18,1,1,1,1,1,1,1,2
19,1,1,1,1,1,1,1,2
20,1,1,1,1,1,1,1,2
21,1,1,1,1,6,6,1,1
22,1,1,1,1,1,1,1,2
23,1,1,1,1,1,1,1,2
24,1,2,2,2,2,2,1,2
25,2,2,2,2,2,2,2,5
26,1,1,1,1,1,1,1,4
27,2,2,2,2,3,3,2,3
28,2,3,4,3,3,3,2,6
29,2,3,4,3,3,3,2,6
30,0,3,3,3,3,1,2,4
31,2,3,4,3,3,7,2,6
32,2,3,4,3,3,7,2,6
33,2,2,2,2,2,2,2,5
34,2,2,2,2,2,2,2,3
35,2,0,3,5,5,5,2,6
36,2,2,2,5,5,5,2,8
37,2,2,2,5,5,5,2,8
38,2,2,2,2,2,2,2,3
39,2,2,2,2,2,2,2,5
40,2,2,2,2,2,2,2,7
41,2,2,2,2,2,2,2,7
42,2,2,2,2,2,2,2,7
43,2,2,2,2,2,2,2,3
44,2,2,2,2,2,2,2,5
45,2,2,2,2,3,3,2,3
46,1,1,1,1,1,1,1,3
47,2,2,2,2,2,2,2,5
48,2,2,2,2,2,2,2,5
49,2,2,2,2,2,2,2,5
50,2,3,4,3,3,3,2,6
51,2,3,3,3,3,3,2,6
52,2,3,3,3,3,3,2,6
53,2,2,2,2,5,3,2,3
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
Modularity,0.06806023620473572,0.06307427133588286,0.06852055515043243,0.07220380504333142,0.0692328263373643,0.06638255031477955,0.08601311493647307,0.045993587047020626
NMI,0.64962541042839939,0.55388536001471778,0.62279805295753843,0.63586381565827199,0.63349989979728027,0.57149038505296046,1.0,0.53425752985971697
