,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,2,2,4,5,6,6,6,6,3,0
1,99,99,99,99,99,99,99,99,99,99
2,1,0,4,5,6,6,6,6,3,0
3,1,1,1,1,1,1,1,1,2,1
4,1,1,4,5,6,6,6,6,3,0
5,0,3,3,3,3,3,3,3,3,2
6,2,2,2,2,2,2,2,2,1,3
7,2,2,2,2,2,3,8,8,1,3
8,2,2,2,2,2,2,2,2,1,3
9,2,2,4,4,4,4,8,9,1,3
10,2,2,2,2,2,2,8,9,1,3
11,2,2,2,2,2,2,2,2,1,3
12,2,2,2,2,2,2,2,2,1,1
13,2,2,2,5,5,5,5,5,3,4
14,0,3,3,3,3,3,3,3,3,2
15,2,2,2,2,2,2,2,2,1,3
16,2,2,2,2,2,2,2,2,1,1
17,2,2,2,2,2,2,2,2,1,1
18,2,2,2,2,2,2,2,2,1,1
19,2,2,2,2,2,2,2,2,1,1
20,2,2,4,4,4,4,4,4,1,1
21,2,2,2,2,2,2,2,2,1,1
22,2,3,4,4,4,4,4,4,3,1
23,0,3,3,3,3,3,3,3,3,2
24,1,1,1,1,1,1,1,1,2,5
25,1,1,1,1,1,1,1,1,2,5
26,0,0,2,5,5,5,5,5,3,4
27,1,3,3,3,3,3,3,3,3,6
28,2,3,4,4,4,4,4,4,1,1
29,0,3,3,3,3,3,3,3,3,6
30,2,2,4,4,4,4,4,4,1,7
31,2,2,4,4,4,4,4,4,1,7
32,2,2,4,4,4,4,4,4,1,7
33,2,3,4,4,4,4,4,4,1,7
34,2,2,4,4,4,7,7,7,2,5
35,0,1,3,5,6,6,6,6,3,0
36,1,1,1,1,1,7,7,7,2,5
37,1,1,1,1,1,1,1,1,2,5
38,1,1,1,1,1,7,7,7,2,8
39,1,1,1,1,1,7,7,7,2,5
40,1,1,1,1,1,1,1,1,2,8
41,1,1,1,1,1,1,1,1,2,8
42,1,1,1,1,1,1,1,1,2,8
43,0,0,0,0,6,6,8,8,3,4
44,1,1,1,1,1,1,1,1,2,8
45,2,3,3,5,5,5,5,5,3,6
46,2,2,2,2,2,7,7,7,2,5
47,1,1,1,1,1,1,1,1,2,8
48,1,1,1,1,1,1,1,1,2,8
49,1,1,1,1,1,1,1,1,2,8
50,1,1,1,1,1,1,1,1,2,6
51,2,3,3,3,5,5,5,5,3,6
52,2,2,2,2,6,1,1,1,3,6
53,1,1,1,1,1,7,7,7,2,5
54,0,0,0,0,0,0,0,0,3,4
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.1092954288165362,0.12096782385894513,0.13604936103288634,0.14799682249740326,0.15446231710177707,0.13894470243016907,0.13167326491296935,0.13135029084767483,0.17417648313302986,0.09547667461273168
NMI,0.53242847019361261,0.52174285092921779,0.54668230949980179,0.63474643909686146,0.66586613167014275,0.63732640247554306,0.62702128151881353,0.62982142769929383,1.0,0.60827284998502662
