,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,0,1,1,2,3,7,8,8,8,2,0
1,1,1,4,5,5,5,5,5,5,2,0
2,2,2,2,2,2,7,8,8,8,2,0
3,1,2,4,4,4,4,4,2,2,1,1
4,0,1,3,2,3,7,8,8,8,2,0
5,0,2,2,2,2,0,0,7,7,2,0
6,0,1,4,5,5,5,5,5,5,2,0
7,0,0,0,5,5,7,5,5,9,2,0
8,0,0,0,5,5,7,7,9,9,3,0
9,0,1,4,4,4,4,4,9,10,1,2
10,2,2,2,5,5,5,5,5,5,2,0
11,0,2,2,2,6,7,7,7,7,2,2
12,0,1,1,5,5,5,5,5,5,2,0
13,0,0,4,4,4,4,4,9,10,1,2
14,1,3,3,3,3,3,3,3,3,0,3
15,2,3,3,3,3,3,3,3,3,0,3
16,2,2,2,3,6,6,7,7,7,0,1
17,2,3,3,3,3,3,3,3,3,0,3
18,2,3,3,3,3,3,3,3,3,0,3
19,2,3,3,3,3,3,3,3,3,0,3
20,2,3,3,3,3,3,3,3,3,0,3
21,2,2,2,5,5,5,5,5,5,2,0
22,2,3,3,3,3,3,3,3,3,0,3
23,0,0,4,4,4,4,4,4,4,1,2
24,0,0,4,4,4,4,4,4,4,1,2
25,1,2,2,1,1,2,2,3,3,0,1
26,0,0,4,4,4,4,4,9,10,1,2
27,1,1,1,1,1,2,2,2,2,3,1
28,1,2,2,2,2,2,2,2,2,2,1
29,1,1,1,1,1,1,1,1,1,3,4
30,2,2,2,2,2,2,2,2,2,2,1
31,1,2,2,2,2,2,2,2,2,2,1
32,2,2,2,2,2,2,2,2,2,2,1
33,1,2,2,2,2,2,2,2,2,2,1
34,1,2,4,4,4,4,4,4,4,1,2
35,0,3,3,2,2,7,8,8,8,2,0
36,1,2,1,1,1,7,1,1,9,3,0
37,1,1,1,1,1,1,1,1,1,3,4
38,1,1,1,1,1,1,2,1,2,3,1
39,1,1,1,1,1,1,1,1,1,3,4
40,2,2,2,5,6,6,6,6,6,3,5
41,2,2,2,5,6,6,6,6,6,3,5
42,2,2,2,5,6,6,6,6,6,3,5
43,1,1,1,1,1,1,1,1,1,3,4
44,1,1,1,1,1,1,1,1,1,3,4
45,1,1,1,1,1,1,1,1,1,3,4
46,1,1,1,1,1,1,1,1,1,3,4
47,1,0,1,1,1,0,4,1,10,3,2
48,1,1,1,1,1,1,1,1,1,3,4
49,1,2,1,1,1,1,1,1,1,3,1
50,1,1,1,1,1,1,1,1,1,3,4
51,1,1,1,1,1,1,1,1,1,3,2
52,1,1,1,1,1,1,7,7,7,3,2
53,1,1,1,1,1,1,1,1,1,3,4
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.09267255018641826,0.06533729924650111,0.10079492590622818,0.15316145272658538,0.1396218905945173,0.1330806842065926,0.13299959973362424,0.13440352976470607,0.1280138005296937,0.166578074851069,0.13524744427609395
NMI,0.28422372226377174,0.33313534335356393,0.53770856883786011,0.77535450852054311,0.67024170206302602,0.65292353166549399,0.63318941367155546,0.65892090127422942,0.59948119817390932,1.0,0.51796927802072268
