,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,2,2,2,2,2,2,6,6,6,6,6,0,0
1,0,0,1,0,0,0,0,9,9,9,9,1,1
2,2,2,2,2,2,2,8,8,8,8,12,1,2
3,2,2,4,2,6,6,2,2,2,2,2,1,0
4,0,2,2,2,2,2,6,6,6,6,6,0,0
5,2,2,2,2,2,2,8,8,8,8,12,1,2
6,0,0,2,2,2,1,8,9,9,9,9,1,1
7,0,0,0,0,0,6,6,6,10,10,10,1,1
8,0,0,0,0,0,5,5,5,10,10,10,3,1
9,1,3,3,3,3,3,3,3,3,3,3,2,1
10,2,2,2,2,2,2,8,8,8,8,8,1,2
11,2,2,2,2,5,7,8,8,8,8,8,1,2
12,2,2,2,2,2,2,8,8,8,8,8,1,2
13,2,2,2,2,6,6,8,2,2,2,2,1,0
14,2,3,4,4,4,4,4,4,4,4,4,1,3
15,2,3,4,4,4,4,4,4,4,4,4,1,3
16,2,2,2,2,2,2,8,8,8,8,12,1,2
17,2,2,4,4,4,4,4,4,4,4,4,1,3
18,2,3,4,4,4,4,4,4,4,4,4,1,3
19,0,3,4,4,4,4,4,4,4,11,11,1,3
20,2,3,4,4,4,4,4,4,4,4,4,1,3
21,2,2,2,2,2,2,8,9,9,9,12,1,2
22,2,3,4,4,4,4,4,4,4,4,4,1,3
23,0,2,2,2,6,6,2,2,2,2,2,1,1
24,2,2,2,2,6,6,2,2,2,2,2,1,0
25,1,2,2,2,6,6,2,2,2,2,2,1,0
26,2,2,2,2,2,6,2,9,9,9,2,1,0
27,1,1,1,1,1,1,1,1,1,11,11,3,4
28,1,3,3,3,3,3,3,3,3,3,3,2,5
29,1,1,1,1,1,1,1,1,1,11,11,3,4
30,1,3,3,3,3,3,3,3,3,3,3,2,5
31,1,3,3,3,3,3,3,3,3,3,3,2,5
32,1,3,3,3,3,3,3,3,3,3,3,2,5
33,1,3,3,3,3,3,3,3,3,3,3,2,5
34,2,3,3,3,3,3,3,3,3,3,3,2,6
35,0,2,2,2,2,2,6,6,6,6,6,0,0
36,1,1,1,1,5,1,1,1,1,10,10,3,7
37,0,2,4,5,6,6,6,9,8,5,5,3,6
38,2,1,1,5,6,1,8,8,8,11,11,3,6
39,1,1,1,1,5,7,7,7,7,7,7,3,7
40,1,1,1,1,1,5,5,5,5,5,5,3,8
41,0,2,2,5,5,5,5,5,5,5,5,3,8
42,2,2,1,5,1,5,5,5,5,5,5,3,8
43,1,1,1,1,1,1,1,1,1,1,1,3,4
44,1,1,1,1,1,1,1,1,1,1,1,3,4
45,1,1,1,1,1,1,1,1,1,1,1,3,4
46,1,1,1,5,5,7,7,7,7,7,7,3,7
47,0,0,4,0,6,6,6,9,5,5,5,3,6
48,1,1,1,1,1,1,1,1,1,1,1,3,4
49,1,1,1,1,1,1,1,1,1,1,1,3,0
50,1,1,1,1,5,7,7,7,7,7,7,3,7
51,0,0,0,0,5,7,7,7,7,7,7,3,7
52,1,1,2,1,2,2,6,6,6,6,6,3,0
53,1,1,1,1,1,1,1,1,1,1,1,3,7
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.10042167652980347,0.14348833828537416,0.16722012463452648,0.16232153582473455,0.15667370374597023,0.1483222936982153,0.15033881517899877,0.14463455867327743,0.14543514974793786,0.1407306296195819,0.13773118504603746,0.2040325461020558,0.14168543899528654
NMI,0.32444943316883995,0.49536025755005192,0.5377125755227169,0.68023076036705998,0.53287727230093562,0.52807141815984771,0.62202952404344258,0.59707980921883197,0.62698748813162752,0.62682928589435094,0.61874634175414667,1.0,0.52507667938739777
