,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,0,4,4,4,4,4,9,9,9,9,2,0
1,0,0,0,1,6,6,6,6,6,6,6,4,1
2,2,1,1,1,1,1,1,9,9,1,1,2,2
3,1,1,2,2,2,2,2,2,2,2,2,2,3
4,0,0,4,4,4,4,4,9,9,9,9,2,0
5,1,2,2,2,2,2,2,2,2,2,2,4,3
6,0,0,0,1,6,6,6,6,6,6,6,4,1
7,1,2,2,2,6,6,6,6,6,6,6,4,3
8,1,2,2,2,2,2,2,2,10,10,10,4,0
9,2,1,1,5,5,5,5,1,1,1,11,2,2
10,2,1,1,1,5,5,1,1,1,1,1,2,2
11,1,2,2,2,2,2,2,2,2,2,2,4,3
12,0,3,4,4,4,4,8,8,8,8,8,1,4
13,1,2,2,2,2,2,2,2,2,2,12,4,3
14,2,1,1,1,1,1,1,1,1,3,12,2,2
15,2,3,3,3,3,3,3,8,8,3,3,1,4
16,2,3,3,3,3,3,8,8,8,8,8,1,4
17,2,3,3,3,3,3,8,8,8,3,3,1,4
18,2,3,3,3,3,3,3,8,8,3,3,1,4
19,2,3,3,3,3,3,8,8,8,8,8,1,4
20,0,3,3,3,3,3,3,3,3,11,3,1,5
21,2,0,0,1,6,6,6,6,6,6,6,1,1
22,0,3,3,3,3,3,3,3,3,11,3,1,5
23,2,1,1,1,1,1,1,1,1,1,1,0,6
24,2,1,2,1,1,1,1,1,1,1,1,0,6
25,2,1,1,1,1,1,1,1,1,1,1,2,3
26,0,0,4,4,4,4,4,4,4,4,4,1,7
27,1,2,2,2,2,2,2,2,2,2,2,4,3
28,1,2,2,2,2,2,2,2,2,2,2,4,3
29,1,2,2,2,2,2,2,2,2,2,2,4,3
30,2,1,1,5,5,5,5,5,5,11,11,2,2
31,2,1,1,5,5,5,5,5,5,5,5,2,7
32,0,2,1,5,5,5,5,3,3,11,11,2,5
33,2,1,1,5,5,5,5,5,5,5,5,2,7
34,0,0,0,0,0,0,0,9,0,0,0,0,0
35,2,1,1,1,1,1,1,1,1,1,1,0,6
36,0,2,2,2,2,7,7,9,10,10,10,4,0
37,2,2,2,1,1,1,1,1,1,1,1,0,0
38,0,3,3,5,0,7,8,8,9,0,9,0,0
39,1,2,2,2,2,2,2,2,2,2,2,4,0
40,0,3,0,5,0,7,7,7,7,7,7,3,1
41,1,0,2,2,0,7,7,7,7,7,7,3,1
42,1,0,2,5,2,7,7,7,7,7,7,3,1
43,2,0,4,4,4,4,4,4,4,4,4,0,7
44,1,2,2,2,2,2,2,2,2,2,2,4,3
45,0,0,4,4,4,4,4,4,4,4,4,1,7
46,2,1,1,1,1,1,1,1,1,1,1,0,6
47,1,2,2,2,2,2,2,2,2,2,2,4,0
48,1,2,2,2,2,2,2,2,2,2,2,4,3
49,1,2,2,2,2,2,2,2,2,2,2,4,3
50,2,1,2,1,1,1,1,1,1,1,1,0,6
51,2,1,1,1,1,1,1,1,1,1,1,0,6
52,2,1,1,1,1,1,1,1,1,1,1,0,6
53,2,1,2,1,1,1,1,1,1,1,1,0,6
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.06782561095101972,0.11192234618807466,0.09933189596256822,0.10003606925680793,0.10786122777102794,0.1106663998399223,0.10559727929640102,0.10912115741854257,0.11122284734622404,0.10658051124007965,0.10138647937426,0.14211790391943305,0.10002160136767502
NMI,0.36830101895313283,0.49859294532433784,0.4578125473139224,0.51855658101727098,0.63020869637603272,0.63477099317155117,0.61652689271534655,0.60040281482129909,0.63668424732987283,0.61636727258521695,0.63500718666371125,1.0,0.56896367474766241
