,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,3,3,3,3,7,7,7,7,7,7,0,0
1,0,0,0,0,0,0,8,8,8,8,8,2,1
2,1,1,1,1,1,1,7,7,7,7,7,0,2
3,1,3,4,4,4,4,3,4,4,3,12,0,3
4,0,1,3,3,3,7,7,7,7,7,7,0,0
5,1,1,1,1,1,1,1,1,1,1,1,0,2
6,0,0,0,0,0,0,8,4,4,8,8,2,1
7,1,1,1,5,5,1,3,1,10,10,10,0,4
8,0,0,0,5,5,5,5,3,10,10,10,2,4
9,1,1,1,1,1,1,1,1,1,3,1,0,3
10,1,1,3,5,5,5,5,5,5,5,5,2,0
11,0,3,3,5,5,5,5,5,5,5,5,2,0
12,1,1,1,1,1,1,1,1,1,1,1,0,2
13,1,3,4,4,4,4,3,4,4,3,12,0,3
14,1,3,4,4,4,4,8,8,8,4,4,0,5
15,1,1,1,1,1,1,1,1,1,1,1,0,2
16,1,1,1,1,1,1,1,1,1,1,1,0,6
17,1,1,1,1,1,1,1,1,1,1,1,0,6
18,1,1,1,1,1,1,1,1,1,1,1,0,2
19,1,1,1,1,1,1,1,1,1,1,1,0,6
20,1,1,1,1,1,1,1,1,1,1,1,0,2
21,1,1,1,1,1,1,1,1,1,3,1,0,3
22,1,1,1,1,1,1,1,1,1,1,1,0,2
23,1,3,4,4,4,4,8,8,8,4,12,0,3
24,0,3,4,4,4,4,8,8,8,4,4,0,5
25,0,0,4,4,4,4,8,8,8,4,4,0,5
26,1,3,3,3,3,3,3,4,3,11,3,0,3
27,2,2,2,2,2,2,2,2,2,2,2,1,7
28,2,2,2,2,2,2,2,2,2,2,2,1,7
29,2,2,2,2,2,2,2,2,2,2,2,1,7
30,2,2,2,2,2,2,2,2,2,2,2,1,7
31,0,0,0,3,6,6,6,6,6,6,11,1,1
32,2,2,2,2,2,2,2,2,2,2,2,1,7
33,2,2,2,2,6,2,2,6,6,6,11,1,1
34,2,2,2,2,2,2,2,2,2,2,2,1,7
35,2,2,2,2,2,7,7,7,7,7,7,1,7
36,0,0,0,0,6,6,6,6,6,6,6,1,1
37,0,0,0,0,6,6,6,6,6,6,6,1,1
38,0,0,0,0,0,0,0,0,0,0,0,1,1
39,2,2,2,5,6,6,6,6,6,5,2,1,1
40,2,2,3,5,0,5,4,9,9,9,9,1,1
41,0,0,0,5,4,4,4,9,9,9,9,1,1
42,0,0,0,5,4,4,4,9,9,9,9,1,1
43,0,3,3,3,3,3,3,3,3,11,3,1,4
44,2,2,2,2,2,2,2,2,2,2,2,1,7
45,2,2,2,2,2,2,2,2,2,2,2,1,7
46,0,3,3,5,5,5,5,5,5,5,5,2,0
47,0,0,0,0,6,6,6,6,6,6,6,1,1
48,2,2,2,2,2,6,6,2,6,2,2,1,7
49,2,2,2,2,2,2,2,2,2,2,2,1,7
50,2,3,3,3,3,3,3,3,3,11,3,1,4
51,0,3,3,3,3,3,3,3,10,11,10,2,4
52,0,0,0,0,0,0,0,0,0,0,0,2,1
53,0,0,0,3,3,3,0,3,3,11,3,1,4
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.20376664512621523,0.1858848768069598,0.18933501422859716,0.19307992635507432,0.18396338799173287,0.18634719111000103,0.18166562016460508,0.18120031440868575,0.17308431929938725,0.1762662366973745,0.18806396336410747,0.2392677073961139,0.16651607844782232
NMI,0.52240524636319929,0.44113645564997994,0.52808523051111966,0.46193552300428459,0.49733479602822661,0.50595085491766179,0.5070727455701689,0.53609176706259209,0.51879083087300837,0.51077665035018105,0.55996751485143181,1.0,0.50065992856526331
