,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9
0,2,2,4,5,6,6,6,6
1,99,99,99,99,99,99,99,99
2,1,0,4,5,6,6,6,6
3,1,1,1,1,1,1,1,1
4,1,1,4,5,6,6,6,6
5,0,3,3,3,3,3,3,3
6,2,2,2,2,2,2,2,2
7,2,2,2,2,2,3,8,8
8,2,2,2,2,2,2,2,2
9,2,2,4,4,4,4,8,9
10,2,2,2,2,2,2,8,9
11,2,2,2,2,2,2,2,2
12,2,2,2,2,2,2,2,2
13,2,2,2,5,5,5,5,5
14,0,3,3,3,3,3,3,3
15,2,2,2,2,2,2,2,2
16,2,2,2,2,2,2,2,2
17,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2
19,2,2,2,2,2,2,2,2
20,2,2,4,4,4,4,4,4
21,2,2,2,2,2,2,2,2
22,2,3,4,4,4,4,4,4
23,0,3,3,3,3,3,3,3
24,1,1,1,1,1,1,1,1
25,1,1,1,1,1,1,1,1
26,0,0,2,5,5,5,5,5
27,1,3,3,3,3,3,3,3
28,2,3,4,4,4,4,4,4
29,0,3,3,3,3,3,3,3
30,2,2,4,4,4,4,4,4
31,2,2,4,4,4,4,4,4
32,2,2,4,4,4,4,4,4
33,2,3,4,4,4,4,4,4
34,2,2,4,4,4,7,7,7
35,0,1,3,5,6,6,6,6
36,1,1,1,1,1,7,7,7
37,1,1,1,1,1,1,1,1
38,1,1,1,1,1,7,7,7
39,1,1,1,1,1,7,7,7
40,1,1,1,1,1,1,1,1
41,1,1,1,1,1,1,1,1
42,1,1,1,1,1,1,1,1
43,0,0,0,0,6,6,8,8
44,1,1,1,1,1,1,1,1
45,2,3,3,5,5,5,5,5
46,2,2,2,2,2,7,7,7
47,1,1,1,1,1,1,1,1
48,1,1,1,1,1,1,1,1
49,1,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1
51,2,3,3,3,5,5,5,5
52,2,2,2,2,6,1,1,1
53,1,1,1,1,1,7,7,7
54,0,0,0,0,0,0,0,0
55,99,99,99,99,99,99,99,99
