,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,1,4,4,4,4,4,4,2,0
1,0,0,0,0,6,6,6,6,2,1
2,0,0,4,4,4,4,4,4,2,0
3,2,3,3,3,3,3,3,3,0,2
4,1,0,4,4,4,4,4,4,2,0
5,2,2,2,2,2,2,2,2,1,3
6,2,2,2,2,6,6,6,6,1,1
7,0,0,0,5,5,5,5,5,2,1
8,0,0,0,5,5,5,5,5,2,1
9,0,3,3,3,3,3,3,3,0,2
10,2,3,3,3,3,3,3,3,0,2
11,2,1,1,1,1,1,1,1,0,3
12,2,2,2,2,2,2,2,2,1,4
13,2,3,3,3,3,3,8,8,1,4
14,2,2,2,2,2,2,2,2,1,4
15,2,2,2,2,2,2,2,2,1,4
16,2,2,2,2,2,2,2,2,1,4
17,2,2,2,2,2,2,2,2,1,4
18,2,2,2,2,2,2,2,2,1,4
19,2,2,2,2,2,2,2,2,1,4
20,2,2,2,2,2,2,2,2,1,4
21,2,2,2,2,2,2,2,2,1,4
22,2,2,2,2,2,2,2,2,1,4
23,1,3,3,3,3,3,3,3,0,3
24,1,1,1,1,1,1,8,8,3,3
25,1,1,1,1,1,1,8,8,3,3
26,2,2,2,2,2,2,2,2,1,4
27,1,1,1,1,1,1,1,1,3,5
28,1,1,1,1,1,1,1,1,2,3
29,1,1,1,1,1,1,1,1,3,5
30,0,3,3,3,3,3,3,3,0,2
31,0,3,3,3,3,3,3,3,0,2
32,0,3,3,3,3,3,3,3,0,2
33,1,1,1,1,1,1,1,1,3,3
34,1,1,1,1,1,1,1,1,3,5
35,0,0,4,4,4,4,4,4,2,0
36,0,0,0,5,5,5,5,5,2,1
37,1,1,1,1,1,1,1,1,3,6
38,1,1,1,1,1,1,1,1,3,5
39,1,1,1,1,1,1,1,1,3,5
40,1,1,4,1,1,7,7,7,3,7
41,0,0,4,5,5,7,7,7,3,7
42,2,2,4,5,5,7,7,7,3,7
43,1,1,1,1,1,1,1,1,3,5
44,1,1,1,1,1,1,1,1,3,5
45,1,1,1,1,1,1,1,1,3,6
46,1,1,1,1,1,1,1,1,3,5
47,1,1,1,1,1,1,1,1,3,5
48,1,1,1,1,1,1,1,1,3,5
49,1,1,1,1,1,1,1,1,3,5
50,1,1,1,1,1,1,1,1,3,5
51,1,1,1,1,1,1,1,1,3,6
52,1,1,1,1,1,1,1,9,3,6
53,1,1,1,1,1,1,1,1,3,5
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.11158956395096914,0.1285970109092412,0.14319264675002777,0.14460932596949008,0.1427857877869063,0.14242160245766688,0.13632948294290095,0.13410718059029406,0.15580761876773916,0.11440418187100915
NMI,0.55388376106601511,0.71086161090461741,0.73061762249948126,0.74160123539907374,0.7135238780001496,0.73465176286700462,0.71988709429536224,0.70663366665456917,1.0,0.68116286467157505
