,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,3,4,4,4,4,4,4,2,0
1,1,3,4,4,4,4,4,4,2,0
2,99,99,99,99,99,99,99,99,99,99
3,2,2,2,2,2,2,2,8,2,1
4,1,3,4,4,4,4,4,4,2,0
5,2,0,0,0,2,0,8,2,2,2
6,0,0,0,0,0,7,7,7,2,2
7,2,2,2,2,2,2,2,2,2,3
8,2,2,2,2,2,2,2,2,2,3
9,99,99,99,99,99,99,99,99,99,99
10,2,2,2,2,2,2,2,2,2,3
11,2,3,3,5,3,7,7,3,4,4
12,2,2,4,4,4,4,4,4,2,3
13,2,2,2,2,2,2,2,2,2,3
14,2,2,2,2,2,2,2,2,2,3
15,2,2,2,2,2,2,2,2,2,3
16,2,2,3,2,2,2,2,2,2,3
17,2,2,2,2,2,2,2,2,2,3
18,2,2,2,2,2,2,2,2,2,3
19,2,2,3,5,5,5,5,5,4,5
20,0,3,3,5,5,5,5,5,4,5
21,2,2,4,4,4,2,2,2,2,3
22,2,3,3,5,5,5,5,5,4,5
23,2,2,2,2,2,2,8,8,2,1
24,2,2,2,2,2,3,8,8,2,1
25,1,2,3,2,2,7,7,3,4,4
26,1,1,1,1,1,1,1,1,3,6
27,1,1,1,1,1,1,1,1,3,6
28,2,2,3,2,3,2,2,2,2,4
29,1,1,1,1,1,1,1,1,3,6
30,1,3,3,1,1,7,7,3,4,4
31,2,3,3,5,5,7,7,3,4,4
32,2,3,3,2,3,7,7,3,4,4
33,1,1,1,1,1,1,1,1,3,6
34,1,1,1,1,1,1,1,1,3,6
35,0,3,4,4,4,4,4,4,3,2
36,1,3,3,3,3,3,3,7,4,7
37,1,3,3,3,3,3,3,9,4,7
38,0,3,0,3,3,3,3,7,4,2
39,1,3,3,3,3,3,3,7,4,7
40,2,2,4,4,6,6,6,6,3,8
41,2,2,4,3,6,6,6,6,3,8
42,2,2,4,5,6,6,6,6,3,8
43,1,1,1,1,1,1,1,1,3,6
44,1,1,1,1,1,1,1,1,3,6
45,1,3,3,3,3,7,7,3,4,4
46,1,1,1,1,1,1,1,1,3,6
47,1,3,3,3,3,3,3,9,4,7
48,1,3,3,3,3,7,7,3,4,4
49,1,1,3,1,3,7,7,3,4,4
50,1,1,1,1,1,1,8,8,3,6
51,1,1,1,1,1,1,1,1,3,6
52,1,1,1,1,1,7,7,3,3,2
53,1,1,1,1,1,1,1,1,3,6
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.08635099011459604,0.09211877533782258,0.11641118665093862,0.1082285066691588,0.11889994299948585,0.11267711116873194,0.10713051359198747,0.1052624458774502,0.1366145237562668,0.09913895968594828
NMI,0.167984571164115,0.45526350926088682,0.63938250149457621,0.50627014060574804,0.61300012984373764,0.60819583542980293,0.60195084934674126,0.60230995556482381,1.0,0.62330964725179794
