,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,0,0,4,5,5,5,5,5,5,5
1,0,0,0,0,6,6,8,8,8,8
2,1,1,1,1,1,1,1,1,1,1
3,2,2,2,2,2,2,2,2,2,2
4,0,0,4,5,5,5,5,5,5,5
5,2,3,3,5,5,7,5,5,10,7
6,0,0,0,0,6,6,8,8,8,8
7,0,0,0,4,4,4,8,8,8,8
8,0,0,4,4,4,4,4,4,4,4
9,0,2,2,2,6,7,7,7,7,7
10,2,2,2,5,5,7,7,7,10,7
11,2,3,4,4,4,4,4,4,10,10
12,2,3,3,3,3,3,3,3,10,11
13,0,0,0,0,0,7,7,9,9,7
14,1,3,3,3,3,3,3,3,3,3
15,1,3,3,3,3,3,3,3,3,3
16,2,3,3,3,3,3,3,3,3,3
17,1,3,3,3,3,3,3,3,3,3
18,2,3,3,3,3,3,3,3,3,3
19,1,3,3,3,3,3,3,3,10,11
20,2,3,3,3,3,3,3,3,3,3
21,1,3,3,3,3,3,3,3,3,3
22,0,3,3,3,3,3,1,1,3,1
23,2,0,0,5,6,7,7,7,7,7
24,1,1,1,1,1,1,1,1,1,1
25,0,3,0,3,3,3,0,6,3,11
26,1,1,1,1,1,1,1,1,1,1
27,2,0,3,0,6,3,3,3,10,11
28,2,2,2,4,2,4,2,2,10,10
29,1,1,1,1,6,6,1,9,9,10
30,2,2,2,2,2,2,2,2,2,2
31,2,2,2,2,2,2,2,2,2,2
32,2,2,2,2,2,2,2,2,2,2
33,2,2,2,2,2,2,2,2,2,2
34,1,3,4,5,6,6,6,9,9,9
35,0,0,1,5,5,5,5,5,5,5
36,0,0,4,4,4,4,4,4,4,4
37,0,0,0,0,0,0,0,0,0,0
38,0,0,0,5,6,6,6,9,9,9
39,1,1,4,5,6,6,6,9,9,10
40,1,3,4,5,6,6,6,9,9,6
41,2,3,0,5,6,6,6,6,6,6
42,0,0,0,5,6,6,6,6,6,6
43,1,1,1,1,1,1,1,1,1,1
44,1,1,4,1,6,6,6,9,1,10
45,1,1,1,1,1,1,1,1,1,1
46,2,1,4,4,4,4,4,4,4,4
47,1,0,4,4,6,7,4,4,7,10
48,1,1,1,1,1,1,1,1,1,1
49,2,2,2,2,2,2,2,2,2,2
50,1,1,1,1,1,1,1,1,1,1
51,1,1,1,1,1,1,1,1,1,1
52,1,1,1,1,1,1,1,1,1,1
53,1,1,4,1,6,6,6,9,9,10
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
