,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,0,1,4,5,5,5,5,5,5,0,0
1,0,0,3,4,6,6,6,9,9,0,1
2,1,1,1,5,5,5,5,5,5,0,0
3,1,3,4,4,4,4,4,4,4,1,2
4,0,0,4,5,5,5,5,5,5,0,0
5,1,1,1,1,1,1,1,1,1,0,3
6,1,1,1,1,6,6,6,9,9,0,1
7,1,1,1,1,6,6,6,6,6,0,1
8,0,3,0,0,6,6,6,6,6,3,1
9,1,3,4,1,1,1,1,1,1,1,2
10,1,1,1,1,1,1,1,1,1,0,3
11,0,3,3,3,3,7,3,3,10,3,4
12,1,1,1,1,1,1,1,1,1,0,3
13,1,1,4,4,4,4,1,1,1,1,2
14,1,1,1,1,1,1,1,1,1,1,2
15,1,1,1,1,1,1,1,1,1,1,2
16,1,1,1,1,1,1,1,1,1,0,3
17,1,1,1,1,1,1,1,1,1,0,3
18,1,1,1,1,1,1,1,1,1,1,3
19,1,1,1,1,1,1,1,1,1,0,3
20,1,1,1,1,1,1,1,1,1,1,3
21,1,1,1,1,1,1,1,1,1,0,3
22,1,1,1,1,1,1,1,1,1,1,3
23,1,3,4,4,4,4,4,8,8,1,2
24,1,3,4,4,4,4,4,4,4,1,2
25,1,3,4,4,4,4,4,4,4,1,2
26,1,3,4,4,4,4,8,8,8,1,2
27,2,2,3,3,3,3,7,7,3,3,5
28,2,2,2,2,2,2,2,2,2,2,5
29,2,2,2,2,2,2,2,2,2,2,5
30,2,2,2,2,2,2,2,2,2,2,5
31,2,2,2,2,2,2,2,2,2,2,6
32,2,2,2,2,2,2,2,2,2,2,6
33,2,2,2,2,2,2,2,2,2,2,6
34,2,2,2,2,2,2,2,2,2,2,6
35,0,1,1,5,5,5,5,5,5,0,0
36,2,3,3,3,6,6,6,6,6,3,1
37,1,0,0,0,0,0,3,0,7,3,4
38,2,3,3,3,3,3,3,3,3,3,4
39,2,3,3,3,3,3,7,7,3,3,4
40,1,3,3,3,3,3,7,7,7,3,7
41,1,3,3,3,3,3,7,7,7,3,7
42,1,3,3,3,3,3,7,7,7,3,7
43,0,3,4,4,4,4,4,4,4,1,2
44,2,3,3,3,3,3,3,3,3,3,4
45,2,3,4,4,4,4,8,8,8,1,2
46,1,1,1,1,1,1,1,1,1,0,4
47,0,3,3,3,3,7,3,3,3,3,4
48,2,3,3,3,3,7,3,3,10,3,4
49,2,2,2,2,2,2,2,2,2,2,5
50,1,3,4,4,4,4,8,8,8,1,2
51,0,0,3,4,4,4,4,4,4,3,4
52,0,0,0,0,0,7,3,3,10,3,4
53,2,1,3,3,3,3,7,7,3,3,4
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.08496560959174122,0.0986559218777549,0.12449392421628758,0.13498246764875627,0.1372727014662862,0.13472339254333174,0.12250479176801718,0.1199681529319962,0.11901815760518814,0.1469538465117552,0.11205421907385617
NMI,0.34127544188335407,0.52663798058731248,0.70159402946713345,0.69227014600278247,0.67494864405670874,0.65640766079937751,0.64380455406667458,0.6426621523177598,0.63729190096996269,1.0,0.65769985972949574
