,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,0,0,4,4,4,4,4,9,9,9,9,2,
1,0,0,0,1,6,6,6,6,6,6,6,4,
2,2,1,1,1,1,1,1,9,9,1,1,2,
3,1,1,2,2,2,2,2,2,2,2,2,2,
4,0,0,4,4,4,4,4,9,9,9,9,2,
5,1,2,2,2,2,2,2,2,2,2,2,4,
6,0,0,0,1,6,6,6,6,6,6,6,4,
7,1,2,2,2,6,6,6,6,6,6,6,4,
8,1,2,2,2,2,2,2,2,10,10,10,4,
9,2,1,1,5,5,5,5,1,1,1,11,2,
10,2,1,1,1,5,5,1,1,1,1,1,2,
11,1,2,2,2,2,2,2,2,2,2,2,4,
12,0,3,4,4,4,4,8,8,8,8,8,1,
13,1,2,2,2,2,2,2,2,2,2,12,4,
14,2,1,1,1,1,1,1,1,1,3,12,2,
15,2,3,3,3,3,3,3,8,8,3,3,1,
16,2,3,3,3,3,3,8,8,8,8,8,1,
17,2,3,3,3,3,3,8,8,8,3,3,1,
18,2,3,3,3,3,3,3,8,8,3,3,1,
19,2,3,3,3,3,3,8,8,8,8,8,1,
20,0,3,3,3,3,3,3,3,3,11,3,1,
21,2,0,0,1,6,6,6,6,6,6,6,1,
22,0,3,3,3,3,3,3,3,3,11,3,1,
23,2,1,1,1,1,1,1,1,1,1,1,0,
24,2,1,2,1,1,1,1,1,1,1,1,0,
25,2,1,1,1,1,1,1,1,1,1,1,2,
26,0,0,4,4,4,4,4,4,4,4,4,1,
27,1,2,2,2,2,2,2,2,2,2,2,4,
28,1,2,2,2,2,2,2,2,2,2,2,4,
29,1,2,2,2,2,2,2,2,2,2,2,4,
30,2,1,1,5,5,5,5,5,5,11,11,2,
31,2,1,1,5,5,5,5,5,5,5,5,2,
32,0,2,1,5,5,5,5,3,3,11,11,2,
33,2,1,1,5,5,5,5,5,5,5,5,2,
34,0,0,0,0,0,0,0,9,0,0,0,0,
35,2,1,1,1,1,1,1,1,1,1,1,0,
36,0,2,2,2,2,7,7,9,10,10,10,4,
37,2,2,2,1,1,1,1,1,1,1,1,0,
38,0,3,3,5,0,7,8,8,9,0,9,0,
39,1,2,2,2,2,2,2,2,2,2,2,4,
40,0,3,0,5,0,7,7,7,7,7,7,3,
41,1,0,2,2,0,7,7,7,7,7,7,3,
42,1,0,2,5,2,7,7,7,7,7,7,3,
43,2,0,4,4,4,4,4,4,4,4,4,0,
44,1,2,2,2,2,2,2,2,2,2,2,4,
45,0,0,4,4,4,4,4,4,4,4,4,1,
46,2,1,1,1,1,1,1,1,1,1,1,0,
47,1,2,2,2,2,2,2,2,2,2,2,4,
48,1,2,2,2,2,2,2,2,2,2,2,4,
49,1,2,2,2,2,2,2,2,2,2,2,4,
50,2,1,2,1,1,1,1,1,1,1,1,0,
51,2,1,1,1,1,1,1,1,1,1,1,0,
52,2,1,1,1,1,1,1,1,1,1,1,0,
53,2,1,2,1,1,1,1,1,1,1,1,0,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.06782561095101972,0.11192234618807466,0.09933189596256822,0.10003606925680793,0.10786122777102794,0.1106663998399223,0.10559727929640102,0.10912115741854257,0.11122284734622404,0.10658051124007965,0.10138647937426,0.14211790391943305,
NMI,0.36830101895313283,0.49859294532433784,0.4578125473139224,0.51855658101727098,0.63020869637603272,0.63477099317155117,0.61652689271534655,0.60040281482129909,0.63668424732987283,0.61636727258521695,0.63500718666371125,1.0,
Silhoutte,0.01288843,0.08579585,0.07538402,0.07997405,0.12061762,0.14788849,0.15751028,0.19360492,0.22989034,0.24272334,0.22027632,0.12273666,
