,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12
0,0,0,4,4,4,4,4,9,9,9,9
1,0,0,0,1,6,6,6,6,6,6,6
2,2,1,1,1,1,1,1,9,9,1,1
3,1,1,2,2,2,2,2,2,2,2,2
4,0,0,4,4,4,4,4,9,9,9,9
5,1,2,2,2,2,2,2,2,2,2,2
6,0,0,0,1,6,6,6,6,6,6,6
7,1,2,2,2,6,6,6,6,6,6,6
8,1,2,2,2,2,2,2,2,10,10,10
9,2,1,1,5,5,5,5,1,1,1,11
10,2,1,1,1,5,5,1,1,1,1,1
11,1,2,2,2,2,2,2,2,2,2,2
12,0,3,4,4,4,4,8,8,8,8,8
13,1,2,2,2,2,2,2,2,2,2,12
14,2,1,1,1,1,1,1,1,1,3,12
15,2,3,3,3,3,3,3,8,8,3,3
16,2,3,3,3,3,3,8,8,8,8,8
17,2,3,3,3,3,3,8,8,8,3,3
18,2,3,3,3,3,3,3,8,8,3,3
19,2,3,3,3,3,3,8,8,8,8,8
20,0,3,3,3,3,3,3,3,3,11,3
21,2,0,0,1,6,6,6,6,6,6,6
22,0,3,3,3,3,3,3,3,3,11,3
23,2,1,1,1,1,1,1,1,1,1,1
24,2,1,2,1,1,1,1,1,1,1,1
25,2,1,1,1,1,1,1,1,1,1,1
26,0,0,4,4,4,4,4,4,4,4,4
27,1,2,2,2,2,2,2,2,2,2,2
28,1,2,2,2,2,2,2,2,2,2,2
29,1,2,2,2,2,2,2,2,2,2,2
30,2,1,1,5,5,5,5,5,5,11,11
31,2,1,1,5,5,5,5,5,5,5,5
32,0,2,1,5,5,5,5,3,3,11,11
33,2,1,1,5,5,5,5,5,5,5,5
34,0,0,0,0,0,0,0,9,0,0,0
35,2,1,1,1,1,1,1,1,1,1,1
36,0,2,2,2,2,7,7,9,10,10,10
37,2,2,2,1,1,1,1,1,1,1,1
38,0,3,3,5,0,7,8,8,9,0,9
39,1,2,2,2,2,2,2,2,2,2,2
40,0,3,0,5,0,7,7,7,7,7,7
41,1,0,2,2,0,7,7,7,7,7,7
42,1,0,2,5,2,7,7,7,7,7,7
43,2,0,4,4,4,4,4,4,4,4,4
44,1,2,2,2,2,2,2,2,2,2,2
45,0,0,4,4,4,4,4,4,4,4,4
46,2,1,1,1,1,1,1,1,1,1,1
47,1,2,2,2,2,2,2,2,2,2,2
48,1,2,2,2,2,2,2,2,2,2,2
49,1,2,2,2,2,2,2,2,2,2,2
50,2,1,2,1,1,1,1,1,1,1,1
51,2,1,1,1,1,1,1,1,1,1,1
52,2,1,1,1,1,1,1,1,1,1,1
53,2,1,2,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
