,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12
0,0,3,3,3,3,7,7,7,7,7,7
1,0,0,0,0,0,0,8,8,8,8,8
2,1,1,1,1,1,1,7,7,7,7,7
3,1,3,4,4,4,4,3,4,4,3,12
4,0,1,3,3,3,7,7,7,7,7,7
5,1,1,1,1,1,1,1,1,1,1,1
6,0,0,0,0,0,0,8,4,4,8,8
7,1,1,1,5,5,1,3,1,10,10,10
8,0,0,0,5,5,5,5,3,10,10,10
9,1,1,1,1,1,1,1,1,1,3,1
10,1,1,3,5,5,5,5,5,5,5,5
11,0,3,3,5,5,5,5,5,5,5,5
12,1,1,1,1,1,1,1,1,1,1,1
13,1,3,4,4,4,4,3,4,4,3,12
14,1,3,4,4,4,4,8,8,8,4,4
15,1,1,1,1,1,1,1,1,1,1,1
16,1,1,1,1,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1,1,1,1
19,1,1,1,1,1,1,1,1,1,1,1
20,1,1,1,1,1,1,1,1,1,1,1
21,1,1,1,1,1,1,1,1,1,3,1
22,1,1,1,1,1,1,1,1,1,1,1
23,1,3,4,4,4,4,8,8,8,4,12
24,0,3,4,4,4,4,8,8,8,4,4
25,0,0,4,4,4,4,8,8,8,4,4
26,1,3,3,3,3,3,3,4,3,11,3
27,2,2,2,2,2,2,2,2,2,2,2
28,2,2,2,2,2,2,2,2,2,2,2
29,2,2,2,2,2,2,2,2,2,2,2
30,2,2,2,2,2,2,2,2,2,2,2
31,0,0,0,3,6,6,6,6,6,6,11
32,2,2,2,2,2,2,2,2,2,2,2
33,2,2,2,2,6,2,2,6,6,6,11
34,2,2,2,2,2,2,2,2,2,2,2
35,2,2,2,2,2,7,7,7,7,7,7
36,0,0,0,0,6,6,6,6,6,6,6
37,0,0,0,0,6,6,6,6,6,6,6
38,0,0,0,0,0,0,0,0,0,0,0
39,2,2,2,5,6,6,6,6,6,5,2
40,2,2,3,5,0,5,4,9,9,9,9
41,0,0,0,5,4,4,4,9,9,9,9
42,0,0,0,5,4,4,4,9,9,9,9
43,0,3,3,3,3,3,3,3,3,11,3
44,2,2,2,2,2,2,2,2,2,2,2
45,2,2,2,2,2,2,2,2,2,2,2
46,0,3,3,5,5,5,5,5,5,5,5
47,0,0,0,0,6,6,6,6,6,6,6
48,2,2,2,2,2,6,6,2,6,2,2
49,2,2,2,2,2,2,2,2,2,2,2
50,2,3,3,3,3,3,3,3,3,11,3
51,0,3,3,3,3,3,3,3,10,11,10
52,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,3,3,3,0,3,3,11,3
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
