,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12
0,2,2,2,2,2,2,6,6,6,6,6
1,0,0,1,0,0,0,0,9,9,9,9
2,2,2,2,2,2,2,8,8,8,8,12
3,2,2,4,2,6,6,2,2,2,2,2
4,0,2,2,2,2,2,6,6,6,6,6
5,2,2,2,2,2,2,8,8,8,8,12
6,0,0,2,2,2,1,8,9,9,9,9
7,0,0,0,0,0,6,6,6,10,10,10
8,0,0,0,0,0,5,5,5,10,10,10
9,1,3,3,3,3,3,3,3,3,3,3
10,2,2,2,2,2,2,8,8,8,8,8
11,2,2,2,2,5,7,8,8,8,8,8
12,2,2,2,2,2,2,8,8,8,8,8
13,2,2,2,2,6,6,8,2,2,2,2
14,2,3,4,4,4,4,4,4,4,4,4
15,2,3,4,4,4,4,4,4,4,4,4
16,2,2,2,2,2,2,8,8,8,8,12
17,2,2,4,4,4,4,4,4,4,4,4
18,2,3,4,4,4,4,4,4,4,4,4
19,0,3,4,4,4,4,4,4,4,11,11
20,2,3,4,4,4,4,4,4,4,4,4
21,2,2,2,2,2,2,8,9,9,9,12
22,2,3,4,4,4,4,4,4,4,4,4
23,0,2,2,2,6,6,2,2,2,2,2
24,2,2,2,2,6,6,2,2,2,2,2
25,1,2,2,2,6,6,2,2,2,2,2
26,2,2,2,2,2,6,2,9,9,9,2
27,1,1,1,1,1,1,1,1,1,11,11
28,1,3,3,3,3,3,3,3,3,3,3
29,1,1,1,1,1,1,1,1,1,11,11
30,1,3,3,3,3,3,3,3,3,3,3
31,1,3,3,3,3,3,3,3,3,3,3
32,1,3,3,3,3,3,3,3,3,3,3
33,1,3,3,3,3,3,3,3,3,3,3
34,2,3,3,3,3,3,3,3,3,3,3
35,0,2,2,2,2,2,6,6,6,6,6
36,1,1,1,1,5,1,1,1,1,10,10
37,0,2,4,5,6,6,6,9,8,5,5
38,2,1,1,5,6,1,8,8,8,11,11
39,1,1,1,1,5,7,7,7,7,7,7
40,1,1,1,1,1,5,5,5,5,5,5
41,0,2,2,5,5,5,5,5,5,5,5
42,2,2,1,5,1,5,5,5,5,5,5
43,1,1,1,1,1,1,1,1,1,1,1
44,1,1,1,1,1,1,1,1,1,1,1
45,1,1,1,1,1,1,1,1,1,1,1
46,1,1,1,5,5,7,7,7,7,7,7
47,0,0,4,0,6,6,6,9,5,5,5
48,1,1,1,1,1,1,1,1,1,1,1
49,1,1,1,1,1,1,1,1,1,1,1
50,1,1,1,1,5,7,7,7,7,7,7
51,0,0,0,0,5,7,7,7,7,7,7
52,1,1,2,1,2,2,6,6,6,6,6
53,1,1,1,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
