,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,3,3,3,6,6,6,6,6,6,6,0,0
1,2,2,2,4,4,4,2,2,2,2,2,2,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,0,3,3,3,6,6,6,6,6,6,6,0,0
5,0,0,4,5,5,5,5,5,5,5,5,1,3
6,1,3,3,5,5,5,5,5,5,5,5,1,1
7,0,0,4,0,4,4,8,8,8,8,8,1,4
8,0,0,4,1,4,5,8,8,8,8,8,1,4
9,2,2,2,2,2,2,2,2,2,2,2,2,2
10,2,2,2,2,2,2,2,2,2,2,2,2,2
11,0,0,0,0,6,0,0,9,9,9,9,4,3
12,0,0,4,5,5,5,5,5,5,5,5,1,1
13,2,2,2,2,2,2,2,9,2,11,11,2,3
14,1,3,3,3,3,3,3,3,3,3,3,1,5
15,1,3,3,3,3,3,3,3,3,3,3,1,5
16,0,0,0,5,5,7,7,7,7,7,7,3,6
17,1,3,3,3,3,3,3,3,3,3,3,1,5
18,1,3,3,3,3,3,3,3,3,3,3,1,5
19,0,0,0,0,0,7,8,9,10,11,11,1,3
20,1,3,3,3,3,3,3,3,3,3,3,1,5
21,1,3,3,3,3,3,3,3,3,3,3,1,5
22,1,3,3,3,3,3,3,3,3,3,3,1,5
23,2,2,2,2,2,2,2,2,2,2,2,2,2
24,0,0,0,0,0,0,0,0,0,0,0,0,3
25,0,3,3,3,5,3,8,8,3,3,12,1,6
26,1,3,3,3,3,3,3,3,3,11,3,1,3
27,0,0,0,0,0,7,8,9,10,11,11,1,3
28,1,1,4,4,4,4,4,1,1,1,1,3,7
29,1,1,1,1,1,1,1,1,1,1,1,3,7
30,2,2,2,2,2,2,2,2,2,2,2,2,2
31,2,2,2,2,2,2,2,2,2,2,2,2,3
32,2,2,2,2,2,2,2,2,2,2,2,2,2
33,2,2,2,2,2,2,2,2,2,2,2,2,2
34,1,2,2,2,2,2,2,2,2,2,2,2,3
35,0,3,3,3,6,6,6,6,6,6,6,0,0
36,1,1,1,1,1,1,8,8,8,8,8,3,4
37,0,0,1,1,1,1,1,1,9,10,10,3,4
38,1,1,4,5,5,7,7,7,7,1,1,3,6
39,2,1,4,5,5,7,7,7,7,7,7,3,6
40,1,1,4,4,4,4,4,4,4,4,4,3,8
41,0,0,4,4,4,4,4,4,4,4,4,3,3
42,1,1,4,4,4,4,4,4,4,4,4,3,8
43,1,1,4,4,4,4,4,4,4,4,4,3,8
44,1,1,1,1,1,1,1,1,1,1,1,3,7
45,0,1,4,5,5,7,7,7,7,7,7,3,6
46,1,1,1,1,1,1,1,1,1,10,10,3,4
47,1,1,1,1,1,1,1,1,1,1,1,3,7
48,1,1,1,1,1,1,1,1,1,1,1,3,7
49,1,1,1,1,1,1,1,1,1,1,1,3,7
50,1,1,4,4,4,4,4,4,4,4,12,3,6
51,1,1,4,1,5,7,7,7,7,7,12,3,6
52,0,0,0,0,0,3,3,9,9,9,9,4,3
53,1,1,1,1,1,1,1,1,1,1,1,3,7
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.1789848151339275,0.2706127960448326,0.2479736792947617,0.2522924772612905,0.2451683061842571,0.2499930367596618,0.2502931493356459,0.2547044520375116,0.25737448246632766,0.2457986425558272,0.24143179197582224,0.3053114621755227,0.21725826157583925
NMI,0.4424163973182107,0.71274106016848515,0.64231153380932648,0.60199036129484951,0.62175552295082404,0.67281588852918661,0.73686957784254536,0.71869538528953159,0.7515387816488488,0.73129974309749024,0.70450132341344163,1.0,0.54487269407570382
