,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,0,3,4,4,4,4,4,4,0,0
1,0,0,0,0,0,0,6,3,0,1
2,1,1,4,4,4,4,4,4,0,2
3,0,3,3,3,3,3,3,3,1,3
4,0,3,4,4,4,4,4,4,0,0
5,1,1,1,1,1,1,1,1,0,2
6,1,1,1,1,1,1,1,1,0,2
7,1,1,1,1,1,1,1,1,0,2
8,1,1,1,1,1,1,1,5,0,2
9,0,3,3,3,3,3,3,3,1,3
10,1,1,1,1,1,1,1,1,0,2
11,2,2,2,2,2,2,2,2,3,4
12,1,1,1,1,1,1,1,1,0,2
13,1,1,1,1,1,1,1,1,0,2
14,1,1,1,1,1,1,1,1,0,2
15,1,1,1,1,1,1,1,1,0,5
16,1,1,1,1,1,1,1,1,0,2
17,1,1,1,1,1,1,1,1,0,5
18,1,1,1,1,1,1,1,1,0,5
19,1,1,1,1,1,1,1,1,0,5
20,1,1,1,1,1,1,1,1,0,5
21,1,1,1,1,1,1,1,1,0,2
22,1,1,1,1,1,1,1,1,0,5
23,2,3,3,3,3,3,3,3,1,3
24,2,2,2,2,2,2,2,9,3,6
25,2,3,3,2,2,2,2,9,3,7
26,1,1,1,1,1,1,1,1,0,2
27,1,1,1,1,1,1,1,1,0,2
28,2,2,2,2,2,7,7,7,3,7
29,2,2,2,2,2,2,2,2,3,4
30,0,3,3,3,6,7,7,7,3,7
31,0,0,0,0,6,3,6,6,2,1
32,0,0,0,5,6,7,6,6,2,1
33,2,2,2,2,2,2,2,2,3,4
34,2,2,2,2,2,2,2,2,3,6
35,0,3,4,4,4,4,4,4,0,0
36,0,0,3,5,5,5,5,5,3,1
37,2,2,2,2,2,2,2,2,3,1
38,2,2,2,2,2,2,2,2,3,6
39,2,2,2,2,2,2,2,2,3,4
40,1,1,1,3,6,6,8,8,3,6
41,0,0,0,0,6,6,8,8,3,6
42,2,2,2,2,6,6,8,8,3,6
43,1,1,1,5,5,5,5,9,3,6
44,2,2,2,2,2,2,2,2,3,4
45,2,2,2,2,2,2,2,2,3,4
46,2,2,2,2,2,2,2,2,3,4
47,0,0,4,5,5,5,5,5,3,1
48,2,2,2,2,2,2,2,2,3,4
49,2,2,2,2,2,2,2,2,3,4
50,2,2,2,2,2,2,2,2,3,4
51,2,2,2,2,2,2,2,2,3,4
52,2,2,2,2,2,2,2,2,3,7
53,2,2,2,2,2,2,2,2,3,4
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.2166290695513986,0.2213207851817015,0.21677326430030264,0.23376532747174344,0.2314566500944123,0.22788573020823294,0.2302385313812647,0.2175953692181761,0.25618176472044174,0.155669280679933
NMI,0.48975803709620147,0.53738159474364144,0.57449155522770357,0.68072785717046713,0.74184227406736103,0.71265849347253918,0.74135662856615248,0.68046122641118123,1.0,0.63583162337907595
