,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,2,3,3,3,3,3,3,3,3,3,3,2,
1,0,1,1,5,5,3,3,9,9,11,11,3,
2,2,3,3,3,3,3,3,3,3,3,3,2,
3,2,3,4,5,5,7,7,7,7,7,7,2,
4,2,3,3,3,3,3,3,3,3,3,3,2,
5,0,0,0,0,0,0,0,0,0,9,12,3,
6,0,0,0,4,4,4,4,4,4,4,4,4,
7,0,0,1,1,1,1,1,8,1,1,9,3,
8,1,1,1,1,1,1,1,1,1,1,1,3,
9,99,99,99,99,99,99,99,99,99,99,99,99,
10,1,1,1,1,3,1,1,3,3,3,3,2,
11,1,1,1,1,1,1,1,1,1,1,1,3,
12,1,1,1,1,1,1,1,1,1,1,1,2,
13,2,2,2,2,2,2,2,9,9,9,9,1,
14,2,2,2,2,2,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,2,2,9,9,1,
17,2,2,2,2,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,2,2,2,2,1,
20,2,2,2,5,2,5,5,5,5,5,5,1,
21,2,2,2,2,2,2,2,2,2,2,2,1,
22,2,2,2,2,2,2,2,2,2,2,2,1,
23,0,3,3,3,0,0,8,8,8,8,8,4,
24,2,3,3,3,3,7,7,7,7,7,7,2,
25,1,1,1,1,1,1,1,1,1,1,1,3,
26,2,2,2,2,5,2,2,9,9,11,11,1,
27,1,1,1,1,1,1,1,1,1,1,1,3,
28,1,1,4,4,4,4,4,4,4,4,4,4,
29,1,1,1,4,4,4,4,4,4,4,4,4,
30,0,0,4,4,4,4,4,4,4,4,4,4,
31,0,0,0,5,5,5,5,5,5,5,5,2,
32,0,0,0,0,5,3,3,3,10,10,10,3,
33,0,3,3,5,5,5,5,5,5,5,5,2,
34,1,1,1,1,1,1,1,1,1,1,1,3,
35,2,3,3,3,3,3,3,3,3,3,3,2,
36,1,1,1,5,1,1,1,1,1,1,1,3,
37,1,3,3,3,3,7,7,3,7,3,7,2,
38,0,0,4,4,4,4,4,4,4,4,12,4,
39,0,0,4,5,0,5,5,5,5,5,12,4,
40,1,3,0,5,6,6,6,6,6,6,6,3,
41,1,1,1,1,6,1,1,1,6,6,6,3,
42,1,3,3,5,6,6,6,6,6,6,6,3,
43,1,1,4,4,6,4,4,4,6,4,4,4,
44,1,1,1,1,6,6,6,6,6,6,6,3,
45,1,1,1,1,6,6,6,6,6,6,6,3,
46,2,3,4,5,5,7,7,7,7,7,7,2,
47,0,3,3,3,3,0,8,8,8,8,8,4,
48,1,1,1,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,6,6,1,3,
50,0,0,4,4,4,4,4,4,4,4,4,4,
51,1,1,1,1,1,1,1,1,1,1,1,3,
52,2,3,3,3,3,5,5,5,5,5,5,2,
53,1,1,1,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.10976967250586551,0.1257634856250932,0.1333858157174625,0.122175464270123,0.12846089708754765,0.13978045443029025,0.1397091645949683,0.12421665090055438,0.1240189803310458,0.11859031079095422,0.11075384443803547,0.16260127872921853,
NMI,0.45721796742383558,0.52877798065310699,0.5787975416973975,0.61511974076723641,0.63775712478268076,0.64379620268510251,0.65989080184065574,0.63075066833522198,0.64316472590062235,0.65609757526831491,0.64830430179849152,1.0,
Silhoutte,0.11184313,0.15651258,0.14125879,0.14318222,0.13706845,0.19353256,0.20641123,0.18764605,0.18562568,0.18804065,0.20668643,0.13839387,
