,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,0,3,4,2,4,4,4,4,1,0
1,0,0,0,5,6,5,5,5,0,1
2,0,0,4,4,4,4,4,4,1,0
3,2,2,4,4,5,6,6,9,1,2
4,0,0,4,4,4,4,4,4,1,0
5,2,2,2,2,2,2,2,2,1,3
6,1,0,0,5,6,5,5,5,0,1
7,1,1,1,5,6,5,5,5,0,1
8,1,1,1,1,1,1,8,8,2,4
9,2,3,4,4,5,6,6,9,1,2
10,2,3,4,4,5,6,6,9,1,2
11,2,3,4,4,5,6,6,9,1,2
12,2,2,2,2,2,2,2,2,1,3
13,2,2,4,4,5,6,6,9,1,2
14,2,2,2,2,2,2,2,2,1,2
15,2,2,2,2,2,2,2,2,1,3
16,2,2,2,2,2,2,2,2,1,3
17,2,2,2,2,2,2,2,2,1,3
18,2,2,2,2,2,2,2,2,1,3
19,2,2,2,2,2,2,2,2,1,3
20,2,2,2,2,2,2,2,2,1,2
21,2,2,2,2,2,2,2,2,1,3
22,2,2,2,2,2,2,2,2,1,3
23,0,3,3,3,3,3,3,3,3,5
24,0,3,3,3,3,3,3,3,3,5
25,0,0,3,3,3,0,0,0,3,2
26,0,3,3,3,3,3,3,3,3,5
27,1,2,2,2,2,1,2,2,2,6
28,1,1,1,1,1,1,1,1,2,6
29,1,1,1,1,1,1,1,1,2,6
30,2,1,1,1,1,7,7,7,2,4
31,0,0,0,0,0,5,7,7,3,0
32,0,0,0,0,0,7,7,7,3,0
33,2,2,2,2,2,2,2,2,1,6
34,1,1,1,1,1,1,1,7,2,4
35,1,3,4,4,4,4,4,4,1,6
36,1,1,1,1,1,1,8,8,2,4
37,1,1,1,1,1,1,1,1,2,4
38,1,1,1,1,0,0,1,1,2,0
39,1,1,1,1,1,1,1,1,2,4
40,2,2,2,5,6,7,7,6,3,0
41,2,2,2,5,6,7,7,6,3,0
42,2,2,2,5,6,7,7,6,3,0
43,1,3,3,3,3,3,3,3,3,5
44,1,1,1,1,1,1,1,1,2,6
45,1,1,1,1,1,1,1,1,2,6
46,1,1,1,1,1,1,1,1,2,6
47,1,1,1,1,1,1,8,8,2,4
48,1,1,1,1,1,1,1,1,2,6
49,1,1,1,1,1,1,1,1,2,4
50,1,3,3,3,3,3,3,3,3,5
51,1,1,1,1,1,1,1,1,2,6
52,1,1,1,2,1,1,1,1,2,6
53,1,1,1,1,1,1,1,1,2,6
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.10013745311029171,0.09841070905868099,0.1107671598103031,0.1272748867913721,0.13087476020679395,0.12680199559165026,0.12156324364289829,0.12073919822864887,0.13775468959240947,0.09437305900359698
NMI,0.44466399421459046,0.52239885810355191,0.66420466789169796,0.7368465222942957,0.70939554353152257,0.73292774936390559,0.71320033464061494,0.69456443398245515,1.0,0.59957525925483701
